sample	target	metric	count	percent
barcode66	lpa5104	reads_found	62833	100.00
barcode66	lpa5104	reads_unmapped	0	0.00
barcode66	lpa5104	reads_secondary	0	0.00
barcode66	lpa5104	reads_supplementary	4361	6.94
barcode66	lpa5104	reads_on_target	58472	93.06
barcode66	lpa5104	reads_concatamer	4044	6.44
barcode66	lpa5104	reads_short	6208	9.88
barcode66	lpa5104	reads_long	16	0.03
barcode66	lpa5104	reads_filtered	48204	76.72
