sample	target	n_cluster	task_index
barcode72	lpa5104	11	31
barcode69	lpa5104	18	33
barcode68	lpa5104	145	34
barcode66	lpa5104	69	35
barcode70	lpa5104	79	36
barcode65	lpa5104	96	37
barcode67	lpa5104	153	38
barcode71	lpa5104	152	39
