sample	target	n_cluster	task_index
barcode69	lpa5104	38	41
barcode66	lpa5104	136	43
barcode65	lpa5104	171	44
barcode70	lpa5104	149	45
barcode67	lpa5104	281	46
barcode71	lpa5104	272	47
barcode72	lpa5104	81	48
barcode68	lpa5104	367	49
