cluster_id	cluster_written	reads_found	reads_found_fwd	reads_found_rev	reads_written_fwd	reads_written_rev	reads_skipped_fwd	reads_skipped_rev
0_sub0	1	11	0	11	0	11	0	0
1000_sub0	1	37	37	0	20	0	17	0
1001_sub0	1	39	39	0	20	0	19	0
1005_sub0	1	36	36	0	20	0	16	0
1008_sub0	1	14	14	0	14	0	0	0
101_sub0	1	26	26	0	20	0	6	0
1016_sub0	1	12	0	12	0	12	0	0
1031_sub0	1	23	23	0	20	0	3	0
1032_sub0	1	59	59	0	20	0	39	0
1044_sub0	1	40	40	0	20	0	20	0
1051_sub0	1	12	12	0	12	0	0	0
1054_sub0	1	28	28	0	20	0	8	0
10657_sub0	1	31	31	0	20	0	11	0
10679_sub0	1	27	0	27	0	20	0	7
10707_sub0	1	56	56	0	20	0	36	0
1082_sub0	1	39	39	0	20	0	19	0
10851_sub0	1	8	8	0	8	0	0	0
1088_sub0	1	18	18	0	18	0	0	0
10979_sub0	1	6	0	6	0	6	0	0
10984_sub0	1	50	0	50	0	20	0	30
1099_sub0	1	21	21	0	20	0	1	0
11_sub1	1	30	30	0	20	0	10	0
1101_sub0	1	32	32	0	20	0	12	0
1105_sub0	1	7	7	0	7	0	0	0
11076_sub0	1	17	0	17	0	17	0	0
1108_sub0	1	10	10	0	10	0	0	0
11092_sub0	1	24	24	0	20	0	4	0
1112_sub0	1	42	42	0	20	0	22	0
11153_sub0	1	102	0	102	0	20	0	82
1122_sub0	1	56	56	0	20	0	36	0
1124_sub0	1	39	39	0	20	0	19	0
1128_sub0	1	19	19	0	19	0	0	0
1137_sub0	1	31	31	0	20	0	11	0
1140_sub0	1	26	26	0	20	0	6	0
1141_sub0	1	32	32	0	20	0	12	0
1150_sub0	1	36	36	0	20	0	16	0
1152_sub0	1	18	18	0	18	0	0	0
11576_sub0	1	28	0	28	0	20	0	8
1159_sub0	1	14	14	0	14	0	0	0
1162_sub0	1	8	0	8	0	8	0	0
1170_sub0	1	39	39	0	20	0	19	0
1174_sub0	1	41	41	0	20	0	21	0
11836_sub0	1	8	8	0	8	0	0	0
1196_sub0	1	25	25	0	20	0	5	0
1199_sub0	1	42	42	0	20	0	22	0
1201_sub0	1	32	32	0	20	0	12	0
12183_sub0	1	6	6	0	6	0	0	0
1220_sub0	1	6	6	0	6	0	0	0
1237_sub0	1	38	38	0	20	0	18	0
1241_sub0	1	7	7	0	7	0	0	0
1242_sub0	1	20	20	0	20	0	0	0
1243_sub0	1	36	36	0	20	0	16	0
1248_sub0	1	43	43	0	20	0	23	0
12510_sub0	1	6	0	6	0	6	0	0
1263_sub0	1	32	32	0	20	0	12	0
1269_sub0	1	31	31	0	20	0	11	0
1281_sub0	1	30	30	0	20	0	10	0
1282_sub0	1	39	39	0	20	0	19	0
1284_sub0	1	30	30	0	20	0	10	0
1293_sub0	1	72	72	0	20	0	52	0
1298_sub0	1	49	49	0	20	0	29	0
13_sub0	1	6	0	6	0	6	0	0
1307_sub0	1	30	30	0	20	0	10	0
1309_sub0	1	17	17	0	17	0	0	0
1313_sub0	1	53	53	0	20	0	33	0
1315_sub0	1	32	32	0	20	0	12	0
1316_sub0	1	78	78	0	20	0	58	0
1328_sub0	1	32	32	0	20	0	12	0
1330_sub0	1	12	12	0	12	0	0	0
1332_sub0	1	23	23	0	20	0	3	0
1344_sub0	1	33	33	0	20	0	13	0
13440_sub0	1	24	0	24	0	20	0	4
1348_sub0	1	31	31	0	20	0	11	0
1351_sub0	1	7	0	7	0	7	0	0
13622_sub0	1	58	58	0	20	0	38	0
1370_sub0	1	26	26	0	20	0	6	0
1374_sub0	1	25	25	0	20	0	5	0
138_sub0	1	21	21	0	20	0	1	0
1392_sub0	1	25	25	0	20	0	5	0
1405_sub0	1	21	21	0	20	0	1	0
1426_sub0	1	52	52	0	20	0	32	0
1450_sub0	1	20	20	0	20	0	0	0
1451_sub0	1	19	19	0	19	0	0	0
1465_sub0	1	17	17	0	17	0	0	0
1470_sub0	1	38	38	0	20	0	18	0
1478_sub0	1	45	45	0	20	0	25	0
1481_sub0	1	14	14	0	14	0	0	0
1487_sub0	1	48	48	0	20	0	28	0
14914_sub0	1	16	0	16	0	16	0	0
14994_sub0	1	54	0	54	0	20	0	34
1500_sub0	1	18	18	0	18	0	0	0
1504_sub0	1	6	6	0	6	0	0	0
1506_sub0	1	40	40	0	20	0	20	0
1511_sub0	1	22	22	0	20	0	2	0
1523_sub0	1	33	33	0	20	0	13	0
1524_sub0	1	33	33	0	20	0	13	0
15258_sub0	1	6	0	6	0	6	0	0
15283_sub0	1	6	0	6	0	6	0	0
1533_sub0	1	45	45	0	20	0	25	0
1539_sub0	1	14	14	0	14	0	0	0
15408_sub0	1	6	0	6	0	6	0	0
1541_sub0	1	17	17	0	17	0	0	0
15459_sub0	1	6	0	6	0	6	0	0
1548_sub0	1	23	23	0	20	0	3	0
15773_sub0	1	10	0	10	0	10	0	0
1578_sub0	1	29	29	0	20	0	9	0
1590_sub0	1	6	6	0	6	0	0	0
1598_sub0	1	17	17	0	17	0	0	0
1599_sub0	1	19	19	0	19	0	0	0
1600_sub0	1	39	39	0	20	0	19	0
1602_sub0	1	43	43	0	20	0	23	0
1606_sub0	1	15	15	0	15	0	0	0
1635_sub0	1	39	39	0	20	0	19	0
1641_sub0	1	33	33	0	20	0	13	0
1645_sub0	1	31	31	0	20	0	11	0
165_sub0	1	30	30	0	20	0	10	0
1652_sub0	1	46	46	0	20	0	26	0
1657_sub0	1	18	18	0	18	0	0	0
1661_sub0	1	36	36	0	20	0	16	0
168_sub0	1	33	33	0	20	0	13	0
16814_sub0	1	11	0	11	0	11	0	0
16815_sub0	1	14	0	14	0	14	0	0
1684_sub0	1	36	36	0	20	0	16	0
16843_sub0	1	9	0	9	0	9	0	0
16874_sub0	1	6	0	6	0	6	0	0
1690_sub0	1	17	17	0	17	0	0	0
1692_sub0	1	40	40	0	20	0	20	0
17_sub0	1	7	7	0	7	0	0	0
17007_sub0	1	6	0	6	0	6	0	0
1706_sub0	1	49	49	0	20	0	29	0
1715_sub0	1	18	18	0	18	0	0	0
1718_sub0	1	26	26	0	20	0	6	0
1726_sub0	1	7	0	7	0	7	0	0
1731_sub0	1	19	19	0	19	0	0	0
17370_sub0	1	43	0	43	0	20	0	23
1738_sub0	1	67	67	0	20	0	47	0
1749_sub0	1	29	29	0	20	0	9	0
1752_sub0	1	43	43	0	20	0	23	0
1754_sub0	1	28	0	28	0	20	0	8
1760_sub0	1	31	31	0	20	0	11	0
1770_sub0	1	7	7	0	7	0	0	0
1771_sub0	1	6	6	0	6	0	0	0
1778_sub0	1	19	19	0	19	0	0	0
1781_sub0	1	10	10	0	10	0	0	0
1800_sub0	1	34	34	0	20	0	14	0
1810_sub0	1	51	51	0	20	0	31	0
1815_sub0	1	55	55	0	20	0	35	0
1822_sub0	1	30	30	0	20	0	10	0
1823_sub0	1	16	16	0	16	0	0	0
1827_sub0	1	13	13	0	13	0	0	0
1845_sub0	1	6	6	0	6	0	0	0
1852_sub0	1	20	20	0	20	0	0	0
1861_sub0	1	20	20	0	20	0	0	0
1868_sub0	1	15	15	0	15	0	0	0
1876_sub0	1	30	30	0	20	0	10	0
1880_sub0	1	34	34	0	20	0	14	0
1881_sub0	1	9	9	0	9	0	0	0
1890_sub0	1	38	38	0	20	0	18	0
1895_sub0	1	53	53	0	20	0	33	0
19_sub0	1	6	0	6	0	6	0	0
1901_sub0	1	56	56	0	20	0	36	0
1911_sub0	1	29	29	0	20	0	9	0
1920_sub0	1	27	27	0	20	0	7	0
1928_sub0	1	21	21	0	20	0	1	0
193_sub0	1	22	22	0	20	0	2	0
1931_sub0	1	34	34	0	20	0	14	0
1944_sub0	1	38	38	0	20	0	18	0
1948_sub0	1	33	33	0	20	0	13	0
1953_sub0	1	21	21	0	20	0	1	0
1955_sub0	1	37	37	0	20	0	17	0
1956_sub0	1	27	27	0	20	0	7	0
1961_sub0	1	25	25	0	20	0	5	0
1963_sub0	1	19	19	0	19	0	0	0
1965_sub0	1	28	28	0	20	0	8	0
1969_sub0	1	48	48	0	20	0	28	0
1981_sub0	1	45	45	0	20	0	25	0
1984_sub0	1	52	52	0	20	0	32	0
1992_sub0	1	33	33	0	20	0	13	0
1994_sub0	1	15	15	0	15	0	0	0
2017_sub0	1	19	19	0	19	0	0	0
203_sub0	1	21	21	0	20	0	1	0
