task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	44/908133	142191	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-14 14:06:06.704	1.1s	3ms	78.0%	0	0	57.6 KB	243 B
5	be/f81375	142305	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-14 14:06:06.749	17.7s	15.3s	99.0%	24.7 MB	126.6 MB	420.4 MB	353.7 MB
3	ec/134a07	142207	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-14 14:06:06.715	18s	17s	99.9%	24.7 MB	126.6 MB	470.3 MB	395.9 MB
4	5d/08c93c	142228	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-14 14:06:06.722	18.2s	17s	99.9%	24.6 MB	126.6 MB	469.5 MB	395.7 MB
1	7b/e8bbdb	142274	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-14 14:06:06.738	18.5s	17s	100.0%	24.7 MB	126.6 MB	469.9 MB	396.2 MB
6	e7/ea342a	142249	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-14 14:06:06.730	18.5s	17.1s	100.0%	24.6 MB	126.6 MB	470.4 MB	398.2 MB
7	5f/f9ee8a	146466	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-14 14:06:25.528	8.5s	7.4s	1013.0%	879.2 MB	26.6 GB	867.9 MB	514.1 MB
8	4d/405659	146726	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-14 14:06:26.554	12.7s	10.2s	814.9%	901.5 MB	26.8 GB	971.7 MB	575.7 MB
9	f3/21972a	146961	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-14 14:06:28.286	11.8s	10.7s	787.9%	1017.9 MB	27 GB	970.8 MB	575 MB
10	bc/464373	147419	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-14 14:06:29.750	11.4s	9.4s	894.3%	979.8 MB	26.8 GB	971.7 MB	575.4 MB
11	eb/475e66	147980	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (5)	COMPLETED	0	2025-07-14 14:06:31.536	10.5s	8.7s	972.7%	947.9 MB	26.9 GB	976.6 MB	578.3 MB
12	36/4b5d77	148811	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (1)	COMPLETED	0	2025-07-14 14:06:34.182	13.6s	11.1s	98.7%	23.8 MB	126.1 MB	142.3 MB	354.4 MB
13	54/32e82e	150377	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (2)	COMPLETED	0	2025-07-14 14:06:39.258	11.9s	10.7s	99.9%	23.5 MB	126.1 MB	160.2 MB	396.5 MB
14	7d/3512ff	150875	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-14 14:06:40.140	11.7s	10.6s	99.9%	23.8 MB	126.1 MB	159.5 MB	396.2 MB
