task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	ad/19e8c5	238085	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-09 17:49:15.525	1.2s	3ms	100.0%	0	0	57.3 KB	237 B
4	3b/c227e6	238117	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-09 17:49:15.541	17.9s	16.9s	99.7%	24.5 MB	126.6 MB	469.5 MB	395.7 MB
5	81/eccef9	238102	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-09 17:49:15.535	17.9s	15.3s	98.4%	24.3 MB	126.6 MB	420.4 MB	353.7 MB
3	58/19627f	238199	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-09 17:49:15.565	18.5s	17.1s	99.6%	24.6 MB	126.6 MB	470.3 MB	395.9 MB
2	35/ece9d8	238180	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-09 17:49:15.558	18.5s	17s	99.7%	24.7 MB	126.6 MB	469.9 MB	396.2 MB
6	1e/d2bee7	238153	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-09 17:49:15.549	18.7s	17.3s	99.1%	24.6 MB	126.6 MB	470.4 MB	398.2 MB
8	ef/a3777a	242662	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-09 17:49:35.588	36.9s	33.6s	225.1%	837.7 MB	27.1 GB	867.9 MB	514.1 MB
7	70/5cc9b0	242430	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-09 17:49:34.680	41s	35.5s	236.4%	890 MB	26.9 GB	970.8 MB	575 MB
9	9e/14de8e	242961	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-09 17:49:37.250	38.4s	33.4s	250.0%	923.6 MB	26.7 GB	971.7 MB	575.7 MB
11	16/00546d	243669	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (5)	COMPLETED	0	2025-07-09 17:49:40.711	1m 24s	23.1s	366.4%	966.7 MB	26.7 GB	976.6 MB	578.3 MB
10	bc/3eef30	243397	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-09 17:49:38.986	1m 25s	21.5s	387.7%	962.6 MB	26.8 GB	971.7 MB	575.4 MB
13	c2/19f558	246385	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (2)	COMPLETED	0	2025-07-09 17:50:15.679	48.6s	12.5s	97.0%	23.6 MB	126.1 MB	159.5 MB	396.2 MB
14	ac/64ccae	246394	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-09 17:50:15.685	48.6s	12.8s	95.4%	23.5 MB	126.1 MB	160.2 MB	396.5 MB
12	15/e8834e	246316	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (1)	COMPLETED	0	2025-07-09 17:50:12.488	51.8s	12s	92.6%	24.1 MB	126.1 MB	142.3 MB	354.4 MB
