sample	target	n_cluster	task_index
barcode68	lpa5104	1	1
barcode65	lpa5104	0	2
barcode66	lpa5104	0	3
barcode70	lpa5104	0	4
barcode71	lpa5104	0	5
barcode67	lpa5104	1	6
