output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode65_68	3	2468	2728	0.9046920821114369	5196	4909	94.47652040030793
