sample	target	n_cluster	task_index
barcode72	lpa5104	2254	183
barcode70	lpa5104	2145	184
barcode68	lpa5104	2193	185
barcode69	lpa5104	1989	186
barcode67	lpa5104	1772	187
barcode66	lpa5104	1817	188
barcode65	lpa5104	2403	189
barcode71	lpa5104	1682	190
