cluster_id	cluster_written	reads_found	reads_found_fwd	reads_found_rev	reads_written_fwd	reads_written_rev	reads_skipped_fwd	reads_skipped_rev
10_sub0	0	1	0	1	0	0	0	1
10_sub1	0	1	0	1	0	0	0	1
10_sub2	0	4	1	3	0	0	1	3
10_sub3	0	1	1	0	0	0	1	0
10_sub4	0	1	0	1	0	0	0	1
10_sub5	0	1	0	1	0	0	0	1
10_sub6	0	1	1	0	0	0	1	0
100_sub0	0	1	1	0	0	0	1	0
100_sub1	0	5	3	2	0	0	3	2
100_sub2	0	1	1	0	0	0	1	0
1004_sub0	1	8	5	3	5	3	0	0
10079_sub0	0	1	1	0	0	0	1	0
10079_sub1	0	5	1	4	0	0	1	4
1008_sub0	0	1	0	1	0	0	0	1
1008_sub1	0	4	1	3	0	0	1	3
1008_sub2	0	1	0	1	0	0	0	1
1008_sub3	0	1	1	0	0	0	1	0
1029_sub0	0	5	2	3	0	0	2	3
1029_sub1	0	1	0	1	0	0	0	1
1029_sub2	0	1	1	0	0	0	1	0
1029_sub3	0	1	1	0	0	0	1	0
1029_sub4	0	1	0	1	0	0	0	1
1034_sub0	0	1	0	1	0	0	0	1
1034_sub1	1	6	3	3	3	3	0	0
1034_sub2	0	1	1	0	0	0	1	0
1035_sub0	0	5	2	3	0	0	2	3
1035_sub1	0	1	1	0	0	0	1	0
1035_sub2	0	1	0	1	0	0	0	1
1035_sub3	0	1	0	1	0	0	0	1
10363_sub0	1	6	1	5	1	5	0	0
10363_sub1	0	1	1	0	0	0	1	0
10363_sub2	0	1	0	1	0	0	0	1
10363_sub3	0	1	1	0	0	0	1	0
1041_sub0	0	5	3	2	0	0	3	2
1041_sub1	0	1	0	1	0	0	0	1
1041_sub2	0	1	0	1	0	0	0	1
1041_sub3	0	1	0	1	0	0	0	1
1041_sub4	0	1	1	0	0	0	1	0
1041_sub5	0	1	0	1	0	0	0	1
1042_sub0	0	2	1	1	0	0	1	1
1042_sub1	0	1	0	1	0	0	0	1
1042_sub2	0	3	1	2	0	0	1	2
1047_sub0	0	1	0	1	0	0	0	1
1047_sub1	1	6	3	3	3	3	0	0
1047_sub2	0	1	1	0	0	0	1	0
1047_sub3	0	1	1	0	0	0	1	0
1048_sub0	0	1	1	0	0	0	1	0
1048_sub1	1	6	2	4	2	4	0	0
1048_sub2	0	1	0	1	0	0	0	1
1055_sub0	0	1	0	1	0	0	0	1
1055_sub1	1	6	2	4	2	4	0	0
1055_sub2	0	1	0	1	0	0	0	1
