output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode67_71	3	2583	2732	0.9454612005856515	5315	4944	93.01975540921919
