sample	target	n_cluster	task_index
barcode72	lpa5104	264	65
barcode65	lpa5104	571	66
barcode66	lpa5104	509	67
barcode69	lpa5104	242	68
barcode68	lpa5104	810	69
barcode70	lpa5104	528	70
barcode67	lpa5104	723	71
barcode71	lpa5104	717	72
