sample	target	n_cluster	task_index
barcode65	lpa5104	74	24
barcode66	lpa5104	111	25
barcode70	lpa5104	89	26
barcode67	lpa5104	169	27
barcode71	lpa5104	182	28
barcode68	lpa5104	205	29
barcode72	lpa5104	61	30
barcode69	lpa5104	50	31
