sample	target	n_cluster	task_index
barcode65	lpa5104	2531	210
barcode67	lpa5104	1827	211
barcode68	lpa5104	2336	212
barcode69	lpa5104	2237	213
barcode66	lpa5104	1908	214
barcode71	lpa5104	1736	215
barcode72	lpa5104	2561	216
barcode70	lpa5104	2317	217
