output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode66_27	3	2264	2543	0.8902870625245772	4807	4471	93.01019346785937
