sample	target	metric	count	percent
barcode68	lpa5104	reads_found	201790	100.00
barcode68	lpa5104	reads_unmapped	0	0.00
barcode68	lpa5104	reads_secondary	0	0.00
barcode68	lpa5104	reads_supplementary	11487	5.69
barcode68	lpa5104	reads_on_target	190303	94.31
barcode68	lpa5104	reads_concatamer	10901	5.40
barcode68	lpa5104	reads_short	21611	10.71
barcode68	lpa5104	reads_long	36	0.02
barcode68	lpa5104	reads_filtered	157755	78.18
