sample	target	n_cluster	task_index
barcode67	lpa5104	1572	145
barcode65	lpa5104	2035	146
barcode71	lpa5104	1518	147
barcode72	lpa5104	1842	148
barcode66	lpa5104	1588	149
barcode69	lpa5104	1548	150
barcode70	lpa5104	1864	151
barcode68	lpa5104	2013	152
