cluster_id	cluster_written	reads_found	reads_found_fwd	reads_found_rev	reads_written_fwd	reads_written_rev	reads_skipped_fwd	reads_skipped_rev
10_sub1	1	6	4	2	4	2	0	0
1012_sub0	1	12	5	7	5	7	0	0
10143_sub0	1	6	4	2	4	2	0	0
1018_sub1	1	9	2	7	2	7	0	0
1026_sub0	1	13	4	9	4	9	0	0
1028_sub0	1	8	3	5	3	5	0	0
1034_sub0	1	10	5	5	5	5	0	0
1036_sub1	1	6	6	0	6	0	0	0
1037_sub1	1	7	5	2	5	2	0	0
1039_sub0	1	7	4	3	4	3	0	0
10547_sub1	1	6	4	2	4	2	0	0
10613_sub0	1	10	4	6	4	6	0	0
1065_sub1	1	8	5	3	5	3	0	0
1066_sub0	1	8	4	4	4	4	0	0
1074_sub0	1	9	1	8	1	8	0	0
1075_sub0	1	8	4	4	4	4	0	0
1077_sub1	1	13	4	9	4	9	0	0
1083_sub0	1	6	3	3	3	3	0	0
1084_sub1	1	10	6	4	6	4	0	0
1087_sub0	1	14	7	7	7	7	0	0
10937_sub0	1	6	4	2	4	2	0	0
1099_sub3	1	6	2	4	2	4	0	0
11054_sub1	1	8	1	7	1	7	0	0
1107_sub0	1	7	0	7	0	7	0	0
1108_sub1	1	6	1	5	1	5	0	0
1110_sub0	1	7	2	5	2	5	0	0
1115_sub0	1	12	6	6	6	6	0	0
11175_sub1	1	6	1	5	1	5	0	0
1122_sub0	1	7	2	5	2	5	0	0
1127_sub0	1	6	5	1	5	1	0	0
1133_sub0	1	8	2	6	2	6	0	0
114_sub0	1	10	3	7	3	7	0	0
1154_sub0	1	6	5	1	5	1	0	0
11595_sub0	1	8	0	8	0	8	0	0
1175_sub0	1	7	3	4	3	4	0	0
1177_sub0	1	11	7	4	7	4	0	0
1180_sub0	1	6	1	5	1	5	0	0
1181_sub0	1	6	2	4	2	4	0	0
1189_sub1	1	9	3	6	3	6	0	0
1192_sub0	1	6	1	5	1	5	0	0
1197_sub0	1	8	3	5	3	5	0	0
1204_sub0	1	6	3	3	3	3	0	0
1205_sub0	1	7	4	3	4	3	0	0
1207_sub1	1	9	2	7	2	7	0	0
1208_sub0	1	6	3	3	3	3	0	0
12115_sub2	1	6	4	2	4	2	0	0
1229_sub0	1	8	3	5	3	5	0	0
12440_sub1	1	6	2	4	2	4	0	0
1245_sub0	1	9	5	4	5	4	0	0
1254_sub0	1	9	3	6	3	6	0	0
1255_sub0	1	6	1	5	1	5	0	0
12565_sub0	1	9	4	5	4	5	0	0
1259_sub0	1	9	3	6	3	6	0	0
1260_sub2	1	10	6	4	6	4	0	0
1263_sub0	1	9	5	4	5	4	0	0
1265_sub1	1	8	4	4	4	4	0	0
127_sub1	1	7	2	5	2	5	0	0
1277_sub2	1	9	5	4	5	4	0	0
1290_sub1	1	7	3	4	3	4	0	0
1316_sub0	1	11	5	6	5	6	0	0
1320_sub0	1	9	4	5	4	5	0	0
1326_sub0	1	7	3	4	3	4	0	0
1327_sub0	1	8	8	0	8	0	0	0
1331_sub0	1	7	2	5	2	5	0	0
1343_sub0	1	6	4	2	4	2	0	0
1348_sub1	1	10	4	6	4	6	0	0
1349_sub1	1	9	7	2	7	2	0	0
1350_sub0	1	8	4	4	4	4	0	0
1359_sub0	1	13	6	7	6	7	0	0
1364_sub1	1	11	5	6	5	6	0	0
1366_sub1	1	6	1	5	1	5	0	0
1372_sub0	1	9	3	6	3	6	0	0
1376_sub0	1	11	2	9	2	9	0	0
139_sub2	1	12	7	5	7	5	0	0
1396_sub1	1	7	4	3	4	3	0	0
1398_sub0	1	16	6	10	6	10	0	0
14_sub2	1	8	2	6	2	6	0	0
1401_sub1	1	7	3	4	3	4	0	0
1408_sub0	1	7	2	5	2	5	0	0
1433_sub0	1	6	2	4	2	4	0	0
1453_sub0	1	11	5	6	5	6	0	0
1478_sub0	1	10	4	6	4	6	0	0
1479_sub0	1	8	6	2	6	2	0	0
1511_sub1	1	8	3	5	3	5	0	0
1515_sub0	1	7	1	6	1	6	0	0
1519_sub0	1	9	4	5	4	5	0	0
15224_sub1	1	8	3	5	3	5	0	0
1526_sub0	1	13	10	3	10	3	0	0
15359_sub1	1	7	4	3	4	3	0	0
1539_sub0	1	6	2	4	2	4	0	0
154_sub1	1	6	3	3	3	3	0	0
1544_sub1	1	6	3	3	3	3	0	0
1548_sub1	1	6	3	3	3	3	0	0
1549_sub0	1	8	3	5	3	5	0	0
155_sub1	1	12	2	10	2	10	0	0
1551_sub0	1	6	3	3	3	3	0	0
156_sub1	1	8	4	4	4	4	0	0
1561_sub0	1	11	4	7	4	7	0	0
1564_sub0	1	7	2	5	2	5	0	0
1565_sub1	1	6	3	3	3	3	0	0
157_sub1	1	7	1	6	1	6	0	0
1572_sub0	1	7	4	3	4	3	0	0
1579_sub0	1	9	3	6	3	6	0	0
1583_sub0	1	6	2	4	2	4	0	0
1588_sub0	1	8	5	3	5	3	0	0
1590_sub0	1	11	5	6	5	6	0	0
1595_sub1	1	11	6	5	6	5	0	0
15952_sub1	1	6	4	2	4	2	0	0
1596_sub1	1	8	4	4	4	4	0	0
160_sub1	1	14	7	7	7	7	0	0
1600_sub0	1	7	3	4	3	4	0	0
1603_sub0	1	9	4	5	4	5	0	0
1606_sub0	1	7	7	0	7	0	0	0
1608_sub1	1	6	2	4	2	4	0	0
1612_sub0	1	6	3	3	3	3	0	0
1623_sub0	1	14	7	7	7	7	0	0
1631_sub0	1	6	4	2	4	2	0	0
1645_sub0	1	9	6	3	6	3	0	0
1646_sub0	1	11	5	6	5	6	0	0
1650_sub1	1	7	4	3	4	3	0	0
1655_sub0	1	6	3	3	3	3	0	0
1659_sub0	1	7	4	3	4	3	0	0
1670_sub1	1	6	4	2	4	2	0	0
1676_sub1	1	6	4	2	4	2	0	0
1677_sub0	1	6	4	2	4	2	0	0
1678_sub0	1	7	2	5	2	5	0	0
168_sub1	1	10	6	4	6	4	0	0
1685_sub1	1	6	3	3	3	3	0	0
1693_sub1	1	7	3	4	3	4	0	0
17115_sub0	1	14	6	8	6	8	0	0
17161_sub0	1	6	1	5	1	5	0	0
17164_sub0	1	6	1	5	1	5	0	0
17191_sub0	1	8	5	3	5	3	0	0
1720_sub0	1	9	1	8	1	8	0	0
173_sub1	1	6	4	2	4	2	0	0
1730_sub0	1	6	2	4	2	4	0	0
1732_sub1	1	9	7	2	7	2	0	0
1736_sub0	1	9	5	4	5	4	0	0
174_sub1	1	8	3	5	3	5	0	0
1743_sub0	1	7	4	3	4	3	0	0
17498_sub0	1	6	1	5	1	5	0	0
17614_sub1	1	6	4	2	4	2	0	0
1769_sub0	1	7	4	3	4	3	0	0
1773_sub0	1	8	4	4	4	4	0	0
1774_sub0	1	8	3	5	3	5	0	0
1775_sub0	1	7	3	4	3	4	0	0
1790_sub0	1	10	2	8	2	8	0	0
1793_sub0	1	9	5	4	5	4	0	0
1803_sub0	1	7	3	4	3	4	0	0
1813_sub1	1	7	4	3	4	3	0	0
1817_sub1	1	6	1	5	1	5	0	0
1819_sub1	1	9	6	3	6	3	0	0
1820_sub0	1	7	4	3	4	3	0	0
18245_sub0	1	6	0	6	0	6	0	0
1829_sub2	1	6	4	2	4	2	0	0
1834_sub0	1	7	3	4	3	4	0	0
1836_sub0	1	8	2	6	2	6	0	0
18385_sub1	1	7	3	4	3	4	0	0
1848_sub1	1	8	3	5	3	5	0	0
1854_sub0	1	6	3	3	3	3	0	0
1866_sub0	1	11	4	7	4	7	0	0
1869_sub0	1	6	1	5	1	5	0	0
187_sub2	1	6	1	5	1	5	0	0
1878_sub0	1	7	4	3	4	3	0	0
1880_sub0	1	6	0	6	0	6	0	0
189_sub1	1	7	3	4	3	4	0	0
1906_sub0	1	7	4	3	4	3	0	0
192_sub1	1	7	3	4	3	4	0	0
1930_sub1	1	7	3	4	3	4	0	0
1947_sub0	1	9	0	9	0	9	0	0
1962_sub0	1	7	4	3	4	3	0	0
1968_sub0	1	8	5	3	5	3	0	0
1981_sub0	1	10	5	5	5	5	0	0
1982_sub0	1	7	4	3	4	3	0	0
1987_sub0	1	8	5	3	5	3	0	0
199_sub1	1	11	5	6	5	6	0	0
1999_sub1	1	9	5	4	5	4	0	0
2_sub1	1	6	2	4	2	4	0	0
2002_sub1	1	7	2	5	2	5	0	0
2012_sub0	1	8	6	2	6	2	0	0
2015_sub1	1	13	9	4	9	4	0	0
2024_sub0	1	6	3	3	3	3	0	0
2026_sub0	1	8	2	6	2	6	0	0
2044_sub1	1	7	5	2	5	2	0	0
2046_sub1	1	7	2	5	2	5	0	0
2073_sub0	1	8	4	4	4	4	0	0
2075_sub0	1	10	3	7	3	7	0	0
2079_sub0	1	6	2	4	2	4	0	0
2081_sub1	1	10	4	6	4	6	0	0
2083_sub0	1	7	3	4	3	4	0	0
2093_sub1	1	13	8	5	8	5	0	0
2102_sub1	1	6	4	2	4	2	0	0
2108_sub1	1	9	6	3	6	3	0	0
2120_sub0	1	8	4	4	4	4	0	0
2124_sub0	1	7	3	4	3	4	0	0
2127_sub0	1	8	5	3	5	3	0	0
2131_sub0	1	6	0	6	0	6	0	0
2133_sub2	1	7	4	3	4	3	0	0
2142_sub0	1	9	4	5	4	5	0	0
2145_sub1	1	15	2	13	2	13	0	0
2166_sub0	1	7	2	5	2	5	0	0
2178_sub0	1	11	6	5	6	5	0	0
2183_sub1	1	7	2	5	2	5	0	0
2184_sub0	1	6	2	4	2	4	0	0
2200_sub1	1	7	3	4	3	4	0	0
2209_sub0	1	6	3	3	3	3	0	0
2216_sub0	1	6	4	2	4	2	0	0
2217_sub0	1	9	5	4	5	4	0	0
2222_sub1	1	8	6	2	6	2	0	0
2226_sub1	1	9	4	5	4	5	0	0
2228_sub0	1	11	8	3	8	3	0	0
2235_sub0	1	7	5	2	5	2	0	0
2245_sub0	1	8	3	5	3	5	0	0
2266_sub0	1	6	5	1	5	1	0	0
2288_sub1	1	8	5	3	5	3	0	0
2291_sub0	1	9	4	5	4	5	0	0
2306_sub0	1	6	1	5	1	5	0	0
2307_sub2	1	7	1	6	1	6	0	0
231_sub2	1	8	5	3	5	3	0	0
2311_sub0	1	6	1	5	1	5	0	0
2312_sub0	1	7	5	2	5	2	0	0
2314_sub0	1	10	4	6	4	6	0	0
2323_sub0	1	6	2	4	2	4	0	0
2328_sub1	1	6	0	6	0	6	0	0
2329_sub0	1	7	4	3	4	3	0	0
2342_sub0	1	7	3	4	3	4	0	0
2350_sub1	1	8	3	5	3	5	0	0
2350_sub2	1	6	2	4	2	4	0	0
2355_sub0	1	8	5	3	5	3	0	0
2358_sub1	1	9	5	4	5	4	0	0
2361_sub0	1	7	3	4	3	4	0	0
2366_sub0	1	7	2	5	2	5	0	0
2368_sub0	1	11	4	7	4	7	0	0
2378_sub0	1	8	3	5	3	5	0	0
2385_sub1	1	13	8	5	8	5	0	0
2386_sub0	1	10	4	6	4	6	0	0
2395_sub0	1	7	1	6	1	6	0	0
2403_sub1	1	8	6	2	6	2	0	0
2404_sub0	1	11	3	8	3	8	0	0
2405_sub0	1	9	6	3	6	3	0	0
2419_sub1	1	11	5	6	5	6	0	0
2422_sub1	1	6	4	2	4	2	0	0
2439_sub0	1	8	3	5	3	5	0	0
244_sub1	1	9	4	5	4	5	0	0
2448_sub0	1	7	3	4	3	4	0	0
2451_sub0	1	10	6	4	6	4	0	0
2454_sub0	1	7	3	4	3	4	0	0
2458_sub1	1	7	2	5	2	5	0	0
2463_sub0	1	7	2	5	2	5	0	0
2474_sub1	1	6	2	4	2	4	0	0
2476_sub0	1	8	4	4	4	4	0	0
2480_sub0	1	6	4	2	4	2	0	0
2482_sub0	1	12	3	9	3	9	0	0
2484_sub0	1	12	8	4	8	4	0	0
2494_sub1	1	7	1	6	1	6	0	0
2509_sub1	1	7	4	3	4	3	0	0
2531_sub0	1	6	3	3	3	3	0	0
2534_sub0	1	6	4	2	4	2	0	0
2538_sub0	1	6	3	3	3	3	0	0
2556_sub0	1	7	1	6	1	6	0	0
2561_sub1	1	10	6	4	6	4	0	0
2568_sub0	1	6	2	4	2	4	0	0
2582_sub0	1	6	3	3	3	3	0	0
2588_sub0	1	8	4	4	4	4	0	0
2597_sub0	1	7	4	3	4	3	0	0
2603_sub0	1	8	5	3	5	3	0	0
2607_sub0	1	11	4	7	4	7	0	0
2610_sub0	1	9	6	3	6	3	0	0
2612_sub0	1	9	3	6	3	6	0	0
2614_sub1	1	7	3	4	3	4	0	0
2620_sub0	1	6	5	1	5	1	0	0
2621_sub0	1	6	3	3	3	3	0	0
2624_sub1	1	6	4	2	4	2	0	0
2635_sub0	1	13	6	7	6	7	0	0
2641_sub0	1	10	6	4	6	4	0	0
2655_sub0	1	8	3	5	3	5	0	0
2657_sub0	1	8	3	5	3	5	0	0
2676_sub1	1	6	4	2	4	2	0	0
2684_sub0	1	8	2	6	2	6	0	0
2694_sub0	1	7	3	4	3	4	0	0
2699_sub0	1	9	5	4	5	4	0	0
2721_sub0	1	7	4	3	4	3	0	0
2727_sub0	1	6	3	3	3	3	0	0
2729_sub0	1	7	3	4	3	4	0	0
2737_sub0	1	12	5	7	5	7	0	0
274_sub1	1	7	5	2	5	2	0	0
2740_sub0	1	11	5	6	5	6	0	0
2743_sub0	1	6	1	5	1	5	0	0
2748_sub0	1	12	9	3	9	3	0	0
2757_sub0	1	7	1	6	1	6	0	0
2761_sub1	1	6	4	2	4	2	0	0
2766_sub0	1	8	3	5	3	5	0	0
2767_sub0	1	6	3	3	3	3	0	0
2771_sub0	1	8	5	3	5	3	0	0
2782_sub0	1	7	3	4	3	4	0	0
2793_sub1	1	6	3	3	3	3	0	0
2802_sub0	1	6	4	2	4	2	0	0
2803_sub0	1	7	4	3	4	3	0	0
2808_sub0	1	10	6	4	6	4	0	0
281_sub1	1	7	4	3	4	3	0	0
2827_sub0	1	7	3	4	3	4	0	0
283_sub1	1	8	2	6	2	6	0	0
2834_sub1	1	8	5	3	5	3	0	0
2838_sub0	1	6	4	2	4	2	0	0
2841_sub0	1	7	3	4	3	4	0	0
2849_sub0	1	9	4	5	4	5	0	0
2858_sub0	1	7	6	1	6	1	0	0
2868_sub0	1	11	3	8	3	8	0	0
