sample	target	n_cluster	task_index
barcode71	lpa5104	182	28
barcode72	lpa5104	61	30
barcode69	lpa5104	50	31
barcode65	lpa5104	172	32
barcode66	lpa5104	206	33
barcode68	lpa5104	357	34
barcode70	lpa5104	188	35
barcode67	lpa5104	316	36
