sample	target	metric	count	percent
barcode65	lpa5104	reads_found	201775	100.00
barcode65	lpa5104	reads_unmapped	0	0.00
barcode65	lpa5104	reads_secondary	0	0.00
barcode65	lpa5104	reads_supplementary	15068	7.47
barcode65	lpa5104	reads_on_target	186707	92.53
barcode65	lpa5104	reads_concatamer	14345	7.11
barcode65	lpa5104	reads_short	18096	8.97
barcode65	lpa5104	reads_long	43	0.02
barcode65	lpa5104	reads_filtered	154223	76.43
