sample	target	metric	count	percent
barcode65	lpa5104	reads_found	75923	100.00
barcode65	lpa5104	reads_unmapped	0	0.00
barcode65	lpa5104	reads_secondary	0	0.00
barcode65	lpa5104	reads_supplementary	5414	7.13
barcode65	lpa5104	reads_on_target	70509	92.87
barcode65	lpa5104	reads_concatamer	5143	6.77
barcode65	lpa5104	reads_short	7117	9.37
barcode65	lpa5104	reads_long	26	0.03
barcode65	lpa5104	reads_filtered	58223	76.69
