sample	target	n_cluster	task_index
barcode67	lpa5104	72	29
barcode71	lpa5104	83	30
barcode72	lpa5104	11	31
barcode65	lpa5104	49	32
barcode69	lpa5104	18	33
barcode68	lpa5104	145	34
barcode66	lpa5104	69	35
barcode70	lpa5104	79	36
