sample	target	n_cluster	task_index
barcode70	lpa5104	281	53
barcode67	lpa5104	413	54
barcode71	lpa5104	425	55
barcode68	lpa5104	506	56
barcode72	lpa5104	169	57
barcode65	lpa5104	429	58
barcode69	lpa5104	160	59
barcode66	lpa5104	362	60
