sample	target	n_cluster	task_index
barcode71	lpa5104	1115	98
barcode72	lpa5104	901	99
barcode66	lpa5104	1046	100
barcode70	lpa5104	1208	101
barcode65	lpa5104	1357	102
barcode68	lpa5104	1450	103
barcode69	lpa5104	818	104
barcode67	lpa5104	1222	105
