task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	fd/c31e43	3546061	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-09 16:39:38.752	1.1s	4ms	88.9%	0	0	57.3 KB	236 B
5	c3/a6cfad	3546170	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-09 16:39:38.790	17.7s	15.3s	98.4%	24.6 MB	126.6 MB	420.4 MB	353.7 MB
6	f2/347edd	3546096	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-09 16:39:38.768	18.1s	17.1s	99.6%	24.7 MB	126.6 MB	470.4 MB	398.2 MB
4	86/ad5c04	3546077	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-09 16:39:38.762	18.6s	16.9s	99.6%	24.6 MB	126.6 MB	469.5 MB	395.7 MB
3	1d/57c86c	3546120	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-09 16:39:38.774	18.6s	17s	99.4%	24.7 MB	126.6 MB	470.3 MB	395.9 MB
2	74/deb395	3546143	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-09 16:39:38.782	18.7s	17s	99.6%	24.8 MB	126.6 MB	469.9 MB	396.2 MB
7	fa/f44941	3550407	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-09 16:39:57.569	8.9s	7.7s	963.6%	915.5 MB	26.6 GB	867.9 MB	514.1 MB
8	f6/a42c3d	3550669	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-09 16:39:58.706	11.8s	9.7s	862.9%	993.9 MB	26.7 GB	976.6 MB	578.3 MB
9	ae/e4c72a	3550968	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-09 16:40:00.434	22.9s	9.7s	860.5%	983.5 MB	26.7 GB	970.8 MB	575 MB
11	e8/b8bf3d	3552014	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (5)	COMPLETED	0	2025-07-09 16:40:03.770	41.9s	25s	335.6%	894.4 MB	26.8 GB	971.7 MB	575.4 MB
10	f1/34a806	3551340	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-09 16:40:01.990	43.7s	28.2s	296.2%	993.3 MB	26.7 GB	971.7 MB	575.7 MB
13	45/e80a73	3554055	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (2)	COMPLETED	0	2025-07-09 16:40:10.606	35.1s	11.6s	87.9%	23.7 MB	126.1 MB	160 MB	398.8 MB
12	71/3fe2cf	3552914	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (1)	COMPLETED	0	2025-07-09 16:40:06.594	39.2s	11.9s	87.0%	23.9 MB	126.1 MB	142.3 MB	354.4 MB
14	70/e8a7f1	3556598	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-09 16:40:23.329	1m 13s	10.7s	94.7%	23.9 MB	126.1 MB	159.5 MB	396.2 MB
18	ba/a38fef	3557181	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (2)	COMPLETED	0	2025-07-09 16:40:46.773	1m 41s	5.3s	97.0%	31.4 MB	133.4 MB	287 MB	247.1 MB
17	5d/0f7bf9	3557064	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (1)	COMPLETED	0	2025-07-09 16:40:46.346	1m 41s	6.4s	93.9%	32.4 MB	134.5 MB	328.2 MB	280.7 MB
16	d1/c962f2	3556981	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (5)	COMPLETED	0	2025-07-09 16:40:45.737	1m 42s	10.3s	98.0%	23.8 MB	126.1 MB	160.2 MB	396.5 MB
15	0d/e53d52	3556962	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (4)	COMPLETED	0	2025-07-09 16:40:45.727	1m 42s	10.4s	97.9%	23.6 MB	126.1 MB	159.4 MB	396.3 MB
19	34/3709d3	3558007	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (3)	COMPLETED	0	2025-07-09 16:41:36.933	1m 25s	6s	96.3%	31.4 MB	133.3 MB	324.9 MB	278.1 MB
21	8b/875c26	3560468	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (5)	COMPLETED	0	2025-07-09 16:42:28.454	1m 10s	5.7s	99.8%	31.9 MB	133.8 MB	323.4 MB	276.5 MB
20	2d/c9687b	3560439	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (4)	COMPLETED	0	2025-07-09 16:42:27.953	1m 10s	5.7s	99.9%	31.8 MB	133.8 MB	327.6 MB	281.9 MB
22	ce/7cf497	3561790	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER (1)	COMPLETED	0	2025-07-09 16:43:38.115	27.6s	10.4s	958.9%	1.4 GB	4.3 GB	2.7 GB	3.6 GB
23	f3/f6bd08	3562721	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:REFORMAT_FILTER_CLUSTER (barcode02)	COMPLETED	0	2025-07-09 16:44:11.343	21.4s	17.9s	99.5%	41.4 MB	145.3 MB	374.4 MB	699.5 MB
25	d2/edb30e	3566326	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SUMMARY_CLUSTER_STATS (1)	COMPLETED	0	2025-07-09 16:44:33.031	2.5s	1.3s	344.0%	96.4 MB	1.5 GB	28.9 MB	100.7 KB
24	72/f5531f	3566333	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER_STATS (barcode02)	COMPLETED	0	2025-07-09 16:44:33.035	2.5s	1.3s	261.1%	99.1 MB	1.5 GB	30.8 MB	175 KB
26	03/d76352	3566400	UMI_PIPELINE:UMI_POLISHING:GLUE_CLUSTERS (barcode02)	COMPLETED	0	2025-07-09 16:44:33.253	6.4s	3.4s	103.6%	4.4 MB	5.5 MB	342.5 MB	329.6 MB
40	d6/c62a24	3572725	UMI_PIPELINE:UMI_POLISHING:POLISH_CLUSTER (barcode02)	COMPLETED	0	2025-07-09 16:44:39.928	18m 9s	18m 8s	183.5%	2.2 GB	178.7 GB	84.5 MB	54.3 MB
35	ff/681a8a	3572954	UMI_PIPELINE:UMI_POLISHING:POLISH_CLUSTER (barcode02)	COMPLETED	0	2025-07-09 16:44:39.997	18m 11s	18m 7s	184.4%	2.2 GB	178.7 GB	84.7 MB	54.5 MB
27	0e/be6c19	3572914	UMI_PIPELINE:UMI_POLISHING:POLISH_CLUSTER (barcode02)	COMPLETED	0	2025-07-09 16:44:39.987	18m 17s	18m 14s	185.7%	2.2 GB	140.3 GB	84.8 MB	54.5 MB
36	c9/7513b8	3573017	UMI_PIPELINE:UMI_POLISHING:POLISH_CLUSTER (barcode02)	COMPLETED	0	2025-07-09 16:44:40.010	18m 19s	18m 15s	184.4%	2.2 GB	140.3 GB	84.6 MB	54.4 MB
38	13/7cbb7e	3572932	UMI_PIPELINE:UMI_POLISHING:POLISH_CLUSTER (barcode02)	COMPLETED	0	2025-07-09 16:44:39.992	18m 32s	18m 29s	184.8%	2.2 GB	182.6 GB	84.5 MB	54.4 MB
43	98/bec007	3572743	UMI_PIPELINE:UMI_POLISHING:POLISH_CLUSTER (barcode02)	COMPLETED	0	2025-07-09 16:44:39.933	18m 43s	18m 40s	184.4%	2.2 GB	178.7 GB	85.4 MB	54.8 MB
32	89/c62412	3572843	UMI_PIPELINE:UMI_POLISHING:POLISH_CLUSTER (barcode02)	COMPLETED	0	2025-07-09 16:44:39.964	18m 44s	18m 41s	185.3%	2.2 GB	140.4 GB	85 MB	54.6 MB
42	f8/5a6bc8	3572827	UMI_PIPELINE:UMI_POLISHING:POLISH_CLUSTER (barcode02)	COMPLETED	0	2025-07-09 16:44:39.957	18m 56s	18m 51s	185.8%	3 GB	184 GB	85.3 MB	54.8 MB
