sample	target	metric	count	percent
barcode71	lpa5104	reads_found	165410	100.00
barcode71	lpa5104	reads_unmapped	0	0.00
barcode71	lpa5104	reads_secondary	0	0.00
barcode71	lpa5104	reads_supplementary	9600	5.80
barcode71	lpa5104	reads_on_target	155810	94.20
barcode71	lpa5104	reads_concatamer	8896	5.38
barcode71	lpa5104	reads_short	15434	9.33
barcode71	lpa5104	reads_long	16	0.01
barcode71	lpa5104	reads_filtered	131464	79.48
