sample	target	n_cluster	task_index
barcode69	lpa5104	818	104
barcode67	lpa5104	1222	105
barcode71	lpa5104	1221	106
barcode72	lpa5104	1072	107
barcode66	lpa5104	1143	108
barcode68	lpa5104	1527	109
barcode65	lpa5104	1500	110
barcode70	lpa5104	1340	111
