task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	0e/0dc62c	3055969	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-09 13:13:21.028	891ms	3ms	94.1%	0	0	57.3 KB	235 B
5	36/e8b3f5	3056002	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-09 13:13:21.044	17.4s	15.5s	98.0%	24.5 MB	126.6 MB	420.4 MB	353.7 MB
1	56/ac35e4	3056035	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-09 13:13:21.052	18.5s	17.1s	99.4%	24.7 MB	126.6 MB	469.9 MB	396.2 MB
6	67/284cfc	3055985	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-09 13:13:21.038	18.6s	17.2s	99.2%	24.7 MB	126.6 MB	470.4 MB	398.2 MB
3	ef/4fd34b	3056059	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-09 13:13:21.062	18.7s	17s	99.2%	24.9 MB	126.6 MB	470.3 MB	395.9 MB
4	6f/c10204	3056083	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-09 13:13:21.072	18.8s	17.1s	99.4%	24.7 MB	126.6 MB	469.5 MB	395.7 MB
7	d9/8c6cc1	3060222	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-09 13:13:39.632	8.5s	7.2s	1032.5%	901.8 MB	26.6 GB	867.9 MB	514.1 MB
8	4b/ab4907	3060513	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-09 13:13:40.922	40.6s	20.8s	400.4%	1021.9 MB	26.9 GB	971.7 MB	575.4 MB
9	d9/3baca9	3060856	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-09 13:13:42.784	38.7s	24.2s	350.6%	996.3 MB	26.9 GB	976.6 MB	578.3 MB
12	f7/95ebd8	3062533	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (1)	COMPLETED	0	2025-07-09 13:13:48.246	33.3s	11.5s	81.4%	23.6 MB	126.1 MB	142.3 MB	354.4 MB
10	70/3dfc80	3061325	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-09 13:13:44.346	37.6s	24.1s	349.6%	1001.8 MB	26.7 GB	971.7 MB	575.7 MB
11	02/f3076a	3061744	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (5)	COMPLETED	0	2025-07-09 13:13:46.178	35.8s	22.8s	366.9%	926.4 MB	26.7 GB	970.8 MB	575 MB
17	74/f69b04	3066734	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (1)	COMPLETED	0	2025-07-09 13:14:22.212	7.1s	5.4s	99.5%	31.7 MB	133.4 MB	287 MB	247.1 MB
14	c1/3b5d23	3066548	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-09 13:14:21.541	12s	10.3s	99.7%	23.6 MB	126.1 MB	159.4 MB	396.3 MB
16	3a/cf4da9	3066648	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (5)	COMPLETED	0	2025-07-09 13:14:22.008	11.6s	10.2s	99.6%	23.8 MB	126.1 MB	160.2 MB	396.5 MB
15	1d/6e69ee	3066641	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (4)	COMPLETED	0	2025-07-09 13:14:22.003	11.6s	10.2s	99.8%	23.8 MB	126.1 MB	159.5 MB	396.2 MB
13	38/a983a3	3066539	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (2)	COMPLETED	0	2025-07-09 13:14:21.534	12.1s	10.4s	99.8%	23.8 MB	126.1 MB	160 MB	398.8 MB
19	df/f5d577	3069999	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (3)	COMPLETED	0	2025-07-09 13:14:34.832	8s	6s	99.8%	31.6 MB	133.6 MB	328.2 MB	280.7 MB
20	f5/2ffba4	3070039	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (4)	COMPLETED	0	2025-07-09 13:14:35.420	7.4s	6s	99.9%	31.3 MB	133.4 MB	327.6 MB	281.9 MB
21	f3/e9b476	3070461	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (5)	COMPLETED	0	2025-07-09 13:14:36.025	6.8s	5.9s	99.8%	31.5 MB	133.6 MB	324.9 MB	278.1 MB
18	3c/755283	3069969	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (2)	COMPLETED	0	2025-07-09 13:14:34.246	8.6s	5.9s	99.9%	31.7 MB	133.4 MB	323.4 MB	276.5 MB
22	35/c26a54	3071905	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER (1)	COMPLETED	0	2025-07-09 13:14:42.939	53.6s	10.4s	951.0%	1.4 GB	3.9 GB	2.7 GB	3.6 GB
23	7a/55fd14	3072807	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:REFORMAT_FILTER_CLUSTER (barcode02)	COMPLETED	0	2025-07-09 13:15:42.354	28.5s	18s	98.6%	41.4 MB	145.3 MB	374.4 MB	699.5 MB
