task_id	hash	process	tag	status	exit	container	cpus	time	disk	memory	start	complete	duration	realtime	read_bytes	write_bytes	workdir	%mem	%cpu	vmem
1	f5/ac9cc8	UMI_PIPELINE:PARSE_BED	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:12.989	2025-09-02 11:13:13.585	609ms	3ms	0	4 KB	/media/qf0297/sequencing/umi-pipeline-nf/work/f5/ac9cc82450642d7fd2fdecc588e5f7	0.0%	110.3%	0
26	73/6b7ea5	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.720	2025-09-02 11:13:20.099	6.5s	4.4s	0	93.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/73/6b7ea574d218b81cc2d8c29f3893af	0.0%	100.4%	125.8 MB
27	55/c7c53a	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.618	2025-09-02 11:13:32.646	19.1s	17.5s	40 KB	393.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/55/c7c53aae5220a83d167f090920e1d4	0.0%	99.9%	125.8 MB
29	23/cd499f	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.618	2025-09-02 11:13:33.192	19.6s	17.8s	32 KB	398.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/23/cd499fe2b785ee91f39d4971c7f1a1	0.0%	100.3%	126 MB
31	14/9c8056	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.718	2025-09-02 11:13:33.271	19.7s	17.6s	20 KB	396.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/14/9c8056ad47094005b323e663ce6dc1	0.0%	100.4%	125.9 MB
30	d2/a0d4e4	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.787	2025-09-02 11:13:33.818	20.1s	17.9s	24 KB	395.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/d2/a0d4e4d01ad9b1e5019e353cd2ba82	0.0%	100.3%	126 MB
28	1e/e61737	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.890	2025-09-02 11:13:34.599	20.7s	17.6s	28 KB	393.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/1e/e61737906a889a98740a57ed6a37f7	0.0%	100.3%	126 MB
17	65/b02f09	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.987	2025-09-02 11:13:57.755	43.9s	40.8s	75.5 MB	64.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/65/b02f09f5f9193fb9e1153b4a3b2ca2	0.0%	10.6%	125.8 MB
5	ee/d2af7a	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.889	2025-09-02 11:14:17.126	1m 3s	1m	98 MB	81.3 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/ee/d2af7afcaa8525f06bd9837ae8a785	0.0%	8.3%	125.9 MB
12	b5/bb2da9	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.620	2025-09-02 11:14:28.440	1m 15s	1m 13s	134.9 MB	115 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/b5/bb2da9604e09da8f37669e21805f24	0.0%	9.6%	125.9 MB
11	2b/14f48d	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.722	2025-09-02 11:14:42.782	1m 29s	1m 27s	143.9 MB	120.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/2b/14f48de46128b1be49f1e21bc6f5a8	0.0%	8.5%	125.8 MB
44	63/6e0a3f	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:14:42.883	2025-09-02 11:14:50.574	7.8s	7.2s	11.4 MB	9.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/63/6e0a3f7cc701fbc3486d60aca45c79	0.0%	8.5%	125.8 MB
40	ad/e5a07e	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:57.856	2025-09-02 11:14:57.106	59.3s	58.8s	83.4 MB	71.2 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/ad/e5a07ec23e7d8863e759b7e4364af4	0.0%	7.6%	125.8 MB
34	fb/50fc17	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:20.209	2025-09-02 11:17:49.125	4m 29s	4m 28s	419.2 MB	353.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/fb/50fc1770abdce4fb417538857cb427	0.0%	8.0%	126 MB
16	0e/49312e	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.617	2025-09-02 11:17:52.582	4m 39s	4m 38s	472.7 MB	403 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/0e/49312e867d867f0b0e57cfc3d8aa84	0.0%	8.7%	125.9 MB
10	0c/633c7d	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.605	2025-09-02 11:17:54.809	4m 41s	4m 40s	463 MB	388.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/0c/633c7d0a235edc37c455062fd60f06	0.0%	8.3%	125.9 MB
2	7e/f838ab	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.610	2025-09-02 11:17:55.186	4m 42s	4m 40s	455.1 MB	378.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/7e/f838ab1e7659f178a6893615c018b2	0.0%	8.3%	125.9 MB
4	2f/92151b	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.724	2025-09-02 11:18:03.244	4m 50s	4m 47s	455.7 MB	380.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/2f/92151bb43e600637ee9a1517fd8791	0.0%	8.2%	126 MB
32	f9/709f8d	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.685	2025-09-02 11:18:03.554	4m 50s	4m 48s	468.3 MB	395.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/f9/709f8d5ba047f2e97cdde2632fac7e	0.0%	8.5%	126 MB
3	5f/3631bc	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.891	2025-09-02 11:18:06.375	4m 52s	4m 50s	455.4 MB	379.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/5f/3631bc34f07e804d5bc6fa583f2399	0.0%	8.1%	126 MB
15	bf/1832e4	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.613	2025-09-02 11:18:06.872	4m 53s	4m 52s	473.8 MB	406.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/bf/1832e4ebd64b53f2c69c3a7f11fdf9	0.0%	8.5%	125.9 MB
18	ab/8bfdaa	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.617	2025-09-02 11:18:07.039	4m 54s	4m 52s	478.4 MB	412.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/ab/8bfdaab853e5b7ec5a5f59b6246533	0.0%	8.8%	126 MB
20	21/d9316a	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:13:13.619	2025-09-02 11:18:09.004	4m 55s	4m 54s	478.1 MB	411.1 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/21/d9316a5a7372d9bab9a6b143062cbe	0.0%	8.4%	126 MB
