task_id	hash	process	tag	status	exit	container	cpus	time	disk	memory	start	complete	duration	realtime	read_bytes	write_bytes	workdir	%mem	%cpu	vmem
1	b4/6e0291	UMI_PIPELINE:PARSE_BED	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:37:39.187	2025-09-02 11:37:40.172	1s	3ms	0	4 KB	/media/qf0297/sequencing/umi-pipeline-nf/work/b4/6e0291944b6135a96f764a18c69ecf	0.0%	103.2%	0
2	bf/52451b	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:37:39.187	2025-09-02 11:37:45.776	6.6s	5.6s	74.7 MB	93.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/bf/52451b72a859c423059f762b9a2f19	0.0%	78.9%	125.8 MB
8	3b/86d0e8	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:37:46.177	2025-09-02 11:37:48.017	1.9s	1.3s	0	37.1 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/3b/86d0e825949e4961671e841dd40f09	0.3%	1490.1%	25.8 GB
9	cb/620376	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:37:48.118	2025-09-02 11:37:51.105	3s	2.5s	172 KB	93.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/cb/620376e8cd0443f0280449d4d0cbd9	0.0%	100.3%	124.8 MB
10	0a/c0483a	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:37:51.406	2025-09-02 11:37:53.405	2s	1.5s	0	65.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/0a/c0483afdc6af21be20aa4c11b0835d	0.0%	100.5%	128.1 MB
3	24/c46578	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:37:39.180	2025-09-02 11:38:01.269	22.2s	21.2s	319.7 MB	393.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/24/c4657872e6d6390897e8a2c12feed1	0.0%	85.8%	125.8 MB
5	dd/10bae3	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:37:39.185	2025-09-02 11:38:01.361	22.2s	21.2s	321 MB	398.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/dd/10bae3047bdb36d577db82eb4b0064	0.0%	86.1%	126 MB
4	fe/79bcd4	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:37:39.182	2025-09-02 11:38:01.575	22.5s	21.4s	320.5 MB	393.7 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/fe/79bcd4248931fc8eb503fb4b384ca4	0.0%	84.9%	126 MB
6	fd/3eeec0	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:37:39.185	2025-09-02 11:38:01.679	22.6s	21.2s	324.9 MB	395.6 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/fd/3eeec093f4c14e654466260f583943	0.0%	85.7%	126 MB
7	85/c0ee0c	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:37:39.186	2025-09-02 11:38:02.137	23s	22s	321.8 MB	396.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/85/c0ee0c1a2d47534c9e05ea2ee62b25	0.0%	84.7%	125.9 MB
11	c6/021de4	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:38:02.337	2025-09-02 11:38:11.756	9.4s	8.4s	0	157.8 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/c6/021de47e1fa0879c6328585f130084	0.9%	982.0%	26.3 GB
12	89/e54ede	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:38:03.480	2025-09-02 11:38:16.134	12.7s	10.8s	0	158.9 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/89/e54ede29ff17ad825b7c4de959c217	1.2%	776.1%	27.1 GB
13	46/db5f3f	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:38:05.197	2025-09-02 11:38:16.643	11.5s	10.5s	0	157.5 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/46/db5f3fda231ff6baf3a1dbf2a2c084	1.1%	796.5%	26.1 GB
14	cb/1bf4da	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS	-	COMPLETED	0	genepi/umi-pipeline-nfv1.0.0:latest	1	-	-	-	2025-09-02 11:38:06.940	2025-09-02 11:38:17.589	10.8s	9.3s	0	158.1 MB	/media/qf0297/sequencing/umi-pipeline-nf/work/cb/1bf4dae0c6ccc9b3e7b66f3e5b834f	1.0%	906.0%	26.1 GB
