sample	target	n_cluster	task_index
barcode70	lpa5104	1060	93
barcode65	lpa5104	1245	94
barcode69	lpa5104	672	95
barcode67	lpa5104	1117	96
barcode68	lpa5104	1330	97
barcode71	lpa5104	1115	98
barcode72	lpa5104	901	99
barcode66	lpa5104	1046	100
