sample	target	metric	count	percent
barcode70	lpa5104	reads_found	63588	100.00
barcode70	lpa5104	reads_unmapped	0	0.00
barcode70	lpa5104	reads_secondary	0	0.00
barcode70	lpa5104	reads_supplementary	3656	5.75
barcode70	lpa5104	reads_on_target	59932	94.25
barcode70	lpa5104	reads_concatamer	3429	5.39
barcode70	lpa5104	reads_short	6765	10.64
barcode70	lpa5104	reads_long	12	0.02
barcode70	lpa5104	reads_filtered	49726	78.20
