sample	target	n_cluster	task_index
barcode70	lpa5104	2010	167
barcode69	lpa5104	1790	168
barcode65	lpa5104	2242	169
barcode67	lpa5104	1703	170
barcode68	lpa5104	2150	171
barcode66	lpa5104	1743	172
barcode71	lpa5104	1609	173
barcode72	lpa5104	2153	174
