sample	target	n_cluster	task_index
barcode69	lpa5104	1276	130
barcode72	lpa5104	1559	133
barcode66	lpa5104	1437	134
barcode70	lpa5104	1693	135
barcode68	lpa5104	1875	136
barcode67	lpa5104	1523	137
barcode65	lpa5104	1950	138
barcode71	lpa5104	1471	139
