sample	target	n_cluster	task_index
barcode66	lpa5104	1879	206
barcode71	lpa5104	1725	207
barcode72	lpa5104	2501	208
barcode70	lpa5104	2279	209
barcode65	lpa5104	2531	210
barcode67	lpa5104	1827	211
barcode68	lpa5104	2336	212
barcode69	lpa5104	2237	213
