sample	target	n_cluster	task_index
barcode69	lpa5104	1989	186
barcode67	lpa5104	1772	187
barcode66	lpa5104	1817	188
barcode65	lpa5104	2403	189
barcode71	lpa5104	1682	190
barcode72	lpa5104	2350	191
barcode70	lpa5104	2193	192
barcode68	lpa5104	2251	193
