task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	58/d8face	1542767	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-14 12:24:21.599	1.1s	3ms	114.3%	0	0	57.6 KB	244 B
5	12/a22535	1542798	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-14 12:24:21.615	17.7s	15.5s	99.0%	24.6 MB	126.6 MB	420.4 MB	353.7 MB
1	f1/05162c	1542825	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-14 12:24:21.623	18.3s	17.2s	99.9%	24.7 MB	126.6 MB	469.9 MB	396.2 MB
6	08/e875af	1542888	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-14 12:24:21.637	18.7s	17.3s	99.7%	24.9 MB	126.6 MB	470.4 MB	398.2 MB
4	d2/b1f541	1542783	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-14 12:24:21.609	18.8s	17.7s	99.8%	24.5 MB	126.6 MB	469.5 MB	395.7 MB
3	aa/290a5b	1542848	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-14 12:24:21.629	18.8s	17.1s	99.8%	24.8 MB	126.6 MB	470.3 MB	395.9 MB
7	af/d973b3	1547093	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-14 12:24:40.378	8.7s	7.7s	974.4%	864.1 MB	26.6 GB	867.9 MB	514.1 MB
8	08/b6eb2f	1547353	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-14 12:24:41.538	12.5s	10.4s	801.9%	959.4 MB	26.8 GB	971.7 MB	575.4 MB
9	b7/07c0ba	1547645	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-14 12:24:43.282	11.5s	10.5s	802.8%	972.6 MB	26.7 GB	976.6 MB	578.3 MB
10	83/fbff39	1548183	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-14 12:24:44.958	11.3s	9.2s	912.2%	974.8 MB	26.7 GB	971.7 MB	575.7 MB
