task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
13	a0/a5e668	4135159	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (2)	COMPLETED	0	2025-07-14 11:39:31.494	12.1s	10.7s	100.0%	23.6 MB	126.1 MB	159.4 MB	396.3 MB
14	7a/0a73ba	4135711	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-14 11:39:32.637	11.6s	10.7s	100.1%	23.7 MB	126.1 MB	159.5 MB	396.2 MB
15	3c/cc03a2	4136505	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (4)	COMPLETED	0	2025-07-14 11:39:34.156	11.4s	10.5s	100.1%	23.7 MB	126.1 MB	160.2 MB	396.5 MB
16	fe/f57767	4136674	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (5)	COMPLETED	0	2025-07-14 11:39:34.523	11.7s	10.7s	99.9%	23.7 MB	126.1 MB	160 MB	398.8 MB
17	b7/d98a9e	4138451	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (1)	COMPLETED	0	2025-07-14 11:39:40.615	6.5s	5.5s	100.3%	31.4 MB	133.3 MB	287 MB	247.1 MB
18	bf/886149	4139454	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (2)	COMPLETED	0	2025-07-14 11:39:44.106	11.2s	6.1s	100.2%	31.1 MB	133.2 MB	323.4 MB	276.5 MB
21	6a/45140e	4140554	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (5)	COMPLETED	0	2025-07-14 11:39:46.783	8.5s	6.1s	99.9%	31.5 MB	133.3 MB	328.2 MB	280.7 MB
20	e7/97e217	4140189	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (4)	COMPLETED	0	2025-07-14 11:39:46.087	9.2s	6s	99.8%	31.4 MB	133.4 MB	327.6 MB	281.9 MB
19	55/7048e6	4139735	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (3)	COMPLETED	0	2025-07-14 11:39:44.802	10.6s	6.1s	100.2%	31.2 MB	133.2 MB	324.9 MB	278.1 MB
22	a0/9079d0	4142007	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER (1)	COMPLETED	0	2025-07-14 11:39:55.421	18.6s	10.4s	966.4%	1.4 GB	4.2 GB	2.7 GB	3.6 GB
23	12/04a4d3	4142867	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:REFORMAT_FILTER_CLUSTER (barcode02)	COMPLETED	0	2025-07-14 11:40:20.031	21.5s	18.1s	99.3%	41.2 MB	145.3 MB	374.4 MB	693.1 MB
24	5f/db0522	4146477	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER_STATS (barcode02)	COMPLETED	0	2025-07-14 11:40:41.825	2.5s	1.4s	245.4%	97.2 MB	1.5 GB	30.8 MB	175 KB
25	53/a1ff59	4146465	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SUMMARY_CLUSTER_STATS (1)	COMPLETED	0	2025-07-14 11:40:41.816	2.5s	1.3s	267.9%	99.1 MB	1.5 GB	28.9 MB	100.7 KB
26	24/79670c	4146624	UMI_PIPELINE:UMI_POLISHING:GLUE_CLUSTERS (barcode02)	COMPLETED	0	2025-07-14 11:40:42.121	6.3s	3.4s	103.9%	4.4 MB	5.5 MB	336.1 MB	323.2 MB
39	94/c3957c	4152798	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (13)	COMPLETED	0	2025-07-14 11:40:48.627	2.1s	431ms	106.6%	6.2 MB	8.5 MB	7.7 MB	4.9 MB
50	0b/39783a	4152778	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (24)	COMPLETED	0	2025-07-14 11:40:48.621	2.3s	389ms	106.6%	6.3 MB	8.5 MB	7.1 MB	4.5 MB
48	2d/4d43bb	4152770	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (22)	COMPLETED	0	2025-07-14 11:40:48.616	2.4s	413ms	106.6%	6.5 MB	8.5 MB	7.5 MB	4.8 MB
51	28/589a6b	4152962	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (25)	COMPLETED	0	2025-07-14 11:40:48.693	2.5s	391ms	107.8%	6.2 MB	8.5 MB	6.8 MB	4.3 MB
35	da/4aa631	4152810	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (9)	COMPLETED	0	2025-07-14 11:40:48.633	2.6s	425ms	105.8%	6.3 MB	8.5 MB	7.6 MB	4.8 MB
38	d6/868cd6	4152843	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (12)	COMPLETED	0	2025-07-14 11:40:48.642	2.7s	391ms	109.9%	6.5 MB	8.5 MB	7.2 MB	4.6 MB
56	64/73bde3	4152914	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (30)	COMPLETED	0	2025-07-14 11:40:48.669	2.9s	348ms	109.0%	6.4 MB	8.5 MB	6.5 MB	4.1 MB
40	27/8073b6	4152897	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (14)	COMPLETED	0	2025-07-14 11:40:48.661	3s	434ms	103.4%	6.4 MB	8.5 MB	7.8 MB	5 MB
45	70/e74df8	4153000	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (19)	COMPLETED	0	2025-07-14 11:40:48.706	3.1s	417ms	104.8%	6.4 MB	8.5 MB	7.7 MB	4.9 MB
53	ab/8ddc16	4152930	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (27)	COMPLETED	0	2025-07-14 11:40:48.682	4.4s	371ms	106.9%	6.4 MB	8.5 MB	6.6 MB	4.2 MB
42	a4/76980c	4153050	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (16)	COMPLETED	0	2025-07-14 11:40:48.728	4.4s	432ms	105.4%	6.3 MB	8.5 MB	7.6 MB	4.8 MB
49	38/900d8f	4153075	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (23)	COMPLETED	0	2025-07-14 11:40:48.735	4.4s	414ms	107.9%	6.2 MB	8.5 MB	7.7 MB	4.9 MB
47	33/769665	4153043	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (21)	COMPLETED	0	2025-07-14 11:40:48.724	4.7s	451ms	108.6%	6.1 MB	8.5 MB	8.4 MB	5.4 MB
34	e6/f8cf8c	4153031	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (8)	COMPLETED	0	2025-07-14 11:40:48.720	4.9s	399ms	102.3%	6.4 MB	8.5 MB	7.2 MB	4.6 MB
36	ba/31817f	4153063	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (10)	COMPLETED	0	2025-07-14 11:40:48.731	5s	403ms	108.3%	6.4 MB	8.5 MB	7.7 MB	4.9 MB
71	6d/aab4cd	4153173	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (45)	COMPLETED	0	2025-07-14 11:40:48.753	5.1s	391ms	101.5%	6.2 MB	8.5 MB	7 MB	4.5 MB
29	7d/b66632	4153139	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (3)	COMPLETED	0	2025-07-14 11:40:48.746	5.6s	408ms	107.2%	6.3 MB	8.5 MB	7.2 MB	4.6 MB
54	69/f74665	4153109	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (28)	COMPLETED	0	2025-07-14 11:40:48.742	5.9s	395ms	107.2%	6.1 MB	8.5 MB	7.3 MB	4.6 MB
28	d7/8c9699	4153213	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (2)	COMPLETED	0	2025-07-14 11:40:48.759	6.3s	411ms	105.7%	6.2 MB	8.5 MB	7.7 MB	4.9 MB
52	30/9ec56b	4153426	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (26)	COMPLETED	0	2025-07-14 11:40:48.816	7.4s	399ms	101.7%	6.4 MB	8.5 MB	6.8 MB	4.4 MB
61	36/792b3e	4153352	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (35)	COMPLETED	0	2025-07-14 11:40:48.792	7.6s	395ms	107.8%	6.4 MB	8.5 MB	6.8 MB	4.3 MB
57	41/b6f216	4153283	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (31)	COMPLETED	0	2025-07-14 11:40:48.776	7.6s	384ms	102.6%	6.2 MB	8.5 MB	6.8 MB	4.3 MB
58	64/62096a	4153255	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (32)	COMPLETED	0	2025-07-14 11:40:48.769	7.8s	393ms	103.0%	6.3 MB	8.5 MB	6.9 MB	4.4 MB
59	9c/5bb6b7	4153320	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (33)	COMPLETED	0	2025-07-14 11:40:48.783	7.8s	458ms	103.9%	6.4 MB	8.5 MB	7.6 MB	4.9 MB
79	41/0d3993	4153397	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (53)	COMPLETED	0	2025-07-14 11:40:48.807	8s	381ms	108.4%	6.1 MB	8.5 MB	7.1 MB	4.5 MB
62	1c/6e898a	4153375	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (36)	COMPLETED	0	2025-07-14 11:40:48.797	8.5s	365ms	106.8%	6.5 MB	8.5 MB	6.6 MB	4.2 MB
63	12/0b2419	4153388	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (37)	COMPLETED	0	2025-07-14 11:40:48.803	8.6s	406ms	108.3%	6.3 MB	8.5 MB	7.6 MB	4.8 MB
31	e2/a65020	4153453	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (5)	COMPLETED	0	2025-07-14 11:40:48.823	9.1s	384ms	108.6%	6.4 MB	8.5 MB	7.2 MB	4.6 MB
27	ee/4bd023	4153482	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (1)	COMPLETED	0	2025-07-14 11:40:48.829	9.2s	414ms	108.2%	6.4 MB	8.5 MB	7.4 MB	4.7 MB
30	22/1448bc	4153514	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (4)	COMPLETED	0	2025-07-14 11:40:48.834	9.3s	417ms	105.4%	6.3 MB	8.5 MB	7.3 MB	4.6 MB
60	85/1d4228	4153544	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (34)	COMPLETED	0	2025-07-14 11:40:48.841	9.8s	417ms	108.3%	6.4 MB	8.5 MB	8.1 MB	5.1 MB
65	73/58e9c7	4153579	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (39)	COMPLETED	0	2025-07-14 11:40:48.846	10.4s	358ms	105.6%	6.4 MB	8.5 MB	6.8 MB	4.3 MB
67	86/512445	4155608	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (41)	COMPLETED	0	2025-07-14 11:40:50.756	8.7s	369ms	111.0%	6.4 MB	8.5 MB	7 MB	4.4 MB
46	74/ca56a1	4155706	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (20)	COMPLETED	0	2025-07-14 11:40:50.955	8.7s	396ms	108.0%	6.3 MB	8.5 MB	7.3 MB	4.6 MB
55	30/54d33c	4155743	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (29)	COMPLETED	0	2025-07-14 11:40:50.997	8.8s	353ms	101.2%	6.4 MB	8.5 MB	6.1 MB	3.9 MB
37	46/e9921a	4155783	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (11)	COMPLETED	0	2025-07-14 11:40:51.208	9s	369ms	108.3%	6.4 MB	8.5 MB	6.7 MB	4.3 MB
32	3b/aed09f	4155857	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (6)	COMPLETED	0	2025-07-14 11:40:51.364	9.8s	418ms	104.6%	6.1 MB	8.5 MB	7.4 MB	4.7 MB
41	3f/90dad8	4155819	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (15)	COMPLETED	0	2025-07-14 11:40:51.272	10s	456ms	106.9%	6.4 MB	8.5 MB	7.9 MB	5 MB
69	e8/000b35	4155896	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (43)	COMPLETED	0	2025-07-14 11:40:51.567	10.3s	364ms	109.9%	6.4 MB	8.5 MB	6.6 MB	4.2 MB
43	69/4dba80	4156174	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (17)	COMPLETED	0	2025-07-14 11:40:51.695	10.4s	397ms	106.3%	6.4 MB	8.5 MB	7 MB	4.5 MB
44	b1/d2b586	4156366	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (18)	COMPLETED	0	2025-07-14 11:40:51.787	10.3s	400ms	105.6%	6.4 MB	8.5 MB	7.1 MB	4.5 MB
66	38/8453f1	4157450	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (40)	COMPLETED	0	2025-07-14 11:40:53.169	9s	76ms	112.5%	6.2 MB	8.5 MB	877.3 KB	514.5 KB
68	33/1b0835	4157485	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (42)	COMPLETED	0	2025-07-14 11:40:53.188	9.4s	392ms	108.6%	6.4 MB	8.5 MB	6.8 MB	4.3 MB
33	2e/d6d797	4157395	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (7)	COMPLETED	0	2025-07-14 11:40:53.058	9.7s	402ms	109.8%	6.3 MB	8.5 MB	7.6 MB	4.9 MB
64	f0/1ec064	4157557	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (38)	COMPLETED	0	2025-07-14 11:40:53.466	9.4s	427ms	106.0%	6.5 MB	8.5 MB	7.9 MB	5 MB
102	61/fe0e1c	4157951	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (76)	COMPLETED	0	2025-07-14 11:40:53.902	10.3s	388ms	105.3%	6.3 MB	8.5 MB	7.2 MB	4.6 MB
72	f6/7892fc	4157819	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (46)	COMPLETED	0	2025-07-14 11:40:53.651	10.6s	399ms	108.1%	6.2 MB	8.5 MB	7.2 MB	4.6 MB
70	2b/3515b1	4157893	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (44)	COMPLETED	0	2025-07-14 11:40:53.703	10.7s	377ms	105.6%	6.3 MB	8.5 MB	7 MB	4.4 MB
73	e4/6a57e1	4158374	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (47)	COMPLETED	0	2025-07-14 11:40:54.363	10.2s	351ms	102.2%	6 MB	8.5 MB	6.2 MB	3.9 MB
75	93/5fb534	4158987	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (49)	COMPLETED	0	2025-07-14 11:40:55.022	9.9s	395ms	103.6%	6.2 MB	8.5 MB	7.1 MB	4.5 MB
74	a2/9b0906	4158468	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (48)	COMPLETED	0	2025-07-14 11:40:54.605	10.4s	424ms	108.8%	6.4 MB	8.5 MB	7.6 MB	4.9 MB
76	aa/7c63ee	4159805	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (50)	COMPLETED	0	2025-07-14 11:40:56.188	9.8s	397ms	108.3%	6.5 MB	8.5 MB	7.2 MB	4.6 MB
78	4f/d95975	4160112	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (52)	COMPLETED	0	2025-07-14 11:40:56.428	9.6s	377ms	108.9%	6.3 MB	8.5 MB	6.8 MB	4.3 MB
77	89/4e546d	4159976	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (51)	COMPLETED	0	2025-07-14 11:40:56.382	9.8s	394ms	109.4%	6.2 MB	8.5 MB	7.2 MB	4.6 MB
80	1b/aa3e43	4160148	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (54)	COMPLETED	0	2025-07-14 11:40:56.562	9.7s	395ms	109.1%	6.3 MB	8.5 MB	7.2 MB	4.6 MB
82	d3/9375cb	4160292	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (56)	COMPLETED	0	2025-07-14 11:40:56.857	9.9s	399ms	104.8%	6.4 MB	8.5 MB	7.3 MB	4.6 MB
81	7a/31ba79	4160187	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (55)	COMPLETED	0	2025-07-14 11:40:56.629	10.2s	383ms	106.4%	6.4 MB	8.5 MB	7.1 MB	4.5 MB
84	8f/ef9705	4160834	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (58)	COMPLETED	0	2025-07-14 11:40:57.375	10.4s	407ms	105.7%	6.4 MB	8.5 MB	6.4 MB	4.1 MB
83	6c/f13edb	4160775	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (57)	COMPLETED	0	2025-07-14 11:40:57.307	10.8s	427ms	107.3%	6.4 MB	8.5 MB	7.1 MB	4.5 MB
85	a8/9fb31b	4161163	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (59)	COMPLETED	0	2025-07-14 11:40:58.009	10.2s	427ms	102.1%	6.2 MB	8.5 MB	7.5 MB	4.8 MB
87	73/0c30de	4161126	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (61)	COMPLETED	0	2025-07-14 11:40:57.953	10.4s	414ms	106.2%	6.4 MB	8.5 MB	6.8 MB	4.4 MB
86	79/b21cae	4161212	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (60)	COMPLETED	0	2025-07-14 11:40:58.098	10.3s	382ms	106.9%	6.4 MB	8.5 MB	7.2 MB	4.6 MB
92	3b/3db1ba	4161685	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (66)	COMPLETED	0	2025-07-14 11:40:58.638	10.1s	409ms	107.2%	6.3 MB	8.5 MB	7.5 MB	4.8 MB
91	99/134fe5	4162088	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (65)	COMPLETED	0	2025-07-14 11:40:59.231	9.6s	411ms	106.3%	6.4 MB	8.5 MB	7.4 MB	4.7 MB
96	2c/e48787	4162305	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (70)	COMPLETED	0	2025-07-14 11:40:59.498	9.9s	350ms	106.5%	6.3 MB	8.5 MB	6.6 MB	4.2 MB
88	8a/997b63	4162407	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (62)	COMPLETED	0	2025-07-14 11:40:59.666	10.5s	424ms	105.7%	6.3 MB	8.5 MB	7.5 MB	4.8 MB
90	25/b1e19d	4162499	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (64)	COMPLETED	0	2025-07-14 11:40:59.820	10.9s	377ms	103.1%	6.2 MB	8.5 MB	6.8 MB	4.3 MB
97	e6/79a227	4163783	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (71)	COMPLETED	0	2025-07-14 11:41:01.322	9.7s	341ms	109.8%	6.3 MB	8.5 MB	6.5 MB	4.2 MB
89	06/827089	4162873	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (63)	COMPLETED	0	2025-07-14 11:41:00.192	10.8s	356ms	107.1%	6.2 MB	8.5 MB	6.3 MB	4 MB
93	82/939be1	4164337	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (67)	COMPLETED	0	2025-07-14 11:41:01.825	9.4s	321ms	108.9%	6.3 MB	8.5 MB	5.8 MB	3.7 MB
95	d6/920c96	4163723	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (69)	COMPLETED	0	2025-07-14 11:41:01.188	10.1s	361ms	108.4%	6.2 MB	8.5 MB	6.6 MB	4.2 MB
94	e8/f12ba3	4164436	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (68)	COMPLETED	0	2025-07-14 11:41:02.061	9.4s	398ms	106.2%	6.2 MB	8.5 MB	7 MB	4.5 MB
99	03/2b66f3	4164472	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (73)	COMPLETED	0	2025-07-14 11:41:02.081	10.1s	357ms	108.8%	6.1 MB	8.5 MB	6.5 MB	4.1 MB
98	12/1cf3ec	4164556	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (72)	COMPLETED	0	2025-07-14 11:41:02.194	10.3s	383ms	107.1%	6.4 MB	8.5 MB	7 MB	4.5 MB
101	2d/14e6d8	4164773	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (75)	COMPLETED	0	2025-07-14 11:41:02.637	10.1s	335ms	107.0%	6.3 MB	8.5 MB	6.2 MB	3.9 MB
103	e7/035888	4166085	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (77)	COMPLETED	0	2025-07-14 11:41:04.184	9.2s	398ms	105.1%	6.2 MB	8.5 MB	7.1 MB	4.5 MB
104	d3/17d393	4164867	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (78)	COMPLETED	0	2025-07-14 11:41:02.841	10.8s	355ms	106.8%	6.3 MB	8.5 MB	6.6 MB	4.2 MB
100	68/c2cf3e	4164829	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (74)	COMPLETED	0	2025-07-14 11:41:02.744	11s	355ms	109.7%	6.4 MB	8.5 MB	6.5 MB	4.1 MB
133	5d/4e3c5e	4166124	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (107)	COMPLETED	0	2025-07-14 11:41:04.210	9.6s	423ms	105.2%	6.2 MB	8.5 MB	7.6 MB	4.8 MB
106	44/51eb5a	4166185	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (80)	COMPLETED	0	2025-07-14 11:41:04.411	10.2s	350ms	107.5%	6.2 MB	8.5 MB	6.3 MB	4 MB
105	c3/3aa811	4166268	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (79)	COMPLETED	0	2025-07-14 11:41:04.538	10.4s	402ms	106.5%	6.3 MB	8.5 MB	7.4 MB	4.7 MB
109	e0/61edc1	4166784	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (83)	COMPLETED	0	2025-07-14 11:41:05.026	10s	347ms	103.4%	6.3 MB	8.5 MB	5.9 MB	3.7 MB
108	14/5d7878	4166405	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (82)	COMPLETED	0	2025-07-14 11:41:04.888	10.3s	387ms	108.0%	6.4 MB	8.5 MB	7 MB	4.4 MB
135	42/7d778e	4167544	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (109)	COMPLETED	0	2025-07-14 11:41:05.981	10s	401ms	110.1%	6.2 MB	8.5 MB	7.2 MB	4.6 MB
107	2b/cb530c	4167625	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (81)	COMPLETED	0	2025-07-14 11:41:06.042	10.1s	345ms	107.7%	6.4 MB	8.5 MB	6.2 MB	3.9 MB
112	d5/6dbdf2	4167663	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (86)	COMPLETED	0	2025-07-14 11:41:06.137	10.1s	416ms	106.8%	6.4 MB	8.5 MB	7.1 MB	4.5 MB
110	93/4d5226	4167736	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (84)	COMPLETED	0	2025-07-14 11:41:06.223	10.1s	341ms	105.6%	6.4 MB	8.5 MB	6.2 MB	4 MB
111	00/321351	4168186	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (85)	COMPLETED	0	2025-07-14 11:41:06.742	10.1s	382ms	110.0%	6.4 MB	8.5 MB	7.2 MB	4.6 MB
114	c8/10593c	4168283	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (88)	COMPLETED	0	2025-07-14 11:41:06.830	10.1s	330ms	108.7%	6.3 MB	8.5 MB	6 MB	3.8 MB
142	0e/84d979	4169271	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (116)	COMPLETED	0	2025-07-14 11:41:08.151	9.5s	377ms	108.4%	6.4 MB	8.5 MB	7.1 MB	4.5 MB
113	f0/5a02fb	4169021	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (87)	COMPLETED	0	2025-07-14 11:41:07.826	10s	406ms	110.6%	6.4 MB	8.5 MB	7.4 MB	4.7 MB
115	34/1230fd	4169309	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (89)	COMPLETED	0	2025-07-14 11:41:08.191	10s	383ms	110.4%	6.3 MB	8.5 MB	7.1 MB	4.5 MB
