task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	42/e312f6	1371925	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-13 17:20:54.116	779ms	3ms	0.0%	0	0	57.6 KB	241 B
5	d3/17026d	1371989	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-13 17:20:54.143	17.6s	15.4s	99.0%	24.5 MB	126.6 MB	420.4 MB	353.7 MB
6	03/c2c6f0	1371942	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-13 17:20:54.127	18.2s	17.2s	100.1%	24.6 MB	126.6 MB	470.4 MB	398.2 MB
4	a2/76d05d	1371968	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-13 17:20:54.135	18.2s	17s	100.1%	24.6 MB	126.6 MB	469.5 MB	395.7 MB
3	4d/4925d8	1372044	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-13 17:20:54.166	18.4s	16.9s	100.1%	24.7 MB	126.6 MB	470.3 MB	395.9 MB
2	fb/58893e	1372019	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-13 17:20:54.155	18.5s	17s	100.1%	24.5 MB	126.6 MB	469.9 MB	396.2 MB
7	a0/83a12f	1376167	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-13 17:21:12.821	37.2s	20.6s	368.1%	878 MB	26.8 GB	867.9 MB	514.1 MB
8	0c/fad8b0	1376429	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-13 17:21:13.909	36.1s	24.6s	340.6%	921.7 MB	26.7 GB	976.6 MB	578.3 MB
10	7c/c09555	1376925	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-13 17:21:17.006	44.6s	10.2s	814.2%	966.3 MB	26.7 GB	971.7 MB	575.7 MB
9	ed/b46e8a	1376675	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-13 17:21:15.530	46.1s	10.1s	822.9%	911.7 MB	26.7 GB	970.8 MB	575 MB
11	f3/235396	1377323	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (5)	COMPLETED	0	2025-07-13 17:21:19.081	42.5s	10.1s	831.5%	905.5 MB	26.8 GB	971.7 MB	575.4 MB
12	4f/2e6ac1	1378558	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (1)	COMPLETED	0	2025-07-13 17:21:50.056	13.6s	12.3s	99.3%	23.7 MB	126.1 MB	142.3 MB	354.4 MB
13	27/2f9651	1378566	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (2)	COMPLETED	0	2025-07-13 17:21:50.063	14.5s	13.4s	99.2%	23.6 MB	126.1 MB	160 MB	398.8 MB
17	e2/bea0d2	1383389	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (1)	COMPLETED	0	2025-07-13 17:22:04.183	7.1s	5.3s	100.1%	31.8 MB	133.4 MB	287 MB	247.1 MB
18	1a/631ca8	1383761	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (2)	COMPLETED	0	2025-07-13 17:22:05.151	17s	6.1s	100.3%	31.2 MB	133.3 MB	328.2 MB	280.7 MB
15	31/c45547	1382593	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (4)	COMPLETED	0	2025-07-13 17:22:01.617	20.5s	10.4s	100.3%	23.6 MB	126.1 MB	159.4 MB	396.3 MB
16	4f/2436ac	1382566	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (5)	COMPLETED	0	2025-07-13 17:22:01.604	20.6s	10.3s	100.2%	23.8 MB	126.1 MB	159.5 MB	396.2 MB
14	e3/484d3d	1382574	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-13 17:22:01.611	20.6s	10.6s	98.7%	23.8 MB	126.1 MB	160.2 MB	396.5 MB
21	2c/e0b231	1386081	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (5)	COMPLETED	0	2025-07-13 17:22:23.743	30.3s	5.9s	99.9%	31.6 MB	133.6 MB	324.9 MB	278.1 MB
19	dd/a02a2b	1386020	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (3)	COMPLETED	0	2025-07-13 17:22:22.751	31.3s	5.9s	100.0%	31.6 MB	133.4 MB	323.4 MB	276.5 MB
20	4e/ef59a5	1386049	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (4)	COMPLETED	0	2025-07-13 17:22:23.252	30.8s	5.9s	99.6%	31.4 MB	133.6 MB	327.6 MB	281.9 MB
22	ca/70e899	1387534	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER (1)	COMPLETED	0	2025-07-13 17:22:54.059	46.7s	10.3s	970.8%	1.4 GB	4 GB	2.7 GB	3.6 GB
23	cd/49c3bd	1388384	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:REFORMAT_FILTER_CLUSTER (barcode02)	COMPLETED	0	2025-07-13 17:23:46.457	22.3s	17.3s	99.6%	41.5 MB	145.3 MB	374.4 MB	699.5 MB
