task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	62/34fc95	129338	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-14 11:44:06.734	1.2s	4ms	103.2%	0	0	57.6 KB	244 B
5	0b/e38d69	129425	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-14 11:44:06.767	17.8s	15.6s	98.2%	24.5 MB	126.6 MB	420.4 MB	353.7 MB
3	05/dcfadc	129371	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-14 11:44:06.751	18.1s	17.1s	99.3%	24.7 MB	126.6 MB	470.3 MB	395.9 MB
4	7c/d05f47	129398	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-14 11:44:06.759	18.6s	17.2s	99.8%	24.4 MB	126.6 MB	469.5 MB	395.7 MB
2	f2/66fc54	129354	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-14 11:44:06.745	18.8s	17.1s	99.8%	24.7 MB	126.6 MB	469.9 MB	396.2 MB
6	1d/503b7f	129448	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-14 11:44:06.776	18.8s	17.2s	99.7%	24.8 MB	126.6 MB	470.4 MB	398.2 MB
7	ce/be0302	133604	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-14 11:44:25.688	8.4s	7.3s	1019.7%	888.1 MB	26.6 GB	867.9 MB	514.1 MB
8	13/ebf7c0	133862	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-14 11:44:26.850	13.1s	11s	759.5%	968.5 MB	26.7 GB	971.7 MB	575.7 MB
9	b7/cdd768	134057	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-14 11:44:28.646	11.6s	10.8s	787.6%	872.5 MB	26.7 GB	970.8 MB	575 MB
10	10/7a7e04	134638	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-14 11:44:30.066	11.5s	9.6s	882.3%	916.9 MB	26.8 GB	971.7 MB	575.4 MB
