task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	f3/26a903	1238627	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-09 12:05:31.508	1s	6ms	71.1%	0	0	57.3 KB	235 B
5	e1/58ec33	1238678	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-09 12:05:31.528	17.1s	15.4s	97.4%	24.6 MB	126.6 MB	420.4 MB	353.7 MB
1	fa/702be1	1238701	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-09 12:05:31.533	18.5s	17s	98.7%	24.6 MB	126.6 MB	469.9 MB	396.2 MB
4	ae/68cdc4	1238643	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-09 12:05:31.517	18.5s	16.9s	98.5%	24.7 MB	126.6 MB	469.5 MB	395.7 MB
3	16/400b41	1238725	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-09 12:05:31.540	18.6s	16.9s	98.7%	24.8 MB	126.6 MB	470.3 MB	395.9 MB
6	eb/511d18	1238658	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-09 12:05:31.523	18.7s	17.3s	98.0%	24.8 MB	126.6 MB	470.4 MB	398.2 MB
7	3c/5805be	1242839	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-09 12:05:49.738	8.8s	7.4s	1009.7%	912.7 MB	26.6 GB	867.9 MB	514.1 MB
8	6e/1c3488	1243158	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-09 12:05:51.090	26.9s	12.1s	690.6%	1 GB	27 GB	971.7 MB	575.4 MB
12	c5/640910	1245207	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (1)	COMPLETED	0	2025-07-09 12:05:58.606	19.3s	11.6s	90.2%	23.5 MB	126.1 MB	142.3 MB	354.4 MB
9	a7/49d565	1243426	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-09 12:05:52.882	25.7s	23.6s	358.4%	1006.3 MB	26.7 GB	970.8 MB	575 MB
11	be/176525	1244378	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (5)	COMPLETED	0	2025-07-09 12:05:56.042	22.6s	20.5s	412.2%	890.3 MB	26.7 GB	976.6 MB	578.3 MB
10	51/f4d53d	1243814	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-09 12:05:54.350	31.1s	22.5s	374.2%	898.9 MB	26.9 GB	971.7 MB	575.7 MB
17	41/8959e3	1249076	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (5)	COMPLETED	0	2025-07-09 12:06:25.446	28s	10.3s	98.5%	23.8 MB	126.1 MB	160.2 MB	396.5 MB
14	cd/ba3179	1248944	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (1)	COMPLETED	0	2025-07-09 12:06:18.621	35s	5.3s	99.0%	31.5 MB	133.4 MB	287 MB	247.1 MB
13	dc/a9eb64	1248703	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (2)	COMPLETED	0	2025-07-09 12:06:17.980	35.6s	11.4s	88.4%	23.9 MB	126.1 MB	159.4 MB	396.3 MB
16	ca/d783a7	1248920	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (4)	COMPLETED	0	2025-07-09 12:06:18.613	35s	10.3s	99.1%	23.6 MB	126.1 MB	160 MB	398.8 MB
15	ec/8270e5	1248912	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-09 12:06:18.607	35s	10.3s	99.0%	23.6 MB	126.1 MB	159.5 MB	396.2 MB
19	f6/297e5c	1252447	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (3)	COMPLETED	0	2025-07-09 12:06:54.573	8.2s	5.9s	100.2%	31.3 MB	133.4 MB	323.4 MB	276.5 MB
21	8e/cf6298	1252678	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (5)	COMPLETED	0	2025-07-09 12:06:55.595	7.2s	5.9s	100.2%	31.9 MB	133.6 MB	324.9 MB	278.1 MB
20	a2/3d2575	1252479	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (4)	COMPLETED	0	2025-07-09 12:06:55.075	7.7s	5.9s	100.1%	31.1 MB	133.6 MB	328.2 MB	280.7 MB
18	c3/7e0316	1252417	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (2)	COMPLETED	0	2025-07-09 12:06:54.078	8.8s	5.9s	100.1%	31.7 MB	133.6 MB	327.6 MB	281.9 MB
22	51/d4f779	1254408	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER (1)	COMPLETED	0	2025-07-09 12:07:02.898	13.6s	10.2s	976.6%	1.4 GB	4 GB	2.7 GB	3.6 GB
