log_file	region	median_depth
barcode02_combined_clusters_47_smolecule.log	7840:0.0-5195.0	6.0
barcode02_combined_clusters_47_smolecule.log	7836:0.0-5201.0	9.0
barcode02_combined_clusters_47_smolecule.log	7846:0.0-5199.0	12.0
barcode02_combined_clusters_47_smolecule.log	7854:0.0-5198.0	7.0
barcode02_combined_clusters_47_smolecule.log	7856:0.0-5196.0	13.0
barcode02_combined_clusters_47_smolecule.log	7860:0.0-5194.0	10.0
barcode02_combined_clusters_47_smolecule.log	7896:0.0-5196.0	10.0
barcode02_combined_clusters_47_smolecule.log	7869:0.0-5198.0	10.0
barcode02_combined_clusters_47_smolecule.log	7899:0.0-5195.0	20.0
barcode02_combined_clusters_47_smolecule.log	7904:0.0-5195.0	7.0
barcode02_combined_clusters_47_smolecule.log	790:0.0-5198.0	15.0
barcode02_combined_clusters_47_smolecule.log	79154:0.0-5200.0	12.0
barcode02_combined_clusters_47_smolecule.log	7918:0.0-5193.0	11.0
barcode02_combined_clusters_47_smolecule.log	7935:0.0-5198.0	12.0
barcode02_combined_clusters_47_smolecule.log	7933:0.0-5193.0	20.0
barcode02_combined_clusters_47_smolecule.log	7936:0.0-5200.0	13.0
barcode02_combined_clusters_47_smolecule.log	7937:0.0-5199.0	15.0
barcode02_combined_clusters_47_smolecule.log	793:0.0-5193.0	20.0
barcode02_combined_clusters_47_smolecule.log	7941:0.0-5203.0	15.0
barcode02_combined_clusters_47_smolecule.log	7944:0.0-5199.0	11.0
barcode02_combined_clusters_47_smolecule.log	7954:0.0-5195.0	17.0
barcode02_combined_clusters_47_smolecule.log	7960:0.0-5195.0	6.0
barcode02_combined_clusters_47_smolecule.log	796:0.0-5198.0	10.0
barcode02_combined_clusters_47_smolecule.log	7966:0.0-5195.0	11.0
barcode02_combined_clusters_47_smolecule.log	7985:0.0-5198.0	16.0
barcode02_combined_clusters_47_smolecule.log	7994:0.0-5195.0	20.0
barcode02_combined_clusters_47_smolecule.log	7997:0.0-5195.0	16.0
barcode02_combined_clusters_47_smolecule.log	8002:0.0-5198.0	13.0
barcode02_combined_clusters_47_smolecule.log	8007:0.0-5822.0	20.0
barcode02_combined_clusters_47_smolecule.log	8011:0.0-5191.0	20.0
barcode02_combined_clusters_47_smolecule.log	8017:0.0-5194.0	12.0
barcode02_combined_clusters_47_smolecule.log	8033:0.0-5195.0	20.0
barcode02_combined_clusters_47_smolecule.log	80384:0.0-5193.0	13.0
barcode02_combined_clusters_47_smolecule.log	8047:0.0-5197.0	15.0
barcode02_combined_clusters_47_smolecule.log	8038:0.0-5198.0	14.0
barcode02_combined_clusters_47_smolecule.log	804:0.0-5198.0	8.0
barcode02_combined_clusters_47_smolecule.log	8053:0.0-5195.0	9.0
barcode02_combined_clusters_47_smolecule.log	805:0.0-5201.0	17.0
barcode02_combined_clusters_47_smolecule.log	8060:0.0-5194.0	14.0
barcode02_combined_clusters_47_smolecule.log	8063:0.0-5197.0	9.0
barcode02_combined_clusters_47_smolecule.log	8077:0.0-5198.0	20.0
barcode02_combined_clusters_47_smolecule.log	8071:0.0-5195.0	18.0
barcode02_combined_clusters_47_smolecule.log	8089:0.0-5194.0	14.0
barcode02_combined_clusters_47_smolecule.log	8108:0.0-5195.0	20.0
barcode02_combined_clusters_47_smolecule.log	8106:0.0-5199.0	18.0
barcode02_combined_clusters_47_smolecule.log	810:0.0-5197.0	10.0
barcode02_combined_clusters_48_smolecule.log	8121:0.0-5199.0	11.0
barcode02_combined_clusters_48_smolecule.log	8120:0.0-5193.0	13.0
barcode02_combined_clusters_48_smolecule.log	8127:0.0-5196.0	9.0
barcode02_combined_clusters_48_smolecule.log	813:0.0-5193.0	11.0
barcode02_combined_clusters_48_smolecule.log	8143:0.0-5199.0	7.0
barcode02_combined_clusters_48_smolecule.log	8145:0.0-5193.0	17.0
barcode02_combined_clusters_48_smolecule.log	8159:0.0-5195.0	12.0
barcode02_combined_clusters_48_smolecule.log	8167:0.0-5194.0	8.0
barcode02_combined_clusters_48_smolecule.log	8169:0.0-5198.0	6.0
barcode02_combined_clusters_48_smolecule.log	8170:0.0-5195.0	16.0
barcode02_combined_clusters_48_smolecule.log	8174:0.0-5195.0	10.0
barcode02_combined_clusters_48_smolecule.log	8175:0.0-5194.0	13.0
barcode02_combined_clusters_48_smolecule.log	8177:0.0-5195.0	6.0
barcode02_combined_clusters_48_smolecule.log	8183:0.0-5197.0	20.0
barcode02_combined_clusters_48_smolecule.log	8212:0.0-5198.0	10.0
barcode02_combined_clusters_48_smolecule.log	822:0.0-5193.0	19.0
barcode02_combined_clusters_48_smolecule.log	824:0.0-5195.0	6.0
barcode02_combined_clusters_48_smolecule.log	8256:0.0-5195.0	20.0
barcode02_combined_clusters_48_smolecule.log	8250:0.0-5198.0	13.0
barcode02_combined_clusters_48_smolecule.log	825:0.0-5194.0	20.0
barcode02_combined_clusters_48_smolecule.log	8271:0.0-5195.0	16.0
barcode02_combined_clusters_48_smolecule.log	8286:0.0-5196.0	9.0
barcode02_combined_clusters_48_smolecule.log	8289:0.0-5196.0	12.0
barcode02_combined_clusters_48_smolecule.log	8298:0.0-5195.0	17.0
barcode02_combined_clusters_48_smolecule.log	8292:0.0-5202.0	18.0
barcode02_combined_clusters_48_smolecule.log	82:0.0-5200.0	18.0
barcode02_combined_clusters_48_smolecule.log	8304:0.0-5205.0	13.0
barcode02_combined_clusters_48_smolecule.log	8300:0.0-5193.0	8.0
barcode02_combined_clusters_48_smolecule.log	831:0.0-5195.0	7.0
barcode02_combined_clusters_48_smolecule.log	8327:0.0-5193.0	11.0
barcode02_combined_clusters_48_smolecule.log	833:0.0-5208.0	13.0
barcode02_combined_clusters_48_smolecule.log	8332:0.0-5195.0	13.0
barcode02_combined_clusters_48_smolecule.log	8340:0.0-5193.0	8.0
barcode02_combined_clusters_48_smolecule.log	8343:0.0-5191.0	20.0
barcode02_combined_clusters_48_smolecule.log	8346:0.0-5194.0	13.0
barcode02_combined_clusters_48_smolecule.log	8352:0.0-5194.0	8.0
barcode02_combined_clusters_48_smolecule.log	8374:0.0-5195.0	13.0
barcode02_combined_clusters_48_smolecule.log	8377:0.0-5198.0	11.0
barcode02_combined_clusters_48_smolecule.log	8380:0.0-5193.0	10.0
barcode02_combined_clusters_48_smolecule.log	8382:0.0-5191.0	11.0
barcode02_combined_clusters_48_smolecule.log	8384:0.0-5197.0	8.0
barcode02_combined_clusters_48_smolecule.log	839:0.0-5201.0	14.0
barcode02_combined_clusters_48_smolecule.log	8402:0.0-5198.0	9.0
barcode02_combined_clusters_48_smolecule.log	8408:0.0-5198.0	12.0
barcode02_combined_clusters_48_smolecule.log	8413:0.0-5198.0	17.0
barcode02_combined_clusters_48_smolecule.log	841:0.0-5193.0	6.0
barcode02_combined_clusters_48_smolecule.log	8440:0.0-5201.0	16.0
barcode02_combined_clusters_48_smolecule.log	8444:0.0-5201.0	6.0
barcode02_combined_clusters_48_smolecule.log	8446:0.0-5197.0	17.0
barcode02_combined_clusters_48_smolecule.log	844:0.0-5198.0	10.0
barcode02_combined_clusters_49_smolecule.log	8469:0.0-5199.0	6.0
barcode02_combined_clusters_49_smolecule.log	846:0.0-5198.0	12.0
barcode02_combined_clusters_49_smolecule.log	8478:0.0-5197.0	6.0
barcode02_combined_clusters_49_smolecule.log	8482:0.0-5198.0	11.0
barcode02_combined_clusters_49_smolecule.log	8483:0.0-5191.0	14.0
barcode02_combined_clusters_49_smolecule.log	8488:0.0-5193.0	13.0
barcode02_combined_clusters_49_smolecule.log	8510:0.0-5196.0	14.0
barcode02_combined_clusters_49_smolecule.log	8512:0.0-5198.0	17.0
barcode02_combined_clusters_49_smolecule.log	8523:0.0-5195.0	8.0
barcode02_combined_clusters_49_smolecule.log	851:0.0-5197.0	8.0
barcode02_combined_clusters_49_smolecule.log	853:0.0-5197.0	10.0
barcode02_combined_clusters_49_smolecule.log	8569:0.0-5198.0	13.0
barcode02_combined_clusters_49_smolecule.log	8566:0.0-5198.0	16.0
barcode02_combined_clusters_49_smolecule.log	8576:0.0-5195.0	8.0
barcode02_combined_clusters_49_smolecule.log	856:0.0-5195.0	15.0
barcode02_combined_clusters_49_smolecule.log	8595:0.0-5192.0	15.0
barcode02_combined_clusters_49_smolecule.log	8583:0.0-5194.0	18.0
barcode02_combined_clusters_49_smolecule.log	8598:0.0-5194.0	17.0
barcode02_combined_clusters_49_smolecule.log	859:0.0-5192.0	8.0
barcode02_combined_clusters_49_smolecule.log	8600:0.0-5195.0	7.0
barcode02_combined_clusters_49_smolecule.log	8602:0.0-5195.0	13.0
barcode02_combined_clusters_49_smolecule.log	8605:0.0-5198.0	12.0
barcode02_combined_clusters_49_smolecule.log	8615:0.0-5199.0	15.0
barcode02_combined_clusters_49_smolecule.log	861:0.0-5198.0	16.0
barcode02_combined_clusters_49_smolecule.log	8627:0.0-5201.0	6.0
barcode02_combined_clusters_49_smolecule.log	8631:0.0-5199.0	7.0
barcode02_combined_clusters_49_smolecule.log	8630:0.0-5195.0	19.0
barcode02_combined_clusters_49_smolecule.log	8644:0.0-5194.0	6.0
barcode02_combined_clusters_49_smolecule.log	864:0.0-5205.0	10.0
barcode02_combined_clusters_49_smolecule.log	8654:0.0-5193.0	15.0
barcode02_combined_clusters_49_smolecule.log	8655:0.0-5198.0	13.0
barcode02_combined_clusters_49_smolecule.log	8657:0.0-5199.0	18.0
barcode02_combined_clusters_49_smolecule.log	8658:0.0-5191.0	7.0
barcode02_combined_clusters_49_smolecule.log	8659:0.0-5202.0	10.0
barcode02_combined_clusters_49_smolecule.log	8662:0.0-5196.0	7.0
barcode02_combined_clusters_49_smolecule.log	8674:0.0-5194.0	19.0
barcode02_combined_clusters_49_smolecule.log	866:0.0-5198.0	8.0
barcode02_combined_clusters_49_smolecule.log	8684:0.0-5198.0	10.0
barcode02_combined_clusters_49_smolecule.log	8683:0.0-5204.0	9.0
barcode02_combined_clusters_49_smolecule.log	8690:0.0-5198.0	8.0
barcode02_combined_clusters_49_smolecule.log	8696:0.0-5198.0	10.0
barcode02_combined_clusters_49_smolecule.log	871:0.0-5195.0	8.0
barcode02_combined_clusters_49_smolecule.log	8710:0.0-5193.0	16.0
barcode02_combined_clusters_49_smolecule.log	8753:0.0-5197.0	13.0
barcode02_combined_clusters_49_smolecule.log	8726:0.0-5198.0	20.0
barcode02_combined_clusters_49_smolecule.log	8755:0.0-5198.0	10.0
barcode02_combined_clusters_49_smolecule.log	875:0.0-5193.0	11.0
barcode02_combined_clusters_49_smolecule.log	8773:0.0-5201.0	16.0
barcode02_combined_clusters_49_smolecule.log	8776:0.0-5201.0	15.0
barcode02_combined_clusters_49_smolecule.log	8781:0.0-5197.0	8.0
barcode02_combined_clusters_4_smolecule.log	10916:0.0-5195.0	7.0
barcode02_combined_clusters_4_smolecule.log	10910:0.0-5194.0	13.0
barcode02_combined_clusters_4_smolecule.log	10919:0.0-5201.0	12.0
barcode02_combined_clusters_4_smolecule.log	10927:0.0-5198.0	8.0
barcode02_combined_clusters_4_smolecule.log	10938:0.0-5199.0	11.0
barcode02_combined_clusters_4_smolecule.log	10940:0.0-5199.0	9.0
barcode02_combined_clusters_4_smolecule.log	10941:0.0-5200.0	8.0
barcode02_combined_clusters_4_smolecule.log	10944:0.0-5193.0	17.0
barcode02_combined_clusters_4_smolecule.log	10965:0.0-5193.0	11.0
barcode02_combined_clusters_4_smolecule.log	10967:0.0-5199.0	17.0
barcode02_combined_clusters_4_smolecule.log	10975:0.0-5195.0	12.0
barcode02_combined_clusters_4_smolecule.log	10969:0.0-5191.0	18.0
barcode02_combined_clusters_4_smolecule.log	10980:0.0-5195.0	10.0
barcode02_combined_clusters_4_smolecule.log	10981:0.0-5199.0	12.0
barcode02_combined_clusters_4_smolecule.log	10997:0.0-5197.0	16.0
barcode02_combined_clusters_4_smolecule.log	11007:0.0-5198.0	7.0
barcode02_combined_clusters_4_smolecule.log	11022:0.0-5201.0	14.0
barcode02_combined_clusters_4_smolecule.log	11029:0.0-5194.0	9.0
barcode02_combined_clusters_4_smolecule.log	11043:0.0-5193.0	10.0
barcode02_combined_clusters_4_smolecule.log	11049:0.0-5195.0	7.0
barcode02_combined_clusters_4_smolecule.log	1104:0.0-5201.0	13.0
barcode02_combined_clusters_4_smolecule.log	11062:0.0-5195.0	8.0
barcode02_combined_clusters_4_smolecule.log	11060:0.0-5198.0	11.0
barcode02_combined_clusters_4_smolecule.log	11072:0.0-5194.0	17.0
barcode02_combined_clusters_4_smolecule.log	11084:0.0-5195.0	9.0
barcode02_combined_clusters_4_smolecule.log	11091:0.0-5195.0	14.0
barcode02_combined_clusters_4_smolecule.log	110:0.0-5195.0	13.0
barcode02_combined_clusters_4_smolecule.log	11113:0.0-5198.0	8.0
barcode02_combined_clusters_4_smolecule.log	11100:0.0-5191.0	6.0
barcode02_combined_clusters_4_smolecule.log	11122:0.0-5194.0	8.0
barcode02_combined_clusters_4_smolecule.log	1112:0.0-5197.0	10.0
barcode02_combined_clusters_4_smolecule.log	1114:0.0-5195.0	15.0
barcode02_combined_clusters_4_smolecule.log	11153:0.0-5194.0	16.0
barcode02_combined_clusters_4_smolecule.log	11157:0.0-5198.0	18.0
barcode02_combined_clusters_4_smolecule.log	1115:0.0-5193.0	9.0
barcode02_combined_clusters_4_smolecule.log	11161:0.0-5206.0	20.0
barcode02_combined_clusters_4_smolecule.log	1116:0.0-5195.0	17.0
barcode02_combined_clusters_4_smolecule.log	11170:0.0-5198.0	12.0
barcode02_combined_clusters_4_smolecule.log	1119:0.0-5197.0	11.0
barcode02_combined_clusters_4_smolecule.log	11185:0.0-5193.0	14.0
barcode02_combined_clusters_4_smolecule.log	111:0.0-5199.0	9.0
barcode02_combined_clusters_4_smolecule.log	11212:0.0-5197.0	11.0
barcode02_combined_clusters_4_smolecule.log	11223:0.0-5195.0	14.0
barcode02_combined_clusters_4_smolecule.log	11204:0.0-5199.0	20.0
barcode02_combined_clusters_4_smolecule.log	1122:0.0-5193.0	17.0
barcode02_combined_clusters_4_smolecule.log	1123:0.0-5200.0	6.0
barcode02_combined_clusters_4_smolecule.log	11247:0.0-5201.0	16.0
barcode02_combined_clusters_4_smolecule.log	11246:0.0-5193.0	17.0
barcode02_combined_clusters_4_smolecule.log	11249:0.0-5194.0	8.0
barcode02_combined_clusters_4_smolecule.log	11248:0.0-5195.0	6.0
barcode02_combined_clusters_50_smolecule.log	878:0.0-5198.0	11.0
barcode02_combined_clusters_50_smolecule.log	8801:0.0-5197.0	6.0
barcode02_combined_clusters_50_smolecule.log	8803:0.0-5197.0	14.0
barcode02_combined_clusters_50_smolecule.log	8804:0.0-5198.0	15.0
barcode02_combined_clusters_50_smolecule.log	8822:0.0-5196.0	15.0
barcode02_combined_clusters_50_smolecule.log	8826:0.0-5199.0	17.0
barcode02_combined_clusters_50_smolecule.log	8848:0.0-5197.0	15.0
barcode02_combined_clusters_50_smolecule.log	8833:0.0-5191.0	9.0
barcode02_combined_clusters_50_smolecule.log	8854:0.0-5195.0	13.0
barcode02_combined_clusters_50_smolecule.log	88646:0.0-5194.0	10.0
barcode02_combined_clusters_50_smolecule.log	88660:0.0-5198.0	8.0
barcode02_combined_clusters_50_smolecule.log	88661:0.0-5194.0	14.0
barcode02_combined_clusters_50_smolecule.log	88668:0.0-5192.0	6.0
barcode02_combined_clusters_50_smolecule.log	88684:0.0-5196.0	11.0
barcode02_combined_clusters_50_smolecule.log	88706:0.0-5200.0	12.0
barcode02_combined_clusters_50_smolecule.log	88737:0.0-5196.0	10.0
barcode02_combined_clusters_50_smolecule.log	88730:0.0-5195.0	6.0
barcode02_combined_clusters_50_smolecule.log	88738:0.0-5200.0	9.0
barcode02_combined_clusters_50_smolecule.log	88762:0.0-5195.0	12.0
barcode02_combined_clusters_50_smolecule.log	88814:0.0-5194.0	11.0
barcode02_combined_clusters_50_smolecule.log	8882:0.0-5203.0	13.0
barcode02_combined_clusters_50_smolecule.log	88826:0.0-5197.0	16.0
barcode02_combined_clusters_50_smolecule.log	88865:0.0-5197.0	12.0
barcode02_combined_clusters_50_smolecule.log	8887:0.0-5195.0	20.0
barcode02_combined_clusters_50_smolecule.log	8888:0.0-5195.0	7.0
barcode02_combined_clusters_50_smolecule.log	88942:0.0-5193.0	6.0
barcode02_combined_clusters_50_smolecule.log	88893:0.0-5193.0	14.0
barcode02_combined_clusters_50_smolecule.log	8902:0.0-5195.0	7.0
barcode02_combined_clusters_50_smolecule.log	89051:0.0-5198.0	6.0
barcode02_combined_clusters_50_smolecule.log	89055:0.0-5198.0	10.0
barcode02_combined_clusters_50_smolecule.log	890:0.0-5193.0	8.0
barcode02_combined_clusters_50_smolecule.log	89149:0.0-5198.0	6.0
barcode02_combined_clusters_50_smolecule.log	891:0.0-5198.0	13.0
barcode02_combined_clusters_50_smolecule.log	8921:0.0-5199.0	20.0
barcode02_combined_clusters_50_smolecule.log	8920:0.0-5198.0	17.0
barcode02_combined_clusters_50_smolecule.log	8932:0.0-5197.0	6.0
barcode02_combined_clusters_50_smolecule.log	89243:0.0-5194.0	10.0
barcode02_combined_clusters_50_smolecule.log	89379:0.0-5197.0	8.0
barcode02_combined_clusters_50_smolecule.log	89505:0.0-5196.0	8.0
barcode02_combined_clusters_50_smolecule.log	89413:0.0-5195.0	7.0
barcode02_combined_clusters_50_smolecule.log	8953:0.0-5194.0	14.0
barcode02_combined_clusters_50_smolecule.log	8957:0.0-5201.0	10.0
barcode02_combined_clusters_50_smolecule.log	89785:0.0-5197.0	12.0
barcode02_combined_clusters_50_smolecule.log	8967:0.0-5193.0	11.0
barcode02_combined_clusters_50_smolecule.log	89944:0.0-5193.0	10.0
barcode02_combined_clusters_50_smolecule.log	8996:0.0-5194.0	16.0
barcode02_combined_clusters_50_smolecule.log	90003:0.0-5194.0	10.0
barcode02_combined_clusters_50_smolecule.log	90047:0.0-5189.0	6.0
barcode02_combined_clusters_50_smolecule.log	9002:0.0-5195.0	20.0
barcode02_combined_clusters_50_smolecule.log	9005:0.0-5195.0	11.0
barcode02_combined_clusters_51_smolecule.log	9007:0.0-5195.0	6.0
barcode02_combined_clusters_51_smolecule.log	9011:0.0-5199.0	10.0
barcode02_combined_clusters_51_smolecule.log	9020:0.0-5197.0	8.0
barcode02_combined_clusters_51_smolecule.log	9012:0.0-5198.0	13.0
barcode02_combined_clusters_51_smolecule.log	9026:0.0-5198.0	7.0
barcode02_combined_clusters_51_smolecule.log	9028:0.0-5196.0	17.0
barcode02_combined_clusters_51_smolecule.log	9036:0.0-5195.0	14.0
barcode02_combined_clusters_51_smolecule.log	90372:0.0-5193.0	9.0
barcode02_combined_clusters_51_smolecule.log	9045:0.0-5201.0	14.0
barcode02_combined_clusters_51_smolecule.log	90567:0.0-5200.0	7.0
barcode02_combined_clusters_51_smolecule.log	9046:0.0-5197.0	10.0
barcode02_combined_clusters_51_smolecule.log	9063:0.0-5197.0	10.0
barcode02_combined_clusters_51_smolecule.log	9066:0.0-5198.0	19.0
barcode02_combined_clusters_51_smolecule.log	9068:0.0-5193.0	10.0
barcode02_combined_clusters_51_smolecule.log	9074:0.0-5201.0	17.0
barcode02_combined_clusters_51_smolecule.log	9075:0.0-5199.0	9.0
barcode02_combined_clusters_51_smolecule.log	9077:0.0-5206.0	15.0
barcode02_combined_clusters_51_smolecule.log	9102:0.0-5195.0	9.0
barcode02_combined_clusters_51_smolecule.log	9098:0.0-5201.0	12.0
barcode02_combined_clusters_51_smolecule.log	9118:0.0-5199.0	6.0
barcode02_combined_clusters_51_smolecule.log	910:0.0-5194.0	16.0
barcode02_combined_clusters_51_smolecule.log	911:0.0-5199.0	19.0
barcode02_combined_clusters_51_smolecule.log	9120:0.0-5198.0	8.0
barcode02_combined_clusters_51_smolecule.log	9128:0.0-5194.0	12.0
barcode02_combined_clusters_51_smolecule.log	9135:0.0-5191.0	7.0
barcode02_combined_clusters_51_smolecule.log	9152:0.0-5198.0	20.0
barcode02_combined_clusters_51_smolecule.log	9154:0.0-5200.0	10.0
barcode02_combined_clusters_51_smolecule.log	9132:0.0-5195.0	20.0
barcode02_combined_clusters_51_smolecule.log	916:0.0-5195.0	11.0
barcode02_combined_clusters_51_smolecule.log	9171:0.0-5199.0	6.0
barcode02_combined_clusters_51_smolecule.log	9179:0.0-5198.0	16.0
barcode02_combined_clusters_51_smolecule.log	9192:0.0-5196.0	12.0
barcode02_combined_clusters_51_smolecule.log	919:0.0-5199.0	10.0
barcode02_combined_clusters_51_smolecule.log	91:0.0-5195.0	20.0
barcode02_combined_clusters_51_smolecule.log	9217:0.0-5198.0	14.0
barcode02_combined_clusters_51_smolecule.log	9227:0.0-5198.0	13.0
barcode02_combined_clusters_51_smolecule.log	9228:0.0-5195.0	10.0
barcode02_combined_clusters_51_smolecule.log	9237:0.0-5197.0	6.0
barcode02_combined_clusters_51_smolecule.log	9240:0.0-5198.0	8.0
barcode02_combined_clusters_51_smolecule.log	92487:0.0-5191.0	10.0
barcode02_combined_clusters_51_smolecule.log	9249:0.0-5195.0	17.0
barcode02_combined_clusters_51_smolecule.log	9250:0.0-5199.0	9.0
barcode02_combined_clusters_51_smolecule.log	9248:0.0-5193.0	13.0
barcode02_combined_clusters_51_smolecule.log	925:0.0-5195.0	12.0
barcode02_combined_clusters_51_smolecule.log	9270:0.0-5193.0	17.0
barcode02_combined_clusters_51_smolecule.log	9287:0.0-5197.0	9.0
barcode02_combined_clusters_51_smolecule.log	927:0.0-5197.0	6.0
barcode02_combined_clusters_51_smolecule.log	9294:0.0-5195.0	11.0
barcode02_combined_clusters_51_smolecule.log	9303:0.0-5194.0	13.0
barcode02_combined_clusters_51_smolecule.log	929:0.0-5201.0	14.0
barcode02_combined_clusters_52_smolecule.log	9307:0.0-5195.0	9.0
barcode02_combined_clusters_52_smolecule.log	9311:0.0-5198.0	13.0
barcode02_combined_clusters_52_smolecule.log	931:0.0-5196.0	20.0
barcode02_combined_clusters_52_smolecule.log	9322:0.0-5193.0	19.0
barcode02_combined_clusters_52_smolecule.log	9323:0.0-5202.0	12.0
barcode02_combined_clusters_52_smolecule.log	9325:0.0-5201.0	13.0
barcode02_combined_clusters_52_smolecule.log	9327:0.0-5195.0	20.0
barcode02_combined_clusters_52_smolecule.log	9328:0.0-5197.0	6.0
barcode02_combined_clusters_52_smolecule.log	9332:0.0-5201.0	12.0
barcode02_combined_clusters_52_smolecule.log	9341:0.0-5201.0	20.0
barcode02_combined_clusters_52_smolecule.log	9348:0.0-5194.0	13.0
barcode02_combined_clusters_52_smolecule.log	9358:0.0-5194.0	20.0
barcode02_combined_clusters_52_smolecule.log	9365:0.0-5195.0	9.0
barcode02_combined_clusters_52_smolecule.log	9375:0.0-5194.0	12.0
barcode02_combined_clusters_52_smolecule.log	9380:0.0-5198.0	16.0
barcode02_combined_clusters_52_smolecule.log	9386:0.0-5194.0	20.0
barcode02_combined_clusters_52_smolecule.log	9395:0.0-5193.0	13.0
barcode02_combined_clusters_52_smolecule.log	9399:0.0-5195.0	12.0
barcode02_combined_clusters_52_smolecule.log	939:0.0-5196.0	20.0
barcode02_combined_clusters_52_smolecule.log	9403:0.0-5195.0	19.0
barcode02_combined_clusters_52_smolecule.log	9413:0.0-5193.0	8.0
barcode02_combined_clusters_52_smolecule.log	9415:0.0-5195.0	15.0
barcode02_combined_clusters_52_smolecule.log	9426:0.0-5193.0	14.0
barcode02_combined_clusters_52_smolecule.log	9430:0.0-5199.0	14.0
barcode02_combined_clusters_52_smolecule.log	9435:0.0-5194.0	6.0
barcode02_combined_clusters_52_smolecule.log	9442:0.0-5196.0	16.0
barcode02_combined_clusters_52_smolecule.log	9451:0.0-5193.0	12.0
barcode02_combined_clusters_52_smolecule.log	9454:0.0-5191.0	10.0
barcode02_combined_clusters_52_smolecule.log	9461:0.0-5197.0	13.0
barcode02_combined_clusters_52_smolecule.log	9459:0.0-5201.0	20.0
barcode02_combined_clusters_52_smolecule.log	94730:0.0-5198.0	13.0
barcode02_combined_clusters_52_smolecule.log	9473:0.0-5195.0	8.0
barcode02_combined_clusters_52_smolecule.log	94938:0.0-5194.0	20.0
barcode02_combined_clusters_52_smolecule.log	95286:0.0-5196.0	9.0
barcode02_combined_clusters_52_smolecule.log	94810:0.0-5193.0	9.0
barcode02_combined_clusters_52_smolecule.log	9533:0.0-5195.0	17.0
barcode02_combined_clusters_52_smolecule.log	9537:0.0-5198.0	11.0
barcode02_combined_clusters_52_smolecule.log	9547:0.0-5195.0	13.0
barcode02_combined_clusters_52_smolecule.log	9548:0.0-5195.0	20.0
barcode02_combined_clusters_52_smolecule.log	9560:0.0-5201.0	9.0
barcode02_combined_clusters_52_smolecule.log	9580:0.0-5198.0	13.0
barcode02_combined_clusters_52_smolecule.log	9571:0.0-5201.0	7.0
barcode02_combined_clusters_52_smolecule.log	958:0.0-5197.0	9.0
barcode02_combined_clusters_52_smolecule.log	95:0.0-5195.0	9.0
barcode02_combined_clusters_52_smolecule.log	9608:0.0-5195.0	13.0
barcode02_combined_clusters_52_smolecule.log	960:0.0-5201.0	10.0
barcode02_combined_clusters_52_smolecule.log	9610:0.0-5198.0	13.0
barcode02_combined_clusters_52_smolecule.log	9613:0.0-5193.0	6.0
barcode02_combined_clusters_52_smolecule.log	9614:0.0-5196.0	6.0
barcode02_combined_clusters_52_smolecule.log	9617:0.0-5192.0	11.0
barcode02_combined_clusters_53_smolecule.log	9628:0.0-5202.0	13.0
barcode02_combined_clusters_53_smolecule.log	9625:0.0-5191.0	10.0
barcode02_combined_clusters_53_smolecule.log	9656:0.0-5194.0	9.0
barcode02_combined_clusters_53_smolecule.log	9657:0.0-5191.0	12.0
barcode02_combined_clusters_53_smolecule.log	966:0.0-5195.0	20.0
barcode02_combined_clusters_53_smolecule.log	9678:0.0-5195.0	11.0
barcode02_combined_clusters_53_smolecule.log	9684:0.0-5193.0	8.0
barcode02_combined_clusters_53_smolecule.log	9685:0.0-5194.0	12.0
barcode02_combined_clusters_53_smolecule.log	968:0.0-5191.0	16.0
barcode02_combined_clusters_53_smolecule.log	969:0.0-5193.0	14.0
barcode02_combined_clusters_53_smolecule.log	9699:0.0-5198.0	16.0
barcode02_combined_clusters_53_smolecule.log	971:0.0-5194.0	7.0
barcode02_combined_clusters_53_smolecule.log	9707:0.0-5195.0	19.0
barcode02_combined_clusters_53_smolecule.log	9723:0.0-5200.0	14.0
barcode02_combined_clusters_53_smolecule.log	9742:0.0-5191.0	16.0
barcode02_combined_clusters_53_smolecule.log	9747:0.0-5195.0	12.0
barcode02_combined_clusters_53_smolecule.log	9745:0.0-5196.0	18.0
barcode02_combined_clusters_53_smolecule.log	9774:0.0-5198.0	10.0
barcode02_combined_clusters_53_smolecule.log	974:0.0-5195.0	9.0
barcode02_combined_clusters_53_smolecule.log	9789:0.0-5195.0	16.0
barcode02_combined_clusters_53_smolecule.log	978:0.0-5197.0	10.0
barcode02_combined_clusters_53_smolecule.log	9791:0.0-5197.0	7.0
barcode02_combined_clusters_53_smolecule.log	9798:0.0-5195.0	15.0
barcode02_combined_clusters_53_smolecule.log	9802:0.0-5194.0	16.0
barcode02_combined_clusters_53_smolecule.log	9805:0.0-5195.0	6.0
barcode02_combined_clusters_53_smolecule.log	9812:0.0-5197.0	6.0
barcode02_combined_clusters_53_smolecule.log	9819:0.0-5195.0	19.0
barcode02_combined_clusters_53_smolecule.log	981:0.0-5196.0	20.0
barcode02_combined_clusters_53_smolecule.log	9836:0.0-5193.0	9.0
barcode02_combined_clusters_53_smolecule.log	9823:0.0-5198.0	12.0
barcode02_combined_clusters_53_smolecule.log	9840:0.0-5209.0	20.0
barcode02_combined_clusters_53_smolecule.log	9845:0.0-5201.0	20.0
barcode02_combined_clusters_53_smolecule.log	9850:0.0-5195.0	12.0
