log_file	region	median_depth
barcode02_combined_clusters_53_smolecule.log	9846:0.0-5198.0	13.0
barcode02_combined_clusters_53_smolecule.log	9867:0.0-5195.0	20.0
barcode02_combined_clusters_53_smolecule.log	9863:0.0-5197.0	16.0
barcode02_combined_clusters_53_smolecule.log	986:0.0-5196.0	10.0
barcode02_combined_clusters_53_smolecule.log	9873:0.0-5188.0	20.0
barcode02_combined_clusters_53_smolecule.log	9875:0.0-5195.0	11.0
barcode02_combined_clusters_53_smolecule.log	9877:0.0-5193.0	11.0
barcode02_combined_clusters_53_smolecule.log	9883:0.0-5195.0	9.0
barcode02_combined_clusters_53_smolecule.log	9898:0.0-5197.0	13.0
barcode02_combined_clusters_53_smolecule.log	9899:0.0-5193.0	20.0
barcode02_combined_clusters_53_smolecule.log	989:0.0-5198.0	12.0
barcode02_combined_clusters_53_smolecule.log	9904:0.0-5197.0	14.0
barcode02_combined_clusters_53_smolecule.log	9911:0.0-5198.0	10.0
barcode02_combined_clusters_53_smolecule.log	9913:0.0-5195.0	12.0
barcode02_combined_clusters_53_smolecule.log	9926:0.0-5195.0	13.0
barcode02_combined_clusters_53_smolecule.log	9934:0.0-5195.0	8.0
barcode02_combined_clusters_53_smolecule.log	9936:0.0-5193.0	6.0
barcode02_combined_clusters_54_smolecule.log	994:0.0-5195.0	19.0
barcode02_combined_clusters_54_smolecule.log	9948:0.0-5197.0	9.0
barcode02_combined_clusters_54_smolecule.log	9957:0.0-5197.0	11.0
barcode02_combined_clusters_54_smolecule.log	9958:0.0-5201.0	6.0
barcode02_combined_clusters_54_smolecule.log	995:0.0-5198.0	11.0
barcode02_combined_clusters_54_smolecule.log	9960:0.0-5195.0	14.0
barcode02_combined_clusters_54_smolecule.log	9962:0.0-5195.0	12.0
barcode02_combined_clusters_54_smolecule.log	9970:0.0-5199.0	8.0
barcode02_combined_clusters_54_smolecule.log	9977:0.0-5193.0	14.0
barcode02_combined_clusters_54_smolecule.log	9981:0.0-5194.0	14.0
barcode02_combined_clusters_54_smolecule.log	99:0.0-5201.0	20.0
barcode02_combined_clusters_5_smolecule.log	11263:0.0-5198.0	18.0
barcode02_combined_clusters_5_smolecule.log	11265:0.0-5196.0	17.0
barcode02_combined_clusters_5_smolecule.log	11282:0.0-5193.0	17.0
barcode02_combined_clusters_5_smolecule.log	11300:0.0-5194.0	13.0
barcode02_combined_clusters_5_smolecule.log	11290:0.0-5199.0	20.0
barcode02_combined_clusters_5_smolecule.log	1131:0.0-5198.0	12.0
barcode02_combined_clusters_5_smolecule.log	11322:0.0-5200.0	8.0
barcode02_combined_clusters_5_smolecule.log	11329:0.0-5197.0	19.0
barcode02_combined_clusters_5_smolecule.log	11325:0.0-5197.0	9.0
barcode02_combined_clusters_5_smolecule.log	11330:0.0-5198.0	20.0
barcode02_combined_clusters_5_smolecule.log	11336:0.0-5197.0	10.0
barcode02_combined_clusters_5_smolecule.log	1133:0.0-5195.0	18.0
barcode02_combined_clusters_5_smolecule.log	11369:0.0-5199.0	6.0
barcode02_combined_clusters_5_smolecule.log	11375:0.0-5198.0	8.0
barcode02_combined_clusters_5_smolecule.log	1137:0.0-5197.0	12.0
barcode02_combined_clusters_5_smolecule.log	11388:0.0-5195.0	12.0
barcode02_combined_clusters_5_smolecule.log	1139:0.0-5201.0	19.0
barcode02_combined_clusters_5_smolecule.log	11406:0.0-5195.0	10.0
barcode02_combined_clusters_5_smolecule.log	11427:0.0-5196.0	13.0
barcode02_combined_clusters_5_smolecule.log	11432:0.0-5197.0	8.0
barcode02_combined_clusters_5_smolecule.log	11438:0.0-5195.0	8.0
barcode02_combined_clusters_5_smolecule.log	11439:0.0-5198.0	14.0
barcode02_combined_clusters_5_smolecule.log	11446:0.0-5194.0	20.0
barcode02_combined_clusters_5_smolecule.log	11471:0.0-5194.0	13.0
barcode02_combined_clusters_5_smolecule.log	11480:0.0-5194.0	15.0
barcode02_combined_clusters_5_smolecule.log	11484:0.0-5197.0	13.0
barcode02_combined_clusters_5_smolecule.log	11491:0.0-5191.0	16.0
barcode02_combined_clusters_5_smolecule.log	11488:0.0-5197.0	20.0
barcode02_combined_clusters_5_smolecule.log	11513:0.0-5199.0	10.0
barcode02_combined_clusters_5_smolecule.log	11510:0.0-5206.0	19.0
barcode02_combined_clusters_5_smolecule.log	11514:0.0-5198.0	6.0
barcode02_combined_clusters_5_smolecule.log	11518:0.0-5200.0	7.0
barcode02_combined_clusters_5_smolecule.log	11542:0.0-5197.0	11.0
barcode02_combined_clusters_5_smolecule.log	11538:0.0-5194.0	13.0
barcode02_combined_clusters_5_smolecule.log	11549:0.0-5195.0	10.0
barcode02_combined_clusters_5_smolecule.log	11557:0.0-5201.0	7.0
barcode02_combined_clusters_5_smolecule.log	1155:0.0-5195.0	14.0
barcode02_combined_clusters_5_smolecule.log	1156:0.0-5206.0	16.0
barcode02_combined_clusters_5_smolecule.log	1157:0.0-5193.0	13.0
barcode02_combined_clusters_5_smolecule.log	11573:0.0-5194.0	13.0
barcode02_combined_clusters_5_smolecule.log	11613:0.0-5198.0	11.0
barcode02_combined_clusters_5_smolecule.log	11625:0.0-5201.0	11.0
barcode02_combined_clusters_5_smolecule.log	11636:0.0-5194.0	8.0
barcode02_combined_clusters_5_smolecule.log	11626:0.0-5196.0	6.0
barcode02_combined_clusters_5_smolecule.log	11646:0.0-5199.0	8.0
barcode02_combined_clusters_5_smolecule.log	11644:0.0-5195.0	14.0
barcode02_combined_clusters_5_smolecule.log	1165:0.0-5198.0	10.0
barcode02_combined_clusters_5_smolecule.log	11657:0.0-5197.0	8.0
barcode02_combined_clusters_5_smolecule.log	11662:0.0-5193.0	17.0
barcode02_combined_clusters_6_smolecule.log	11696:0.0-5195.0	15.0
barcode02_combined_clusters_6_smolecule.log	11671:0.0-5195.0	9.0
barcode02_combined_clusters_6_smolecule.log	11699:0.0-5201.0	18.0
barcode02_combined_clusters_6_smolecule.log	11700:0.0-5201.0	7.0
barcode02_combined_clusters_6_smolecule.log	11701:0.0-5200.0	7.0
barcode02_combined_clusters_6_smolecule.log	1170:0.0-5200.0	8.0
barcode02_combined_clusters_6_smolecule.log	11721:0.0-5194.0	17.0
barcode02_combined_clusters_6_smolecule.log	11711:0.0-5196.0	20.0
barcode02_combined_clusters_6_smolecule.log	11731:0.0-5201.0	18.0
barcode02_combined_clusters_6_smolecule.log	11742:0.0-5194.0	10.0
barcode02_combined_clusters_6_smolecule.log	11743:0.0-5197.0	11.0
barcode02_combined_clusters_6_smolecule.log	1174:0.0-5191.0	14.0
barcode02_combined_clusters_6_smolecule.log	11750:0.0-5195.0	7.0
barcode02_combined_clusters_6_smolecule.log	11771:0.0-5195.0	16.0
barcode02_combined_clusters_6_smolecule.log	11759:0.0-5193.0	9.0
barcode02_combined_clusters_6_smolecule.log	11775:0.0-5199.0	19.0
barcode02_combined_clusters_6_smolecule.log	11780:0.0-5195.0	18.0
barcode02_combined_clusters_6_smolecule.log	1177:0.0-5197.0	7.0
barcode02_combined_clusters_6_smolecule.log	117:0.0-5194.0	8.0
barcode02_combined_clusters_6_smolecule.log	11787:0.0-5195.0	15.0
barcode02_combined_clusters_6_smolecule.log	11809:0.0-5195.0	9.0
barcode02_combined_clusters_6_smolecule.log	11802:0.0-5191.0	16.0
barcode02_combined_clusters_6_smolecule.log	11826:0.0-5195.0	6.0
barcode02_combined_clusters_6_smolecule.log	11843:0.0-5199.0	12.0
barcode02_combined_clusters_6_smolecule.log	11848:0.0-5194.0	13.0
barcode02_combined_clusters_6_smolecule.log	11850:0.0-5195.0	14.0
barcode02_combined_clusters_6_smolecule.log	11854:0.0-5198.0	12.0
barcode02_combined_clusters_6_smolecule.log	11858:0.0-5201.0	12.0
barcode02_combined_clusters_6_smolecule.log	11863:0.0-5199.0	7.0
barcode02_combined_clusters_6_smolecule.log	1186:0.0-5195.0	16.0
barcode02_combined_clusters_6_smolecule.log	11873:0.0-5198.0	12.0
barcode02_combined_clusters_6_smolecule.log	11879:0.0-5191.0	12.0
barcode02_combined_clusters_6_smolecule.log	1187:0.0-5198.0	14.0
barcode02_combined_clusters_6_smolecule.log	11889:0.0-5193.0	8.0
barcode02_combined_clusters_6_smolecule.log	1188:0.0-5191.0	11.0
barcode02_combined_clusters_6_smolecule.log	1189:0.0-5195.0	11.0
barcode02_combined_clusters_6_smolecule.log	11905:0.0-5201.0	8.0
barcode02_combined_clusters_6_smolecule.log	11922:0.0-5197.0	14.0
barcode02_combined_clusters_6_smolecule.log	11929:0.0-5195.0	11.0
barcode02_combined_clusters_6_smolecule.log	1193:0.0-5201.0	7.0
barcode02_combined_clusters_6_smolecule.log	11936:0.0-5195.0	10.0
barcode02_combined_clusters_6_smolecule.log	11949:0.0-5195.0	11.0
barcode02_combined_clusters_6_smolecule.log	11948:0.0-5193.0	19.0
barcode02_combined_clusters_6_smolecule.log	11954:0.0-5199.0	9.0
barcode02_combined_clusters_6_smolecule.log	1197:0.0-5198.0	14.0
barcode02_combined_clusters_6_smolecule.log	1198:0.0-5198.0	20.0
barcode02_combined_clusters_6_smolecule.log	11991:0.0-5198.0	11.0
barcode02_combined_clusters_6_smolecule.log	12017:0.0-5197.0	9.0
barcode02_combined_clusters_6_smolecule.log	12030:0.0-5198.0	15.0
barcode02_combined_clusters_6_smolecule.log	12047:0.0-5191.0	9.0
barcode02_combined_clusters_7_smolecule.log	12062:0.0-5193.0	6.0
barcode02_combined_clusters_7_smolecule.log	12083:0.0-5197.0	11.0
barcode02_combined_clusters_7_smolecule.log	12089:0.0-5195.0	18.0
barcode02_combined_clusters_7_smolecule.log	120:0.0-5197.0	7.0
barcode02_combined_clusters_7_smolecule.log	12100:0.0-5195.0	7.0
barcode02_combined_clusters_7_smolecule.log	12101:0.0-5197.0	11.0
barcode02_combined_clusters_7_smolecule.log	12114:0.0-5194.0	14.0
barcode02_combined_clusters_7_smolecule.log	1211:0.0-5194.0	11.0
barcode02_combined_clusters_7_smolecule.log	12124:0.0-5197.0	19.0
barcode02_combined_clusters_7_smolecule.log	12128:0.0-5198.0	14.0
barcode02_combined_clusters_7_smolecule.log	12135:0.0-5198.0	9.0
barcode02_combined_clusters_7_smolecule.log	12148:0.0-5195.0	11.0
barcode02_combined_clusters_7_smolecule.log	12161:0.0-5193.0	11.0
barcode02_combined_clusters_7_smolecule.log	12174:0.0-5194.0	20.0
barcode02_combined_clusters_7_smolecule.log	12182:0.0-5191.0	6.0
barcode02_combined_clusters_7_smolecule.log	12198:0.0-5198.0	8.0
barcode02_combined_clusters_7_smolecule.log	1221:0.0-5198.0	15.0
barcode02_combined_clusters_7_smolecule.log	12222:0.0-5193.0	15.0
barcode02_combined_clusters_7_smolecule.log	12265:0.0-5196.0	8.0
barcode02_combined_clusters_7_smolecule.log	1226:0.0-5197.0	7.0
barcode02_combined_clusters_7_smolecule.log	1227:0.0-5195.0	17.0
barcode02_combined_clusters_7_smolecule.log	12284:0.0-5191.0	14.0
barcode02_combined_clusters_7_smolecule.log	12293:0.0-5195.0	11.0
barcode02_combined_clusters_7_smolecule.log	122:0.0-5201.0	12.0
barcode02_combined_clusters_7_smolecule.log	1230:0.0-5197.0	15.0
barcode02_combined_clusters_7_smolecule.log	12343:0.0-5195.0	9.0
barcode02_combined_clusters_7_smolecule.log	12337:0.0-5194.0	18.0
barcode02_combined_clusters_7_smolecule.log	12345:0.0-5194.0	9.0
barcode02_combined_clusters_7_smolecule.log	12348:0.0-5193.0	20.0
barcode02_combined_clusters_7_smolecule.log	12351:0.0-5197.0	10.0
barcode02_combined_clusters_7_smolecule.log	12361:0.0-5195.0	6.0
barcode02_combined_clusters_7_smolecule.log	12365:0.0-5197.0	6.0
barcode02_combined_clusters_7_smolecule.log	12368:0.0-5191.0	12.0
barcode02_combined_clusters_7_smolecule.log	12383:0.0-5201.0	6.0
barcode02_combined_clusters_7_smolecule.log	1240:0.0-5193.0	9.0
barcode02_combined_clusters_7_smolecule.log	12414:0.0-5195.0	14.0
barcode02_combined_clusters_7_smolecule.log	1244:0.0-5194.0	7.0
barcode02_combined_clusters_7_smolecule.log	12431:0.0-5198.0	13.0
barcode02_combined_clusters_7_smolecule.log	1246:0.0-5199.0	20.0
barcode02_combined_clusters_7_smolecule.log	12475:0.0-5198.0	12.0
barcode02_combined_clusters_7_smolecule.log	12484:0.0-5199.0	15.0
barcode02_combined_clusters_7_smolecule.log	12530:0.0-5195.0	9.0
barcode02_combined_clusters_7_smolecule.log	1248:0.0-5198.0	15.0
barcode02_combined_clusters_7_smolecule.log	1253:0.0-5199.0	10.0
barcode02_combined_clusters_7_smolecule.log	12543:0.0-5194.0	7.0
barcode02_combined_clusters_7_smolecule.log	12570:0.0-5201.0	7.0
barcode02_combined_clusters_7_smolecule.log	1257:0.0-5196.0	14.0
barcode02_combined_clusters_7_smolecule.log	12598:0.0-5198.0	7.0
barcode02_combined_clusters_7_smolecule.log	12603:0.0-5199.0	7.0
barcode02_combined_clusters_7_smolecule.log	12608:0.0-5199.0	16.0
barcode02_combined_clusters_8_smolecule.log	1261:0.0-5193.0	16.0
barcode02_combined_clusters_8_smolecule.log	1262:0.0-5197.0	13.0
barcode02_combined_clusters_8_smolecule.log	12641:0.0-5195.0	7.0
barcode02_combined_clusters_8_smolecule.log	12675:0.0-5198.0	19.0
barcode02_combined_clusters_8_smolecule.log	1268:0.0-5195.0	9.0
barcode02_combined_clusters_8_smolecule.log	12698:0.0-5193.0	20.0
barcode02_combined_clusters_8_smolecule.log	12705:0.0-5194.0	16.0
barcode02_combined_clusters_8_smolecule.log	12707:0.0-5196.0	14.0
barcode02_combined_clusters_8_smolecule.log	12712:0.0-5193.0	12.0
barcode02_combined_clusters_8_smolecule.log	1271:0.0-5201.0	10.0
barcode02_combined_clusters_8_smolecule.log	12727:0.0-5201.0	12.0
barcode02_combined_clusters_8_smolecule.log	1272:0.0-5193.0	8.0
barcode02_combined_clusters_8_smolecule.log	12750:0.0-5195.0	17.0
barcode02_combined_clusters_8_smolecule.log	12752:0.0-5194.0	17.0
barcode02_combined_clusters_8_smolecule.log	12761:0.0-5195.0	17.0
barcode02_combined_clusters_8_smolecule.log	12774:0.0-5195.0	12.0
barcode02_combined_clusters_8_smolecule.log	12775:0.0-5194.0	18.0
barcode02_combined_clusters_8_smolecule.log	12776:0.0-5199.0	7.0
barcode02_combined_clusters_8_smolecule.log	12778:0.0-5195.0	11.0
barcode02_combined_clusters_8_smolecule.log	12793:0.0-5200.0	12.0
barcode02_combined_clusters_8_smolecule.log	12799:0.0-5199.0	15.0
barcode02_combined_clusters_8_smolecule.log	12806:0.0-5197.0	10.0
barcode02_combined_clusters_8_smolecule.log	12819:0.0-5191.0	14.0
barcode02_combined_clusters_8_smolecule.log	12820:0.0-5198.0	9.0
barcode02_combined_clusters_8_smolecule.log	12825:0.0-5198.0	16.0
barcode02_combined_clusters_8_smolecule.log	12837:0.0-5197.0	10.0
barcode02_combined_clusters_8_smolecule.log	12841:0.0-5197.0	6.0
barcode02_combined_clusters_8_smolecule.log	1285:0.0-5193.0	8.0
barcode02_combined_clusters_8_smolecule.log	12903:0.0-5195.0	20.0
barcode02_combined_clusters_8_smolecule.log	12904:0.0-5199.0	10.0
barcode02_combined_clusters_8_smolecule.log	1292:0.0-5194.0	15.0
barcode02_combined_clusters_8_smolecule.log	12930:0.0-5198.0	20.0
barcode02_combined_clusters_8_smolecule.log	12931:0.0-5201.0	11.0
barcode02_combined_clusters_8_smolecule.log	12952:0.0-5199.0	10.0
barcode02_combined_clusters_8_smolecule.log	12954:0.0-5205.0	17.0
barcode02_combined_clusters_8_smolecule.log	12957:0.0-5198.0	18.0
barcode02_combined_clusters_8_smolecule.log	12965:0.0-5191.0	7.0
barcode02_combined_clusters_8_smolecule.log	12971:0.0-5198.0	11.0
barcode02_combined_clusters_8_smolecule.log	1297:0.0-5201.0	15.0
barcode02_combined_clusters_8_smolecule.log	12991:0.0-5199.0	9.0
barcode02_combined_clusters_8_smolecule.log	13033:0.0-5195.0	8.0
barcode02_combined_clusters_8_smolecule.log	13063:0.0-5198.0	20.0
barcode02_combined_clusters_8_smolecule.log	13065:0.0-5195.0	13.0
barcode02_combined_clusters_8_smolecule.log	13124:0.0-5199.0	11.0
barcode02_combined_clusters_8_smolecule.log	13129:0.0-5202.0	7.0
barcode02_combined_clusters_8_smolecule.log	13141:0.0-5193.0	13.0
barcode02_combined_clusters_8_smolecule.log	13168:0.0-5198.0	9.0
barcode02_combined_clusters_8_smolecule.log	1316:0.0-5196.0	20.0
barcode02_combined_clusters_8_smolecule.log	13197:0.0-5194.0	10.0
barcode02_combined_clusters_8_smolecule.log	13201:0.0-5194.0	20.0
barcode02_combined_clusters_9_smolecule.log	13217:0.0-5195.0	13.0
barcode02_combined_clusters_9_smolecule.log	13210:0.0-5198.0	6.0
barcode02_combined_clusters_9_smolecule.log	13228:0.0-5193.0	7.0
barcode02_combined_clusters_9_smolecule.log	13263:0.0-5200.0	11.0
barcode02_combined_clusters_9_smolecule.log	13265:0.0-5195.0	8.0
barcode02_combined_clusters_9_smolecule.log	13293:0.0-5198.0	8.0
barcode02_combined_clusters_9_smolecule.log	13305:0.0-5198.0	6.0
barcode02_combined_clusters_9_smolecule.log	13306:0.0-5194.0	20.0
barcode02_combined_clusters_9_smolecule.log	1331:0.0-5194.0	6.0
barcode02_combined_clusters_9_smolecule.log	13323:0.0-5196.0	12.0
barcode02_combined_clusters_9_smolecule.log	13328:0.0-5196.0	17.0
barcode02_combined_clusters_9_smolecule.log	13329:0.0-5196.0	17.0
barcode02_combined_clusters_9_smolecule.log	13335:0.0-5199.0	9.0
barcode02_combined_clusters_9_smolecule.log	1333:0.0-5202.0	18.0
barcode02_combined_clusters_9_smolecule.log	1334:0.0-5199.0	8.0
barcode02_combined_clusters_9_smolecule.log	13344:0.0-5198.0	14.0
barcode02_combined_clusters_9_smolecule.log	13379:0.0-5197.0	19.0
barcode02_combined_clusters_9_smolecule.log	1335:0.0-5193.0	14.0
barcode02_combined_clusters_9_smolecule.log	13385:0.0-5193.0	20.0
barcode02_combined_clusters_9_smolecule.log	13381:0.0-5196.0	12.0
barcode02_combined_clusters_9_smolecule.log	13388:0.0-5199.0	17.0
barcode02_combined_clusters_9_smolecule.log	1338:0.0-5196.0	15.0
barcode02_combined_clusters_9_smolecule.log	13402:0.0-5198.0	17.0
barcode02_combined_clusters_9_smolecule.log	13406:0.0-5194.0	8.0
barcode02_combined_clusters_9_smolecule.log	13407:0.0-5195.0	13.0
barcode02_combined_clusters_9_smolecule.log	13428:0.0-5195.0	9.0
barcode02_combined_clusters_9_smolecule.log	1343:0.0-5199.0	15.0
barcode02_combined_clusters_9_smolecule.log	13444:0.0-5197.0	11.0
barcode02_combined_clusters_9_smolecule.log	13445:0.0-5201.0	18.0
barcode02_combined_clusters_9_smolecule.log	13446:0.0-5201.0	8.0
barcode02_combined_clusters_9_smolecule.log	13476:0.0-5199.0	12.0
barcode02_combined_clusters_9_smolecule.log	13496:0.0-5196.0	8.0
barcode02_combined_clusters_9_smolecule.log	13498:0.0-5195.0	7.0
barcode02_combined_clusters_9_smolecule.log	13520:0.0-5195.0	14.0
barcode02_combined_clusters_9_smolecule.log	1352:0.0-5193.0	11.0
barcode02_combined_clusters_9_smolecule.log	13534:0.0-5198.0	7.0
barcode02_combined_clusters_9_smolecule.log	1355:0.0-5195.0	17.0
barcode02_combined_clusters_9_smolecule.log	13565:0.0-5199.0	20.0
barcode02_combined_clusters_9_smolecule.log	13564:0.0-5195.0	14.0
barcode02_combined_clusters_9_smolecule.log	13567:0.0-5195.0	8.0
barcode02_combined_clusters_9_smolecule.log	13595:0.0-5198.0	15.0
barcode02_combined_clusters_9_smolecule.log	13616:0.0-5195.0	15.0
barcode02_combined_clusters_9_smolecule.log	135:0.0-5196.0	13.0
barcode02_combined_clusters_9_smolecule.log	13617:0.0-5200.0	7.0
barcode02_combined_clusters_9_smolecule.log	13625:0.0-5193.0	6.0
barcode02_combined_clusters_9_smolecule.log	1362:0.0-5197.0	11.0
barcode02_combined_clusters_9_smolecule.log	13640:0.0-5199.0	10.0
barcode02_combined_clusters_9_smolecule.log	13646:0.0-5193.0	20.0
barcode02_combined_clusters_9_smolecule.log	13659:0.0-5195.0	10.0
barcode02_combined_clusters_9_smolecule.log	1365:0.0-5193.0	17.0
