sample	target	n_cluster	task_index
barcode65	lpa5104	2113	153
barcode67	lpa5104	1626	154
barcode71	lpa5104	1555	155
barcode72	lpa5104	1948	156
barcode66	lpa5104	1655	157
barcode68	lpa5104	2055	158
barcode69	lpa5104	1681	159
barcode70	lpa5104	1942	160
