output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode71_64	3	2431	2666	0.9118529632408102	5097	4786	93.89837159113203
