output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode71_39	3	2484	2651	0.9370049038098831	5135	4825	93.96299902629016
