sample	target	n_cluster	task_index
barcode69	lpa5104	160	59
barcode66	lpa5104	362	60
barcode70	lpa5104	388	61
barcode68	lpa5104	635	62
barcode67	lpa5104	562	63
barcode71	lpa5104	567	64
barcode72	lpa5104	264	65
barcode65	lpa5104	571	66
