cluster_id	cluster_written	reads_found	reads_found_fwd	reads_found_rev	reads_written_fwd	reads_written_rev	reads_skipped_fwd	reads_skipped_rev
0_sub0	0	1	1	0	0	0	1	0
0_sub1	0	5	1	4	0	0	1	4
1001_sub0	0	1	0	1	0	0	0	1
1001_sub1	0	4	3	1	0	0	3	1
1001_sub2	0	1	0	1	0	0	0	1
1003_sub0	1	6	4	2	4	2	0	0
1003_sub1	0	1	0	1	0	0	0	1
1003_sub2	0	1	1	0	0	0	1	0
1003_sub3	0	1	0	1	0	0	0	1
1008_sub0	1	6	3	3	3	3	0	0
1025_sub0	1	6	3	3	3	3	0	0
1025_sub1	0	1	0	1	0	0	0	1
1031_sub0	1	8	2	6	2	6	0	0
1031_sub1	0	1	0	1	0	0	0	1
1031_sub2	0	1	0	1	0	0	0	1
1032_sub0	1	6	4	2	4	2	0	0
1032_sub1	0	1	0	1	0	0	0	1
1046_sub0	0	1	1	0	0	0	1	0
1046_sub1	1	6	5	1	5	1	0	0
1047_sub0	0	4	2	2	0	0	2	2
1047_sub1	0	1	1	0	0	0	1	0
1047_sub2	0	1	0	1	0	0	0	1
1047_sub3	0	1	1	0	0	0	1	0
1054_sub0	0	1	1	0	0	0	1	0
1054_sub1	0	4	3	1	0	0	3	1
1054_sub2	0	1	0	1	0	0	0	1
1054_sub3	0	1	1	0	0	0	1	0
1054_sub4	0	1	1	0	0	0	1	0
1058_sub0	0	5	1	4	0	0	1	4
1058_sub1	0	1	1	0	0	0	1	0
10697_sub0	0	1	0	1	0	0	0	1
10697_sub1	0	1	0	1	0	0	0	1
10697_sub2	0	3	2	1	0	0	2	1
10697_sub3	0	1	1	0	0	0	1	0
1071_sub0	0	3	1	2	0	0	1	2
1071_sub1	0	1	1	0	0	0	1	0
1071_sub2	0	1	1	0	0	0	1	0
1071_sub3	0	1	0	1	0	0	0	1
1072_sub0	1	8	2	6	2	6	0	0
1072_sub1	0	1	0	1	0	0	0	1
1072_sub2	0	1	0	1	0	0	0	1
1080_sub0	0	4	2	2	0	0	2	2
1080_sub1	0	1	0	1	0	0	0	1
1080_sub2	0	1	1	0	0	0	1	0
1113_sub0	0	5	0	5	0	0	0	5
1113_sub1	0	1	0	1	0	0	0	1
