output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode66_60	3	2275	2432	0.9354440789473685	4707	4365	92.73422562141491
