sample	target	n_cluster	task_index
barcode70	lpa5104	12	19
barcode67	lpa5104	16	20
barcode71	lpa5104	28	21
barcode72	lpa5104	4	23
barcode65	lpa5104	23	24
barcode69	lpa5104	3	25
barcode66	lpa5104	27	26
barcode68	lpa5104	75	27
