task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	e6/4f2770	3963356	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-15 14:47:34.832	1.1s	3ms	110.3%	0	0	57.6 KB	245 B
5	36/6b2013	3963372	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-15 14:47:34.842	17.9s	15.6s	98.1%	24.6 MB	126.6 MB	420.4 MB	353.7 MB
4	dd/faff9f	3963389	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-15 14:47:34.848	18.1s	17.1s	99.0%	24.5 MB	126.6 MB	469.5 MB	395.7 MB
2	9b/8b36bf	3963414	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-15 14:47:34.854	18.5s	17s	99.6%	24.6 MB	126.6 MB	469.9 MB	396.2 MB
6	94/3a7806	3963441	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-15 14:47:34.862	18.5s	17.2s	98.8%	24.5 MB	126.6 MB	470.4 MB	398.2 MB
3	65/c9bff0	3963468	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-15 14:47:34.869	18.5s	17s	99.7%	24.6 MB	126.6 MB	470.3 MB	395.9 MB
7	65/aad15b	3967663	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-15 14:47:53.752	8.5s	7.4s	1002.4%	918.2 MB	26.6 GB	867.9 MB	514.1 MB
8	b9/ac2d38	3967922	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-15 14:47:54.718	11.6s	9.7s	852.7%	1019.5 MB	26.7 GB	970.8 MB	575 MB
9	5f/de4836	3968181	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-15 14:47:56.366	11.7s	9.8s	853.4%	1 GB	26.9 GB	971.7 MB	575.4 MB
10	33/bbfcb8	3968501	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-15 14:47:57.930	10.9s	9.2s	912.6%	941.3 MB	26.9 GB	976.6 MB	578.3 MB
11	db/47ad50	3969050	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (5)	COMPLETED	0	2025-07-15 14:47:59.546	10.4s	8.4s	991.0%	961.4 MB	26.8 GB	971.7 MB	575.7 MB
13	b6/693e1f	3971240	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (2)	COMPLETED	0	2025-07-15 14:48:06.454	38.9s	10.6s	100.0%	23.8 MB	126.1 MB	159.5 MB	396.2 MB
16	76/4b2886	3972925	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (5)	COMPLETED	0	2025-07-15 14:48:09.923	35.4s	10.2s	100.2%	23.7 MB	126.1 MB	160.2 MB	396.5 MB
12	6f/6724c8	3969990	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (1)	COMPLETED	0	2025-07-15 14:48:02.418	42.9s	11s	97.7%	23.9 MB	126.1 MB	142.3 MB	354.4 MB
15	84/51e4fe	3972453	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (4)	COMPLETED	0	2025-07-15 14:48:08.887	36.5s	10.4s	99.9%	24.1 MB	126.1 MB	160 MB	398.8 MB
14	34/b2adc4	3972016	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-15 14:48:08.047	37.3s	10.5s	99.9%	23.6 MB	126.1 MB	159.4 MB	396.3 MB
17	19/4503a2	3975591	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (1)	COMPLETED	0	2025-07-15 14:48:46.056	8.5s	6s	100.0%	31.5 MB	133.4 MB	328.2 MB	280.7 MB
20	9e/b5b218	3975699	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (4)	COMPLETED	0	2025-07-15 14:48:47.451	7.1s	5.3s	99.7%	31.8 MB	133.6 MB	287 MB	247.1 MB
19	22/b9a10c	3975652	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (3)	COMPLETED	0	2025-07-15 14:48:47.026	7.5s	6s	100.0%	31.3 MB	133.4 MB	327.6 MB	281.9 MB
