task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	77/315975	328452	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-14 11:49:45.624	1.2s	3ms	100.0%	0	0	57.6 KB	244 B
5	32/ce7089	328494	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-14 11:49:45.638	17.5s	15.5s	98.7%	24.6 MB	126.6 MB	420.4 MB	353.7 MB
4	21/2ec630	328435	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-14 11:49:45.615	17.9s	17.1s	100.1%	24.6 MB	126.6 MB	469.5 MB	395.7 MB
3	c7/eac33e	328474	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-14 11:49:45.631	18.2s	17.1s	100.0%	24.7 MB	126.6 MB	470.3 MB	395.9 MB
2	0f/a596a4	328515	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-14 11:49:45.644	18.7s	17.1s	100.0%	24.8 MB	126.6 MB	469.9 MB	396.2 MB
6	81/378b6f	328538	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-14 11:49:45.655	18.7s	17.2s	100.0%	24.7 MB	126.6 MB	470.4 MB	398.2 MB
7	31/e3c5e8	332679	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-14 11:50:04.194	8.6s	7.4s	1006.8%	908.8 MB	26.6 GB	867.9 MB	514.1 MB
8	c0/d21205	332956	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-14 11:50:05.306	13s	10.7s	775.5%	1006.3 MB	26.7 GB	970.8 MB	575 MB
9	1c/3e8779	333187	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-14 11:50:07.022	11.9s	10.7s	788.2%	935.7 MB	26.7 GB	971.7 MB	575.7 MB
10	90/61e630	333663	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-14 11:50:08.470	11.2s	9.3s	910.9%	962.1 MB	27.2 GB	971.7 MB	575.4 MB
11	74/213433	334240	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (5)	COMPLETED	0	2025-07-14 11:50:10.246	10.5s	8.3s	1021.0%	933.8 MB	26.9 GB	976.6 MB	578.3 MB
12	c6/d83399	334990	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (1)	COMPLETED	0	2025-07-14 11:50:12.860	13.5s	11.1s	99.1%	23.7 MB	126.1 MB	142.3 MB	354.4 MB
13	48/84f673	336771	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (2)	COMPLETED	0	2025-07-14 11:50:18.293	13.2s	10.6s	100.2%	23.8 MB	126.1 MB	159.5 MB	396.2 MB
14	70/88f362	337161	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-14 11:50:18.982	12.5s	10.7s	100.3%	23.9 MB	126.1 MB	160.2 MB	396.5 MB
15	ba/cb2d9d	337598	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (4)	COMPLETED	0	2025-07-14 11:50:19.685	11.8s	10.4s	100.0%	23.7 MB	126.1 MB	159.4 MB	396.3 MB
16	cf/082f0a	338070	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (5)	COMPLETED	0	2025-07-14 11:50:20.775	12.1s	10.5s	100.1%	24.1 MB	126.1 MB	160 MB	398.8 MB
17	1f/1f25f7	339815	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (1)	COMPLETED	0	2025-07-14 11:50:26.953	6.5s	5.4s	99.9%	31.4 MB	133.4 MB	287 MB	247.1 MB
20	64/6a4766	341434	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (4)	COMPLETED	0	2025-07-14 11:50:33.177	7.1s	6s	100.0%	31.2 MB	133.4 MB	323.4 MB	276.5 MB
19	17/59d1ba	341201	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (3)	COMPLETED	0	2025-07-14 11:50:32.646	7.7s	6.1s	99.9%	31.6 MB	133.3 MB	327.6 MB	281.9 MB
18	d8/2ad608	341176	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (2)	COMPLETED	0	2025-07-14 11:50:32.123	8.2s	5.9s	100.1%	31.6 MB	133.4 MB	324.9 MB	278.1 MB
21	0a/30b07d	341782	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (5)	COMPLETED	0	2025-07-14 11:50:33.721	11s	6s	100.1%	31.5 MB	133.4 MB	328.2 MB	280.7 MB
22	b6/85c04a	343225	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER (1)	COMPLETED	0	2025-07-14 11:50:44.802	14.2s	10.5s	954.8%	1.4 GB	3.6 GB	2.7 GB	3.6 GB
23	95/f77274	344143	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:REFORMAT_FILTER_CLUSTER (barcode02)	COMPLETED	0	2025-07-14 11:51:04.873	21.7s	18.1s	99.2%	41.6 MB	145.3 MB	374.4 MB	699.5 MB
24	d4/be9f3f	347750	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:CLUSTER_STATS (barcode02)	COMPLETED	0	2025-07-14 11:51:26.834	2.5s	1.3s	269.9%	101.1 MB	1.5 GB	30.8 MB	175 KB
25	8b/c35b99	347742	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SUMMARY_CLUSTER_STATS (1)	COMPLETED	0	2025-07-14 11:51:26.830	2.6s	1.3s	261.5%	101.6 MB	1.5 GB	28.9 MB	100.7 KB
26	4b/bb905d	347820	UMI_PIPELINE:UMI_POLISHING:GLUE_CLUSTERS (barcode02)	COMPLETED	0	2025-07-14 11:51:27.042	6.3s	3.4s	104.2%	4.3 MB	5.5 MB	342.5 MB	329.7 MB
32	59/263ee3	354069	UMI_PIPELINE:UMI_POLISHING:ALIGN_CLUSTER (6)	COMPLETED	0	2025-07-14 11:51:33.509	1.5s	433ms	106.1%	6.4 MB	8.5 MB	7.4 MB	4.7 MB
