sample	target	n_cluster	task_index
barcode69	lpa5104	1681	159
barcode70	lpa5104	1942	160
barcode65	lpa5104	2187	161
barcode67	lpa5104	1663	162
barcode68	lpa5104	2113	163
barcode71	lpa5104	1581	164
barcode66	lpa5104	1697	165
barcode72	lpa5104	2034	166
