sample	target	n_cluster	task_index
barcode67	lpa5104	1523	137
barcode65	lpa5104	1950	138
barcode71	lpa5104	1471	139
barcode69	lpa5104	1428	140
barcode72	lpa5104	1701	141
barcode66	lpa5104	1521	142
barcode70	lpa5104	1790	143
barcode68	lpa5104	1950	144
