output_file	max_pattern_distance	detected_forward_strands	detected_reverse_strands	ratio_fwd_rvs	total_reads	included_reads	percent_of_total_reads
extracted_umis_barcode66_52	3	2399	2625	0.9139047619047619	5024	4690	93.35191082802548
