cluster_id	cluster_written	reads_found	reads_found_fwd	reads_found_rev	reads_written_fwd	reads_written_rev	reads_skipped_fwd	reads_skipped_rev
10_sub0	1	8	8	0	8	0	0	0
100_sub0	1	16	16	0	16	0	0	0
1000_sub0	1	20	20	0	20	0	0	0
1005_sub0	1	9	9	0	9	0	0	0
1006_sub0	1	13	13	0	13	0	0	0
1018_sub0	1	7	7	0	7	0	0	0
1022_sub0	1	9	9	0	9	0	0	0
1026_sub0	1	7	7	0	7	0	0	0
103_sub0	1	8	8	0	8	0	0	0
1031_sub0	1	12	12	0	12	0	0	0
1034_sub0	1	11	11	0	11	0	0	0
1037_sub0	1	13	13	0	13	0	0	0
1038_sub0	1	11	11	0	11	0	0	0
1048_sub0	1	10	10	0	10	0	0	0
1049_sub0	1	7	7	0	7	0	0	0
1054_sub0	1	8	8	0	8	0	0	0
1055_sub0	1	13	13	0	13	0	0	0
1056_sub0	1	13	13	0	13	0	0	0
1057_sub0	1	10	10	0	10	0	0	0
1062_sub0	1	10	10	0	10	0	0	0
1072_sub0	1	9	9	0	9	0	0	0
1073_sub0	1	12	12	0	12	0	0	0
1074_sub0	1	7	7	0	7	0	0	0
1077_sub0	1	10	10	0	10	0	0	0
108_sub0	1	9	9	0	9	0	0	0
1083_sub0	1	9	9	0	9	0	0	0
1090_sub0	1	11	11	0	11	0	0	0
1093_sub0	1	8	8	0	8	0	0	0
1097_sub0	1	9	9	0	9	0	0	0
1098_sub0	1	10	10	0	10	0	0	0
1102_sub0	1	228	0	228	0	20	0	208
1109_sub0	1	11	11	0	11	0	0	0
111_sub0	1	8	8	0	8	0	0	0
1117_sub0	1	10	10	0	10	0	0	0
1120_sub0	1	23	0	23	0	20	0	3
1122_sub0	1	7	7	0	7	0	0	0
1125_sub0	1	6	6	0	6	0	0	0
1134_sub0	1	6	6	0	6	0	0	0
1141_sub0	1	9	9	0	9	0	0	0
1142_sub0	1	10	10	0	10	0	0	0
1143_sub0	1	8	8	0	8	0	0	0
1144_sub0	1	6	6	0	6	0	0	0
1149_sub0	1	7	7	0	7	0	0	0
1157_sub0	1	14	14	0	14	0	0	0
1158_sub0	1	11	11	0	11	0	0	0
1160_sub0	1	6	6	0	6	0	0	0
1161_sub0	1	6	6	0	6	0	0	0
1163_sub0	1	8	8	0	8	0	0	0
118_sub0	1	9	9	0	9	0	0	0
1181_sub0	1	17	17	0	17	0	0	0
1185_sub0	1	6	6	0	6	0	0	0
1186_sub0	1	8	8	0	8	0	0	0
1189_sub0	1	6	6	0	6	0	0	0
1190_sub0	1	12	12	0	12	0	0	0
1191_sub0	1	10	10	0	10	0	0	0
1199_sub0	1	6	6	0	6	0	0	0
1204_sub0	1	11	11	0	11	0	0	0
1211_sub0	1	8	8	0	8	0	0	0
1214_sub0	1	13	13	0	13	0	0	0
1216_sub0	1	7	7	0	7	0	0	0
1224_sub0	1	11	11	0	11	0	0	0
1232_sub0	1	17	17	0	17	0	0	0
1244_sub0	1	8	8	0	8	0	0	0
1255_sub0	1	6	6	0	6	0	0	0
1268_sub0	1	8	8	0	8	0	0	0
1269_sub0	1	14	14	0	14	0	0	0
1270_sub0	1	13	13	0	13	0	0	0
1286_sub0	1	8	8	0	8	0	0	0
1288_sub0	1	9	9	0	9	0	0	0
1298_sub0	1	8	8	0	8	0	0	0
1304_sub0	1	13	13	0	13	0	0	0
1309_sub0	1	11	11	0	11	0	0	0
131_sub0	1	8	8	0	8	0	0	0
1318_sub0	1	8	8	0	8	0	0	0
132_sub0	1	9	9	0	9	0	0	0
1325_sub0	1	8	8	0	8	0	0	0
1328_sub0	1	11	11	0	11	0	0	0
1342_sub0	1	7	7	0	7	0	0	0
1343_sub0	1	7	7	0	7	0	0	0
1345_sub0	1	7	7	0	7	0	0	0
1351_sub0	1	7	7	0	7	0	0	0
1356_sub0	1	7	7	0	7	0	0	0
1359_sub0	1	8	8	0	8	0	0	0
1366_sub0	1	8	8	0	8	0	0	0
1370_sub0	1	8	8	0	8	0	0	0
1374_sub0	1	6	6	0	6	0	0	0
1381_sub0	1	7	7	0	7	0	0	0
1382_sub0	1	11	11	0	11	0	0	0
1383_sub0	1	6	6	0	6	0	0	0
1387_sub0	1	10	10	0	10	0	0	0
1394_sub0	1	8	8	0	8	0	0	0
1396_sub0	1	8	8	0	8	0	0	0
141_sub0	1	7	7	0	7	0	0	0
1410_sub0	1	22	22	0	20	0	2	0
1418_sub0	1	6	6	0	6	0	0	0
1438_sub0	1	7	7	0	7	0	0	0
145_sub0	1	6	6	0	6	0	0	0
1451_sub0	1	6	6	0	6	0	0	0
1452_sub0	1	10	10	0	10	0	0	0
1459_sub0	1	6	6	0	6	0	0	0
146_sub0	1	11	11	0	11	0	0	0
1463_sub0	1	16	16	0	16	0	0	0
1468_sub0	1	10	10	0	10	0	0	0
1478_sub0	1	7	7	0	7	0	0	0
1481_sub0	1	6	6	0	6	0	0	0
1487_sub0	1	7	7	0	7	0	0	0
1496_sub0	1	8	8	0	8	0	0	0
1500_sub0	1	9	9	0	9	0	0	0
1504_sub0	1	11	11	0	11	0	0	0
1508_sub0	1	9	9	0	9	0	0	0
151_sub0	1	7	6	1	6	1	0	0
1512_sub0	1	8	8	0	8	0	0	0
1515_sub0	1	9	9	0	9	0	0	0
1523_sub0	1	10	10	0	10	0	0	0
1528_sub0	1	10	10	0	10	0	0	0
154_sub0	1	14	14	0	14	0	0	0
1541_sub0	1	9	9	0	9	0	0	0
1554_sub0	1	6	6	0	6	0	0	0
1558_sub0	1	14	14	0	14	0	0	0
1568_sub0	1	9	9	0	9	0	0	0
159_sub0	1	22	22	0	20	0	2	0
1596_sub0	1	7	7	0	7	0	0	0
160_sub0	1	9	9	0	9	0	0	0
1602_sub0	1	6	6	0	6	0	0	0
1606_sub0	1	6	6	0	6	0	0	0
1632_sub0	1	6	6	0	6	0	0	0
