cluster_id	cluster_written	reads_found	reads_found_fwd	reads_found_rev	reads_written_fwd	reads_written_rev	reads_skipped_fwd	reads_skipped_rev
10_sub0	1	25	25	0	20	0	5	0
1010_sub0	1	26	26	0	20	0	6	0
1012_sub0	1	15	15	0	15	0	0	0
1013_sub0	1	36	36	0	20	0	16	0
1024_sub0	1	57	57	0	20	0	37	0
1032_sub0	1	15	15	0	15	0	0	0
1038_sub0	1	30	30	0	20	0	10	0
1050_sub0	1	23	23	0	20	0	3	0
1053_sub0	1	58	58	0	20	0	38	0
1057_sub0	1	31	31	0	20	0	11	0
1074_sub0	1	41	41	0	20	0	21	0
1075_sub0	1	32	32	0	20	0	12	0
1079_sub0	1	29	29	0	20	0	9	0
1081_sub0	1	15	15	0	15	0	0	0
1087_sub0	1	13	13	0	13	0	0	0
10870_sub0	1	6	0	6	0	6	0	0
10886_sub0	1	18	0	18	0	18	0	0
10891_sub0	1	35	0	35	0	20	0	15
1097_sub0	1	29	29	0	20	0	9	0
1099_sub0	1	33	33	0	20	0	13	0
11008_sub0	1	22	0	22	0	20	0	2
11057_sub0	1	6	0	6	0	6	0	0
1111_sub0	1	30	30	0	20	0	10	0
1112_sub0	1	68	68	0	20	0	48	0
1113_sub0	1	10	10	0	10	0	0	0
1116_sub0	1	6	6	0	6	0	0	0
1123_sub0	1	31	31	0	20	0	11	0
1127_sub0	1	9	9	0	9	0	0	0
1132_sub0	1	21	21	0	20	0	1	0
1133_sub0	1	31	31	0	20	0	11	0
1138_sub0	1	34	34	0	20	0	14	0
11384_sub0	1	6	0	6	0	6	0	0
1142_sub0	1	22	22	0	20	0	2	0
1144_sub0	1	37	37	0	20	0	17	0
1148_sub0	1	17	17	0	17	0	0	0
1157_sub0	1	36	36	0	20	0	16	0
116_sub0	1	13	13	0	13	0	0	0
1166_sub0	1	17	17	0	17	0	0	0
1177_sub0	1	11	11	0	11	0	0	0
118_sub0	1	13	13	0	13	0	0	0
1198_sub0	1	19	19	0	19	0	0	0
1203_sub0	1	6	6	0	6	0	0	0
1205_sub0	1	28	28	0	20	0	8	0
1211_sub0	1	26	26	0	20	0	6	0
1215_sub0	1	59	59	0	20	0	39	0
1216_sub0	1	38	38	0	20	0	18	0
1217_sub0	1	30	30	0	20	0	10	0
12261_sub0	1	8	0	8	0	8	0	0
12266_sub0	1	8	0	8	0	8	0	0
12270_sub0	1	7	0	7	0	7	0	0
1229_sub0	1	20	20	0	20	0	0	0
1233_sub0	1	29	29	0	20	0	9	0
1234_sub0	1	37	37	0	20	0	17	0
1236_sub0	1	30	30	0	20	0	10	0
1238_sub0	1	20	20	0	20	0	0	0
12406_sub0	1	6	0	6	0	6	0	0
1246_sub0	1	13	13	0	13	0	0	0
1248_sub0	1	25	0	25	0	20	0	5
1249_sub0	1	18	18	0	18	0	0	0
1263_sub0	1	39	39	0	20	0	19	0
127_sub0	1	41	41	0	20	0	21	0
1273_sub0	1	26	26	0	20	0	6	0
1291_sub0	1	30	30	0	20	0	10	0
1295_sub0	1	26	26	0	20	0	6	0
1299_sub0	1	21	21	0	20	0	1	0
1303_sub0	1	48	48	0	20	0	28	0
1312_sub0	1	40	40	0	20	0	20	0
1318_sub0	1	13	13	0	13	0	0	0
1321_sub0	1	22	22	0	20	0	2	0
1334_sub0	1	9	9	0	9	0	0	0
1342_sub0	1	39	39	0	20	0	19	0
1344_sub0	1	45	45	0	20	0	25	0
1349_sub0	1	7	7	0	7	0	0	0
135_sub0	1	24	24	0	20	0	4	0
1350_sub0	1	23	23	0	20	0	3	0
1352_sub0	1	26	26	0	20	0	6	0
1371_sub0	1	29	29	0	20	0	9	0
1373_sub0	1	22	22	0	20	0	2	0
1377_sub0	1	41	41	0	20	0	21	0
1386_sub0	1	47	47	0	20	0	27	0
1397_sub0	1	6	6	0	6	0	0	0
14_sub0	1	18	18	0	18	0	0	0
1403_sub0	1	35	35	0	20	0	15	0
1412_sub0	1	17	17	0	17	0	0	0
1418_sub0	1	40	40	0	20	0	20	0
1429_sub0	1	7	7	0	7	0	0	0
1433_sub0	1	17	17	0	17	0	0	0
1438_sub0	1	33	33	0	20	0	13	0
144_sub0	1	11	11	0	11	0	0	0
1442_sub0	1	37	37	0	20	0	17	0
1445_sub0	1	31	31	0	20	0	11	0
1446_sub0	1	40	40	0	20	0	20	0
1466_sub0	1	36	36	0	20	0	16	0
1467_sub0	1	8	8	0	8	0	0	0
1473_sub0	1	13	13	0	13	0	0	0
1480_sub0	1	18	18	0	18	0	0	0
1481_sub0	1	29	0	29	0	20	0	9
1489_sub0	1	17	17	0	17	0	0	0
1493_sub0	1	33	33	0	20	0	13	0
1499_sub0	1	20	20	0	20	0	0	0
1504_sub0	1	50	50	0	20	0	30	0
1506_sub0	1	21	21	0	20	0	1	0
1508_sub0	1	39	39	0	20	0	19	0
1509_sub0	1	46	46	0	20	0	26	0
