sample	target	n_cluster	task_index
barcode71	lpa5104	876	80
barcode72	lpa5104	574	82
barcode68	lpa5104	1101	83
barcode66	lpa5104	806	84
barcode70	lpa5104	878	85
barcode69	lpa5104	498	86
barcode67	lpa5104	1013	87
barcode65	lpa5104	1094	88
