sample	target	n_cluster	task_index
barcode72	lpa5104	373	55
barcode68	lpa5104	858	56
barcode69	lpa5104	296	57
barcode66	lpa5104	634	58
barcode70	lpa5104	674	59
barcode65	lpa5104	804	60
barcode67	lpa5104	816	61
barcode71	lpa5104	796	62
