barcode	target	n_cluster	task_index	timestamp	sample	task_index_chtronological	runtime_hours	runtime_minutes
barcode66	lpa5104	136	43	2026-02-02T16:09:00Z	HG02657	40	2.7	162
barcode65	lpa5104	171	44	2026-02-02T16:09:00Z	HG01593	41	2.7	162
barcode70	lpa5104	149	45	2026-02-02T16:09:00Z	NA18868	39	2.7	162
barcode67	lpa5104	281	46	2026-02-02T16:09:00Z	HG02778	38	2.7	162
barcode71	lpa5104	272	47	2026-02-02T16:09:00Z	NA19098	38	2.7	162
barcode69	lpa5104	38	41	2026-02-02T16:11:00Z	HG03765	38	2.7333333333333334	164
barcode68	lpa5104	235	42	2026-02-02T16:11:00Z	HG03234	43	2.7333333333333334	164
barcode66	lpa5104	136	43	2026-02-02T16:11:00Z	HG02657	41	2.7333333333333334	164
barcode65	lpa5104	171	44	2026-02-02T16:11:00Z	HG01593	42	2.7333333333333334	164
barcode70	lpa5104	149	45	2026-02-02T16:11:00Z	NA18868	40	2.7333333333333334	164
barcode67	lpa5104	281	46	2026-02-02T16:11:00Z	HG02778	39	2.7333333333333334	164
barcode71	lpa5104	272	47	2026-02-02T16:11:00Z	NA19098	39	2.7333333333333334	164
barcode72	lpa5104	81	48	2026-02-02T16:11:00Z	NA19190	31	2.7333333333333334	164
barcode69	lpa5104	38	41	2026-02-02T16:18:00Z	HG03765	39	2.85	171
barcode66	lpa5104	136	43	2026-02-02T16:18:00Z	HG02657	42	2.85	171
barcode65	lpa5104	171	44	2026-02-02T16:18:00Z	HG01593	43	2.85	171
barcode70	lpa5104	149	45	2026-02-02T16:18:00Z	NA18868	41	2.85	171
barcode67	lpa5104	281	46	2026-02-02T16:18:00Z	HG02778	40	2.85	171
barcode71	lpa5104	272	47	2026-02-02T16:18:00Z	NA19098	40	2.85	171
barcode72	lpa5104	81	48	2026-02-02T16:18:00Z	NA19190	32	2.85	171
barcode68	lpa5104	367	49	2026-02-02T16:18:00Z	HG03234	44	2.85	171
barcode66	lpa5104	136	43	2026-02-02T16:24:00Z	HG02657	43	2.95	177
barcode65	lpa5104	171	44	2026-02-02T16:24:00Z	HG01593	44	2.95	177
barcode70	lpa5104	149	45	2026-02-02T16:24:00Z	NA18868	42	2.95	177
barcode67	lpa5104	281	46	2026-02-02T16:24:00Z	HG02778	41	2.95	177
barcode71	lpa5104	272	47	2026-02-02T16:24:00Z	NA19098	41	2.95	177
barcode72	lpa5104	81	48	2026-02-02T16:24:00Z	NA19190	33	2.95	177
barcode68	lpa5104	367	49	2026-02-02T16:24:00Z	HG03234	45	2.95	177
barcode69	lpa5104	85	50	2026-02-02T16:24:00Z	HG03765	40	2.95	177
barcode65	lpa5104	171	44	2026-02-02T16:30:00Z	HG01593	45	3.05	183
barcode70	lpa5104	149	45	2026-02-02T16:30:00Z	NA18868	43	3.05	183
barcode67	lpa5104	281	46	2026-02-02T16:30:00Z	HG02778	42	3.05	183
barcode71	lpa5104	272	47	2026-02-02T16:30:00Z	NA19098	42	3.05	183
barcode72	lpa5104	81	48	2026-02-02T16:30:00Z	NA19190	34	3.05	183
barcode68	lpa5104	367	49	2026-02-02T16:30:00Z	HG03234	46	3.05	183
barcode69	lpa5104	85	50	2026-02-02T16:30:00Z	HG03765	41	3.05	183
barcode66	lpa5104	245	51	2026-02-02T16:30:00Z	HG02657	44	3.05	183
barcode70	lpa5104	149	45	2026-02-02T16:31:00Z	NA18868	44	3.066666666666667	184
barcode67	lpa5104	281	46	2026-02-02T16:31:00Z	HG02778	43	3.066666666666667	184
barcode71	lpa5104	272	47	2026-02-02T16:31:00Z	NA19098	43	3.066666666666667	184
barcode72	lpa5104	81	48	2026-02-02T16:31:00Z	NA19190	35	3.066666666666667	184
barcode68	lpa5104	367	49	2026-02-02T16:31:00Z	HG03234	47	3.066666666666667	184
barcode69	lpa5104	85	50	2026-02-02T16:31:00Z	HG03765	42	3.066666666666667	184
barcode66	lpa5104	245	51	2026-02-02T16:31:00Z	HG02657	45	3.066666666666667	184
barcode65	lpa5104	284	52	2026-02-02T16:31:00Z	HG01593	46	3.066666666666667	184
barcode67	lpa5104	281	46	2026-02-02T16:36:00Z	HG02778	44	3.15	189
barcode71	lpa5104	272	47	2026-02-02T16:36:00Z	NA19098	44	3.15	189
barcode72	lpa5104	81	48	2026-02-02T16:36:00Z	NA19190	36	3.15	189
barcode68	lpa5104	367	49	2026-02-02T16:36:00Z	HG03234	48	3.15	189
barcode69	lpa5104	85	50	2026-02-02T16:36:00Z	HG03765	43	3.15	189
barcode66	lpa5104	245	51	2026-02-02T16:36:00Z	HG02657	46	3.15	189
barcode65	lpa5104	284	52	2026-02-02T16:36:00Z	HG01593	47	3.15	189
barcode70	lpa5104	281	53	2026-02-02T16:36:00Z	NA18868	45	3.15	189
barcode71	lpa5104	272	47	2026-02-02T16:42:00Z	NA19098	45	3.25	195
barcode72	lpa5104	81	48	2026-02-02T16:42:00Z	NA19190	37	3.25	195
barcode68	lpa5104	367	49	2026-02-02T16:42:00Z	HG03234	49	3.25	195
barcode69	lpa5104	85	50	2026-02-02T16:42:00Z	HG03765	44	3.25	195
barcode66	lpa5104	245	51	2026-02-02T16:42:00Z	HG02657	47	3.25	195
barcode65	lpa5104	284	52	2026-02-02T16:42:00Z	HG01593	48	3.25	195
barcode70	lpa5104	281	53	2026-02-02T16:42:00Z	NA18868	46	3.25	195
barcode67	lpa5104	413	54	2026-02-02T16:42:00Z	HG02778	45	3.25	195
barcode72	lpa5104	81	48	2026-02-02T16:44:00Z	NA19190	38	3.283333333333333	197
barcode68	lpa5104	367	49	2026-02-02T16:44:00Z	HG03234	50	3.283333333333333	197
barcode69	lpa5104	85	50	2026-02-02T16:44:00Z	HG03765	45	3.283333333333333	197
barcode66	lpa5104	245	51	2026-02-02T16:44:00Z	HG02657	48	3.283333333333333	197
barcode65	lpa5104	284	52	2026-02-02T16:44:00Z	HG01593	49	3.283333333333333	197
barcode70	lpa5104	281	53	2026-02-02T16:44:00Z	NA18868	47	3.283333333333333	197
barcode67	lpa5104	413	54	2026-02-02T16:44:00Z	HG02778	46	3.283333333333333	197
barcode71	lpa5104	425	55	2026-02-02T16:44:00Z	NA19098	46	3.283333333333333	197
barcode69	lpa5104	85	50	2026-02-02T16:46:00Z	HG03765	46	3.316666666666667	199
barcode66	lpa5104	245	51	2026-02-02T16:46:00Z	HG02657	49	3.316666666666667	199
barcode65	lpa5104	284	52	2026-02-02T16:46:00Z	HG01593	50	3.316666666666667	199
barcode70	lpa5104	281	53	2026-02-02T16:46:00Z	NA18868	48	3.316666666666667	199
barcode67	lpa5104	413	54	2026-02-02T16:46:00Z	HG02778	47	3.316666666666667	199
barcode71	lpa5104	425	55	2026-02-02T16:46:00Z	NA19098	47	3.316666666666667	199
barcode68	lpa5104	506	56	2026-02-02T16:46:00Z	HG03234	51	3.316666666666667	199
barcode72	lpa5104	169	57	2026-02-02T16:46:00Z	NA19190	39	3.316666666666667	199
barcode69	lpa5104	85	50	2026-02-02T17:01:00Z	HG03765	47	3.566666666666667	214
barcode66	lpa5104	245	51	2026-02-02T17:01:00Z	HG02657	50	3.566666666666667	214
barcode70	lpa5104	281	53	2026-02-02T17:01:00Z	NA18868	49	3.566666666666667	214
barcode67	lpa5104	413	54	2026-02-02T17:01:00Z	HG02778	48	3.566666666666667	214
barcode71	lpa5104	425	55	2026-02-02T17:01:00Z	NA19098	48	3.566666666666667	214
barcode68	lpa5104	506	56	2026-02-02T17:01:00Z	HG03234	52	3.566666666666667	214
barcode72	lpa5104	169	57	2026-02-02T17:01:00Z	NA19190	40	3.566666666666667	214
barcode65	lpa5104	429	58	2026-02-02T17:01:00Z	HG01593	51	3.566666666666667	214
barcode66	lpa5104	245	51	2026-02-02T17:02:00Z	HG02657	51	3.5833333333333335	215
barcode70	lpa5104	281	53	2026-02-02T17:02:00Z	NA18868	50	3.5833333333333335	215
barcode67	lpa5104	413	54	2026-02-02T17:02:00Z	HG02778	49	3.5833333333333335	215
barcode71	lpa5104	425	55	2026-02-02T17:02:00Z	NA19098	49	3.5833333333333335	215
barcode68	lpa5104	506	56	2026-02-02T17:02:00Z	HG03234	53	3.5833333333333335	215
barcode72	lpa5104	169	57	2026-02-02T17:02:00Z	NA19190	41	3.5833333333333335	215
barcode65	lpa5104	429	58	2026-02-02T17:02:00Z	HG01593	52	3.5833333333333335	215
barcode69	lpa5104	160	59	2026-02-02T17:02:00Z	HG03765	48	3.5833333333333335	215
barcode70	lpa5104	281	53	2026-02-02T17:04:00Z	NA18868	51	3.6166666666666667	217
barcode67	lpa5104	413	54	2026-02-02T17:04:00Z	HG02778	50	3.6166666666666667	217
barcode71	lpa5104	425	55	2026-02-02T17:04:00Z	NA19098	50	3.6166666666666667	217
barcode68	lpa5104	506	56	2026-02-02T17:04:00Z	HG03234	54	3.6166666666666667	217
barcode72	lpa5104	169	57	2026-02-02T17:04:00Z	NA19190	42	3.6166666666666667	217
barcode65	lpa5104	429	58	2026-02-02T17:04:00Z	HG01593	53	3.6166666666666667	217
barcode69	lpa5104	160	59	2026-02-02T17:04:00Z	HG03765	49	3.6166666666666667	217
barcode66	lpa5104	362	60	2026-02-02T17:04:00Z	HG02657	52	3.6166666666666667	217
barcode67	lpa5104	413	54	2026-02-02T17:10:00Z	HG02778	51	3.716666666666667	223
barcode71	lpa5104	425	55	2026-02-02T17:10:00Z	NA19098	51	3.716666666666667	223
barcode68	lpa5104	506	56	2026-02-02T17:10:00Z	HG03234	55	3.716666666666667	223
barcode72	lpa5104	169	57	2026-02-02T17:10:00Z	NA19190	43	3.716666666666667	223
barcode65	lpa5104	429	58	2026-02-02T17:10:00Z	HG01593	54	3.716666666666667	223
barcode69	lpa5104	160	59	2026-02-02T17:10:00Z	HG03765	50	3.716666666666667	223
barcode66	lpa5104	362	60	2026-02-02T17:10:00Z	HG02657	53	3.716666666666667	223
barcode70	lpa5104	388	61	2026-02-02T17:10:00Z	NA18868	52	3.716666666666667	223
barcode67	lpa5104	413	54	2026-02-02T17:14:00Z	HG02778	52	3.783333333333333	227
barcode71	lpa5104	425	55	2026-02-02T17:14:00Z	NA19098	52	3.783333333333333	227
barcode72	lpa5104	169	57	2026-02-02T17:14:00Z	NA19190	44	3.783333333333333	227
barcode65	lpa5104	429	58	2026-02-02T17:14:00Z	HG01593	55	3.783333333333333	227
barcode69	lpa5104	160	59	2026-02-02T17:14:00Z	HG03765	51	3.783333333333333	227
barcode66	lpa5104	362	60	2026-02-02T17:14:00Z	HG02657	54	3.783333333333333	227
barcode70	lpa5104	388	61	2026-02-02T17:14:00Z	NA18868	53	3.783333333333333	227
barcode68	lpa5104	635	62	2026-02-02T17:14:00Z	HG03234	56	3.783333333333333	227
barcode71	lpa5104	425	55	2026-02-02T17:17:00Z	NA19098	53	3.8333333333333335	230
barcode72	lpa5104	169	57	2026-02-02T17:17:00Z	NA19190	45	3.8333333333333335	230
barcode65	lpa5104	429	58	2026-02-02T17:17:00Z	HG01593	56	3.8333333333333335	230
barcode69	lpa5104	160	59	2026-02-02T17:17:00Z	HG03765	52	3.8333333333333335	230
barcode66	lpa5104	362	60	2026-02-02T17:17:00Z	HG02657	55	3.8333333333333335	230
barcode70	lpa5104	388	61	2026-02-02T17:17:00Z	NA18868	54	3.8333333333333335	230
barcode68	lpa5104	635	62	2026-02-02T17:17:00Z	HG03234	57	3.8333333333333335	230
barcode67	lpa5104	562	63	2026-02-02T17:17:00Z	HG02778	53	3.8333333333333335	230
barcode72	lpa5104	169	57	2026-02-02T17:20:00Z	NA19190	46	3.8833333333333333	233
barcode65	lpa5104	429	58	2026-02-02T17:20:00Z	HG01593	57	3.8833333333333333	233
barcode69	lpa5104	160	59	2026-02-02T17:20:00Z	HG03765	53	3.8833333333333333	233
barcode66	lpa5104	362	60	2026-02-02T17:20:00Z	HG02657	56	3.8833333333333333	233
barcode70	lpa5104	388	61	2026-02-02T17:20:00Z	NA18868	55	3.8833333333333333	233
barcode68	lpa5104	635	62	2026-02-02T17:20:00Z	HG03234	58	3.8833333333333333	233
barcode67	lpa5104	562	63	2026-02-02T17:20:00Z	HG02778	54	3.8833333333333333	233
barcode71	lpa5104	567	64	2026-02-02T17:20:00Z	NA19098	54	3.8833333333333333	233
barcode65	lpa5104	429	58	2026-02-02T17:23:00Z	HG01593	58	3.933333333333333	236
barcode69	lpa5104	160	59	2026-02-02T17:23:00Z	HG03765	54	3.933333333333333	236
barcode66	lpa5104	362	60	2026-02-02T17:23:00Z	HG02657	57	3.933333333333333	236
barcode70	lpa5104	388	61	2026-02-02T17:23:00Z	NA18868	56	3.933333333333333	236
barcode68	lpa5104	635	62	2026-02-02T17:23:00Z	HG03234	59	3.933333333333333	236
barcode67	lpa5104	562	63	2026-02-02T17:23:00Z	HG02778	55	3.933333333333333	236
barcode71	lpa5104	567	64	2026-02-02T17:23:00Z	NA19098	55	3.933333333333333	236
barcode72	lpa5104	264	65	2026-02-02T17:23:00Z	NA19190	47	3.933333333333333	236
barcode69	lpa5104	160	59	2026-02-02T17:35:00Z	HG03765	55	4.133333333333334	248
barcode66	lpa5104	362	60	2026-02-02T17:35:00Z	HG02657	58	4.133333333333334	248
barcode70	lpa5104	388	61	2026-02-02T17:35:00Z	NA18868	57	4.133333333333334	248
barcode68	lpa5104	635	62	2026-02-02T17:35:00Z	HG03234	60	4.133333333333334	248
barcode67	lpa5104	562	63	2026-02-02T17:35:00Z	HG02778	56	4.133333333333334	248
barcode71	lpa5104	567	64	2026-02-02T17:35:00Z	NA19098	56	4.133333333333334	248
barcode72	lpa5104	264	65	2026-02-02T17:35:00Z	NA19190	48	4.133333333333334	248
barcode65	lpa5104	571	66	2026-02-02T17:35:00Z	HG01593	59	4.133333333333334	248
barcode69	lpa5104	160	59	2026-02-02T17:41:00Z	HG03765	56	4.233333333333333	254
barcode70	lpa5104	388	61	2026-02-02T17:41:00Z	NA18868	58	4.233333333333333	254
barcode68	lpa5104	635	62	2026-02-02T17:41:00Z	HG03234	61	4.233333333333333	254
barcode67	lpa5104	562	63	2026-02-02T17:41:00Z	HG02778	57	4.233333333333333	254
barcode71	lpa5104	567	64	2026-02-02T17:41:00Z	NA19098	57	4.233333333333333	254
barcode72	lpa5104	264	65	2026-02-02T17:41:00Z	NA19190	49	4.233333333333333	254
barcode65	lpa5104	571	66	2026-02-02T17:41:00Z	HG01593	60	4.233333333333333	254
barcode66	lpa5104	509	67	2026-02-02T17:41:00Z	HG02657	59	4.233333333333333	254
barcode70	lpa5104	388	61	2026-02-02T17:44:00Z	NA18868	59	4.283333333333333	257
barcode68	lpa5104	635	62	2026-02-02T17:44:00Z	HG03234	62	4.283333333333333	257
barcode67	lpa5104	562	63	2026-02-02T17:44:00Z	HG02778	58	4.283333333333333	257
barcode71	lpa5104	567	64	2026-02-02T17:44:00Z	NA19098	58	4.283333333333333	257
barcode72	lpa5104	264	65	2026-02-02T17:44:00Z	NA19190	50	4.283333333333333	257
barcode65	lpa5104	571	66	2026-02-02T17:44:00Z	HG01593	61	4.283333333333333	257
barcode66	lpa5104	509	67	2026-02-02T17:44:00Z	HG02657	60	4.283333333333333	257
barcode69	lpa5104	242	68	2026-02-02T17:44:00Z	HG03765	57	4.283333333333333	257
barcode70	lpa5104	388	61	2026-02-02T17:47:00Z	NA18868	60	4.333333333333333	260
barcode67	lpa5104	562	63	2026-02-02T17:47:00Z	HG02778	59	4.333333333333333	260
barcode71	lpa5104	567	64	2026-02-02T17:47:00Z	NA19098	59	4.333333333333333	260
barcode72	lpa5104	264	65	2026-02-02T17:47:00Z	NA19190	51	4.333333333333333	260
barcode65	lpa5104	571	66	2026-02-02T17:47:00Z	HG01593	62	4.333333333333333	260
barcode66	lpa5104	509	67	2026-02-02T17:47:00Z	HG02657	61	4.333333333333333	260
barcode69	lpa5104	242	68	2026-02-02T17:47:00Z	HG03765	58	4.333333333333333	260
barcode68	lpa5104	810	69	2026-02-02T17:47:00Z	HG03234	63	4.333333333333333	260
barcode67	lpa5104	562	63	2026-02-02T17:48:00Z	HG02778	60	4.35	261
barcode71	lpa5104	567	64	2026-02-02T17:48:00Z	NA19098	60	4.35	261
barcode72	lpa5104	264	65	2026-02-02T17:48:00Z	NA19190	52	4.35	261
barcode65	lpa5104	571	66	2026-02-02T17:48:00Z	HG01593	63	4.35	261
barcode66	lpa5104	509	67	2026-02-02T17:48:00Z	HG02657	62	4.35	261
barcode69	lpa5104	242	68	2026-02-02T17:48:00Z	HG03765	59	4.35	261
barcode68	lpa5104	810	69	2026-02-02T17:48:00Z	HG03234	64	4.35	261
barcode70	lpa5104	528	70	2026-02-02T17:48:00Z	NA18868	61	4.35	261
barcode71	lpa5104	567	64	2026-02-02T17:57:00Z	NA19098	61	4.5	270
barcode72	lpa5104	264	65	2026-02-02T17:57:00Z	NA19190	53	4.5	270
barcode65	lpa5104	571	66	2026-02-02T17:57:00Z	HG01593	64	4.5	270
barcode66	lpa5104	509	67	2026-02-02T17:57:00Z	HG02657	63	4.5	270
barcode69	lpa5104	242	68	2026-02-02T17:57:00Z	HG03765	60	4.5	270
barcode68	lpa5104	810	69	2026-02-02T17:57:00Z	HG03234	65	4.5	270
barcode70	lpa5104	528	70	2026-02-02T17:57:00Z	NA18868	62	4.5	270
barcode67	lpa5104	723	71	2026-02-02T17:57:00Z	HG02778	61	4.5	270
barcode72	lpa5104	264	65	2026-02-02T18:00:00Z	NA19190	54	4.55	273
barcode65	lpa5104	571	66	2026-02-02T18:00:00Z	HG01593	65	4.55	273
barcode66	lpa5104	509	67	2026-02-02T18:00:00Z	HG02657	64	4.55	273
barcode69	lpa5104	242	68	2026-02-02T18:00:00Z	HG03765	61	4.55	273
barcode68	lpa5104	810	69	2026-02-02T18:00:00Z	HG03234	66	4.55	273
barcode70	lpa5104	528	70	2026-02-02T18:00:00Z	NA18868	63	4.55	273
barcode67	lpa5104	723	71	2026-02-02T18:00:00Z	HG02778	62	4.55	273
barcode71	lpa5104	717	72	2026-02-02T18:00:00Z	NA19098	62	4.55	273
barcode65	lpa5104	571	66	2026-02-02T18:03:00Z	HG01593	66	4.6	276
barcode66	lpa5104	509	67	2026-02-02T18:03:00Z	HG02657	65	4.6	276
barcode69	lpa5104	242	68	2026-02-02T18:03:00Z	HG03765	62	4.6	276
barcode68	lpa5104	810	69	2026-02-02T18:03:00Z	HG03234	67	4.6	276
barcode70	lpa5104	528	70	2026-02-02T18:03:00Z	NA18868	64	4.6	276
barcode67	lpa5104	723	71	2026-02-02T18:03:00Z	HG02778	63	4.6	276
barcode71	lpa5104	717	72	2026-02-02T18:03:00Z	NA19098	63	4.6	276
barcode72	lpa5104	429	73	2026-02-02T18:03:00Z	NA19190	55	4.6	276
barcode66	lpa5104	509	67	2026-02-02T18:08:00Z	HG02657	66	4.683333333333334	281
barcode69	lpa5104	242	68	2026-02-02T18:08:00Z	HG03765	63	4.683333333333334	281
barcode68	lpa5104	810	69	2026-02-02T18:08:00Z	HG03234	68	4.683333333333334	281
barcode70	lpa5104	528	70	2026-02-02T18:08:00Z	NA18868	65	4.683333333333334	281
barcode67	lpa5104	723	71	2026-02-02T18:08:00Z	HG02778	64	4.683333333333334	281
barcode71	lpa5104	717	72	2026-02-02T18:08:00Z	NA19098	64	4.683333333333334	281
barcode72	lpa5104	429	73	2026-02-02T18:08:00Z	NA19190	56	4.683333333333334	281
barcode65	lpa5104	751	74	2026-02-02T18:08:00Z	HG01593	67	4.683333333333334	281
barcode69	lpa5104	242	68	2026-02-02T18:18:00Z	HG03765	64	4.85	291
barcode70	lpa5104	528	70	2026-02-02T18:18:00Z	NA18868	66	4.85	291
barcode67	lpa5104	723	71	2026-02-02T18:18:00Z	HG02778	65	4.85	291
barcode71	lpa5104	717	72	2026-02-02T18:18:00Z	NA19098	65	4.85	291
barcode72	lpa5104	429	73	2026-02-02T18:18:00Z	NA19190	57	4.85	291
barcode65	lpa5104	751	74	2026-02-02T18:18:00Z	HG01593	68	4.85	291
barcode68	lpa5104	979	75	2026-02-02T18:18:00Z	HG03234	69	4.85	291
barcode66	lpa5104	649	76	2026-02-02T18:18:00Z	HG02657	67	4.85	291
barcode70	lpa5104	528	70	2026-02-02T18:25:00Z	NA18868	67	4.966666666666667	298
barcode67	lpa5104	723	71	2026-02-02T18:25:00Z	HG02778	66	4.966666666666667	298
barcode71	lpa5104	717	72	2026-02-02T18:25:00Z	NA19098	66	4.966666666666667	298
barcode72	lpa5104	429	73	2026-02-02T18:25:00Z	NA19190	58	4.966666666666667	298
barcode65	lpa5104	751	74	2026-02-02T18:25:00Z	HG01593	69	4.966666666666667	298
barcode68	lpa5104	979	75	2026-02-02T18:25:00Z	HG03234	70	4.966666666666667	298
barcode66	lpa5104	649	76	2026-02-02T18:25:00Z	HG02657	68	4.966666666666667	298
barcode69	lpa5104	367	77	2026-02-02T18:25:00Z	HG03765	65	4.966666666666667	298
barcode67	lpa5104	723	71	2026-02-02T18:26:00Z	HG02778	67	4.983333333333333	299
barcode71	lpa5104	717	72	2026-02-02T18:26:00Z	NA19098	67	4.983333333333333	299
barcode72	lpa5104	429	73	2026-02-02T18:26:00Z	NA19190	59	4.983333333333333	299
barcode65	lpa5104	751	74	2026-02-02T18:26:00Z	HG01593	70	4.983333333333333	299
barcode68	lpa5104	979	75	2026-02-02T18:26:00Z	HG03234	71	4.983333333333333	299
barcode66	lpa5104	649	76	2026-02-02T18:26:00Z	HG02657	69	4.983333333333333	299
barcode69	lpa5104	367	77	2026-02-02T18:26:00Z	HG03765	66	4.983333333333333	299
barcode70	lpa5104	694	78	2026-02-02T18:26:00Z	NA18868	68	4.983333333333333	299
barcode71	lpa5104	717	72	2026-02-02T18:34:00Z	NA19098	68	5.116666666666666	307
barcode72	lpa5104	429	73	2026-02-02T18:34:00Z	NA19190	60	5.116666666666666	307
barcode65	lpa5104	751	74	2026-02-02T18:34:00Z	HG01593	71	5.116666666666666	307
barcode68	lpa5104	979	75	2026-02-02T18:34:00Z	HG03234	72	5.116666666666666	307
barcode66	lpa5104	649	76	2026-02-02T18:34:00Z	HG02657	70	5.116666666666666	307
barcode69	lpa5104	367	77	2026-02-02T18:34:00Z	HG03765	67	5.116666666666666	307
barcode70	lpa5104	694	78	2026-02-02T18:34:00Z	NA18868	69	5.116666666666666	307
barcode67	lpa5104	882	79	2026-02-02T18:34:00Z	HG02778	68	5.116666666666666	307
barcode72	lpa5104	429	73	2026-02-02T18:39:00Z	NA19190	61	5.2	312
barcode65	lpa5104	751	74	2026-02-02T18:39:00Z	HG01593	72	5.2	312
barcode68	lpa5104	979	75	2026-02-02T18:39:00Z	HG03234	73	5.2	312
barcode66	lpa5104	649	76	2026-02-02T18:39:00Z	HG02657	71	5.2	312
barcode69	lpa5104	367	77	2026-02-02T18:39:00Z	HG03765	68	5.2	312
barcode70	lpa5104	694	78	2026-02-02T18:39:00Z	NA18868	70	5.2	312
barcode67	lpa5104	882	79	2026-02-02T18:39:00Z	HG02778	69	5.2	312
barcode71	lpa5104	876	80	2026-02-02T18:39:00Z	NA19098	69	5.2	312
barcode72	lpa5104	429	73	2026-02-02T18:41:00Z	NA19190	62	5.233333333333333	314
barcode68	lpa5104	979	75	2026-02-02T18:41:00Z	HG03234	74	5.233333333333333	314
barcode66	lpa5104	649	76	2026-02-02T18:41:00Z	HG02657	72	5.233333333333333	314
barcode69	lpa5104	367	77	2026-02-02T18:41:00Z	HG03765	69	5.233333333333333	314
barcode70	lpa5104	694	78	2026-02-02T18:41:00Z	NA18868	71	5.233333333333333	314
barcode67	lpa5104	882	79	2026-02-02T18:41:00Z	HG02778	70	5.233333333333333	314
barcode71	lpa5104	876	80	2026-02-02T18:41:00Z	NA19098	70	5.233333333333333	314
barcode65	lpa5104	932	81	2026-02-02T18:41:00Z	HG01593	73	5.233333333333333	314
barcode68	lpa5104	979	75	2026-02-02T18:42:00Z	HG03234	75	5.25	315
barcode66	lpa5104	649	76	2026-02-02T18:42:00Z	HG02657	73	5.25	315
barcode69	lpa5104	367	77	2026-02-02T18:42:00Z	HG03765	70	5.25	315
barcode70	lpa5104	694	78	2026-02-02T18:42:00Z	NA18868	72	5.25	315
barcode67	lpa5104	882	79	2026-02-02T18:42:00Z	HG02778	71	5.25	315
barcode71	lpa5104	876	80	2026-02-02T18:42:00Z	NA19098	71	5.25	315
barcode65	lpa5104	932	81	2026-02-02T18:42:00Z	HG01593	74	5.25	315
barcode72	lpa5104	574	82	2026-02-02T18:42:00Z	NA19190	63	5.25	315
barcode66	lpa5104	649	76	2026-02-02T18:50:00Z	HG02657	74	5.383333333333334	323
barcode69	lpa5104	367	77	2026-02-02T18:50:00Z	HG03765	71	5.383333333333334	323
barcode70	lpa5104	694	78	2026-02-02T18:50:00Z	NA18868	73	5.383333333333334	323
barcode67	lpa5104	882	79	2026-02-02T18:50:00Z	HG02778	72	5.383333333333334	323
barcode71	lpa5104	876	80	2026-02-02T18:50:00Z	NA19098	72	5.383333333333334	323
barcode65	lpa5104	932	81	2026-02-02T18:50:00Z	HG01593	75	5.383333333333334	323
barcode72	lpa5104	574	82	2026-02-02T18:50:00Z	NA19190	64	5.383333333333334	323
barcode68	lpa5104	1101	83	2026-02-02T18:50:00Z	HG03234	76	5.383333333333334	323
barcode69	lpa5104	367	77	2026-02-02T18:56:00Z	HG03765	72	5.483333333333333	329
barcode70	lpa5104	694	78	2026-02-02T18:56:00Z	NA18868	74	5.483333333333333	329
barcode67	lpa5104	882	79	2026-02-02T18:56:00Z	HG02778	73	5.483333333333333	329
barcode71	lpa5104	876	80	2026-02-02T18:56:00Z	NA19098	73	5.483333333333333	329
barcode65	lpa5104	932	81	2026-02-02T18:56:00Z	HG01593	76	5.483333333333333	329
barcode72	lpa5104	574	82	2026-02-02T18:56:00Z	NA19190	65	5.483333333333333	329
barcode68	lpa5104	1101	83	2026-02-02T18:56:00Z	HG03234	77	5.483333333333333	329
barcode66	lpa5104	806	84	2026-02-02T18:56:00Z	HG02657	75	5.483333333333333	329
barcode69	lpa5104	367	77	2026-02-02T19:07:00Z	HG03765	73	5.666666666666667	340
barcode67	lpa5104	882	79	2026-02-02T19:07:00Z	HG02778	74	5.666666666666667	340
barcode71	lpa5104	876	80	2026-02-02T19:07:00Z	NA19098	74	5.666666666666667	340
barcode65	lpa5104	932	81	2026-02-02T19:07:00Z	HG01593	77	5.666666666666667	340
barcode72	lpa5104	574	82	2026-02-02T19:07:00Z	NA19190	66	5.666666666666667	340
barcode68	lpa5104	1101	83	2026-02-02T19:07:00Z	HG03234	78	5.666666666666667	340
barcode66	lpa5104	806	84	2026-02-02T19:07:00Z	HG02657	76	5.666666666666667	340
barcode70	lpa5104	878	85	2026-02-02T19:07:00Z	NA18868	75	5.666666666666667	340
barcode67	lpa5104	882	79	2026-02-02T19:10:00Z	HG02778	75	5.716666666666667	343
barcode71	lpa5104	876	80	2026-02-02T19:10:00Z	NA19098	75	5.716666666666667	343
barcode65	lpa5104	932	81	2026-02-02T19:10:00Z	HG01593	78	5.716666666666667	343
barcode72	lpa5104	574	82	2026-02-02T19:10:00Z	NA19190	67	5.716666666666667	343
barcode68	lpa5104	1101	83	2026-02-02T19:10:00Z	HG03234	79	5.716666666666667	343
barcode66	lpa5104	806	84	2026-02-02T19:10:00Z	HG02657	77	5.716666666666667	343
barcode70	lpa5104	878	85	2026-02-02T19:10:00Z	NA18868	76	5.716666666666667	343
barcode69	lpa5104	498	86	2026-02-02T19:10:00Z	HG03765	74	5.716666666666667	343
barcode71	lpa5104	876	80	2026-02-02T19:16:00Z	NA19098	76	5.816666666666666	349
barcode65	lpa5104	932	81	2026-02-02T19:16:00Z	HG01593	79	5.816666666666666	349
barcode72	lpa5104	574	82	2026-02-02T19:16:00Z	NA19190	68	5.816666666666666	349
