barcode	target	n_cluster	task_index	timestamp	sample	task_index_chtronological	runtime_hours	runtime_minutes
barcode68	lpa5104	1101	83	2026-02-02T19:16:00Z	HG03234	80	5.816666666666666	349
barcode66	lpa5104	806	84	2026-02-02T19:16:00Z	HG02657	78	5.816666666666666	349
barcode70	lpa5104	878	85	2026-02-02T19:16:00Z	NA18868	77	5.816666666666666	349
barcode69	lpa5104	498	86	2026-02-02T19:16:00Z	HG03765	75	5.816666666666666	349
barcode67	lpa5104	1013	87	2026-02-02T19:16:00Z	HG02778	76	5.816666666666666	349
barcode71	lpa5104	876	80	2026-02-02T19:18:00Z	NA19098	77	5.85	351
barcode72	lpa5104	574	82	2026-02-02T19:18:00Z	NA19190	69	5.85	351
barcode68	lpa5104	1101	83	2026-02-02T19:18:00Z	HG03234	81	5.85	351
barcode66	lpa5104	806	84	2026-02-02T19:18:00Z	HG02657	79	5.85	351
barcode70	lpa5104	878	85	2026-02-02T19:18:00Z	NA18868	78	5.85	351
barcode69	lpa5104	498	86	2026-02-02T19:18:00Z	HG03765	76	5.85	351
barcode67	lpa5104	1013	87	2026-02-02T19:18:00Z	HG02778	77	5.85	351
barcode65	lpa5104	1094	88	2026-02-02T19:18:00Z	HG01593	80	5.85	351
barcode72	lpa5104	574	82	2026-02-02T19:21:00Z	NA19190	70	5.9	354
barcode68	lpa5104	1101	83	2026-02-02T19:21:00Z	HG03234	82	5.9	354
barcode66	lpa5104	806	84	2026-02-02T19:21:00Z	HG02657	80	5.9	354
barcode70	lpa5104	878	85	2026-02-02T19:21:00Z	NA18868	79	5.9	354
barcode69	lpa5104	498	86	2026-02-02T19:21:00Z	HG03765	77	5.9	354
barcode67	lpa5104	1013	87	2026-02-02T19:21:00Z	HG02778	78	5.9	354
barcode65	lpa5104	1094	88	2026-02-02T19:21:00Z	HG01593	81	5.9	354
barcode71	lpa5104	998	89	2026-02-02T19:21:00Z	NA19098	78	5.9	354
barcode66	lpa5104	806	84	2026-02-02T19:24:00Z	HG02657	81	5.95	357
barcode70	lpa5104	878	85	2026-02-02T19:24:00Z	NA18868	80	5.95	357
barcode69	lpa5104	498	86	2026-02-02T19:24:00Z	HG03765	78	5.95	357
barcode67	lpa5104	1013	87	2026-02-02T19:24:00Z	HG02778	79	5.95	357
barcode65	lpa5104	1094	88	2026-02-02T19:24:00Z	HG01593	82	5.95	357
barcode71	lpa5104	998	89	2026-02-02T19:24:00Z	NA19098	79	5.95	357
barcode72	lpa5104	742	90	2026-02-02T19:24:00Z	NA19190	71	5.95	357
barcode68	lpa5104	1222	91	2026-02-02T19:24:00Z	HG03234	83	5.95	357
barcode70	lpa5104	878	85	2026-02-02T19:36:00Z	NA18868	81	6.15	369
barcode69	lpa5104	498	86	2026-02-02T19:36:00Z	HG03765	79	6.15	369
barcode67	lpa5104	1013	87	2026-02-02T19:36:00Z	HG02778	80	6.15	369
barcode65	lpa5104	1094	88	2026-02-02T19:36:00Z	HG01593	83	6.15	369
barcode71	lpa5104	998	89	2026-02-02T19:36:00Z	NA19098	80	6.15	369
barcode72	lpa5104	742	90	2026-02-02T19:36:00Z	NA19190	72	6.15	369
barcode68	lpa5104	1222	91	2026-02-02T19:36:00Z	HG03234	84	6.15	369
barcode66	lpa5104	934	92	2026-02-02T19:36:00Z	HG02657	82	6.15	369
barcode69	lpa5104	498	86	2026-02-02T19:44:00Z	HG03765	80	6.283333333333333	377
barcode67	lpa5104	1013	87	2026-02-02T19:44:00Z	HG02778	81	6.283333333333333	377
barcode65	lpa5104	1094	88	2026-02-02T19:44:00Z	HG01593	84	6.283333333333333	377
barcode71	lpa5104	998	89	2026-02-02T19:44:00Z	NA19098	81	6.283333333333333	377
barcode72	lpa5104	742	90	2026-02-02T19:44:00Z	NA19190	73	6.283333333333333	377
barcode68	lpa5104	1222	91	2026-02-02T19:44:00Z	HG03234	85	6.283333333333333	377
barcode66	lpa5104	934	92	2026-02-02T19:44:00Z	HG02657	83	6.283333333333333	377
barcode70	lpa5104	1060	93	2026-02-02T19:44:00Z	NA18868	82	6.283333333333333	377
barcode69	lpa5104	498	86	2026-02-02T19:51:00Z	HG03765	81	6.4	384
barcode67	lpa5104	1013	87	2026-02-02T19:51:00Z	HG02778	82	6.4	384
barcode71	lpa5104	998	89	2026-02-02T19:51:00Z	NA19098	82	6.4	384
barcode72	lpa5104	742	90	2026-02-02T19:51:00Z	NA19190	74	6.4	384
barcode68	lpa5104	1222	91	2026-02-02T19:51:00Z	HG03234	86	6.4	384
barcode66	lpa5104	934	92	2026-02-02T19:51:00Z	HG02657	84	6.4	384
barcode70	lpa5104	1060	93	2026-02-02T19:51:00Z	NA18868	83	6.4	384
barcode65	lpa5104	1245	94	2026-02-02T19:51:00Z	HG01593	85	6.4	384
barcode67	lpa5104	1013	87	2026-02-02T19:52:00Z	HG02778	83	6.416666666666667	385
barcode71	lpa5104	998	89	2026-02-02T19:52:00Z	NA19098	83	6.416666666666667	385
barcode72	lpa5104	742	90	2026-02-02T19:52:00Z	NA19190	75	6.416666666666667	385
barcode68	lpa5104	1222	91	2026-02-02T19:52:00Z	HG03234	87	6.416666666666667	385
barcode66	lpa5104	934	92	2026-02-02T19:52:00Z	HG02657	85	6.416666666666667	385
barcode70	lpa5104	1060	93	2026-02-02T19:52:00Z	NA18868	84	6.416666666666667	385
barcode65	lpa5104	1245	94	2026-02-02T19:52:00Z	HG01593	86	6.416666666666667	385
barcode69	lpa5104	672	95	2026-02-02T19:52:00Z	HG03765	82	6.416666666666667	385
barcode71	lpa5104	998	89	2026-02-02T19:55:00Z	NA19098	84	6.466666666666667	388
barcode72	lpa5104	742	90	2026-02-02T19:55:00Z	NA19190	76	6.466666666666667	388
barcode68	lpa5104	1222	91	2026-02-02T19:55:00Z	HG03234	88	6.466666666666667	388
barcode66	lpa5104	934	92	2026-02-02T19:55:00Z	HG02657	86	6.466666666666667	388
barcode70	lpa5104	1060	93	2026-02-02T19:55:00Z	NA18868	85	6.466666666666667	388
barcode65	lpa5104	1245	94	2026-02-02T19:55:00Z	HG01593	87	6.466666666666667	388
barcode69	lpa5104	672	95	2026-02-02T19:55:00Z	HG03765	83	6.466666666666667	388
barcode67	lpa5104	1117	96	2026-02-02T19:55:00Z	HG02778	84	6.466666666666667	388
barcode71	lpa5104	998	89	2026-02-02T19:56:00Z	NA19098	85	6.483333333333333	389
barcode72	lpa5104	742	90	2026-02-02T19:56:00Z	NA19190	77	6.483333333333333	389
barcode66	lpa5104	934	92	2026-02-02T19:56:00Z	HG02657	87	6.483333333333333	389
barcode70	lpa5104	1060	93	2026-02-02T19:56:00Z	NA18868	86	6.483333333333333	389
barcode65	lpa5104	1245	94	2026-02-02T19:56:00Z	HG01593	88	6.483333333333333	389
barcode69	lpa5104	672	95	2026-02-02T19:56:00Z	HG03765	84	6.483333333333333	389
barcode67	lpa5104	1117	96	2026-02-02T19:56:00Z	HG02778	85	6.483333333333333	389
barcode68	lpa5104	1330	97	2026-02-02T19:56:00Z	HG03234	89	6.483333333333333	389
barcode72	lpa5104	742	90	2026-02-02T20:01:00Z	NA19190	78	6.566666666666666	394
barcode66	lpa5104	934	92	2026-02-02T20:01:00Z	HG02657	88	6.566666666666666	394
barcode70	lpa5104	1060	93	2026-02-02T20:01:00Z	NA18868	87	6.566666666666666	394
barcode65	lpa5104	1245	94	2026-02-02T20:01:00Z	HG01593	89	6.566666666666666	394
barcode69	lpa5104	672	95	2026-02-02T20:01:00Z	HG03765	85	6.566666666666666	394
barcode67	lpa5104	1117	96	2026-02-02T20:01:00Z	HG02778	86	6.566666666666666	394
barcode68	lpa5104	1330	97	2026-02-02T20:01:00Z	HG03234	90	6.566666666666666	394
barcode71	lpa5104	1115	98	2026-02-02T20:01:00Z	NA19098	86	6.566666666666666	394
barcode66	lpa5104	934	92	2026-02-02T20:04:00Z	HG02657	89	6.616666666666666	397
barcode70	lpa5104	1060	93	2026-02-02T20:04:00Z	NA18868	88	6.616666666666666	397
barcode65	lpa5104	1245	94	2026-02-02T20:04:00Z	HG01593	90	6.616666666666666	397
barcode69	lpa5104	672	95	2026-02-02T20:04:00Z	HG03765	86	6.616666666666666	397
barcode67	lpa5104	1117	96	2026-02-02T20:04:00Z	HG02778	87	6.616666666666666	397
barcode68	lpa5104	1330	97	2026-02-02T20:04:00Z	HG03234	91	6.616666666666666	397
barcode71	lpa5104	1115	98	2026-02-02T20:04:00Z	NA19098	87	6.616666666666666	397
barcode72	lpa5104	901	99	2026-02-02T20:04:00Z	NA19190	79	6.616666666666666	397
barcode70	lpa5104	1060	93	2026-02-02T20:14:00Z	NA18868	89	6.783333333333333	407
barcode65	lpa5104	1245	94	2026-02-02T20:14:00Z	HG01593	91	6.783333333333333	407
barcode69	lpa5104	672	95	2026-02-02T20:14:00Z	HG03765	87	6.783333333333333	407
barcode67	lpa5104	1117	96	2026-02-02T20:14:00Z	HG02778	88	6.783333333333333	407
barcode68	lpa5104	1330	97	2026-02-02T20:14:00Z	HG03234	92	6.783333333333333	407
barcode71	lpa5104	1115	98	2026-02-02T20:14:00Z	NA19098	88	6.783333333333333	407
barcode72	lpa5104	901	99	2026-02-02T20:14:00Z	NA19190	80	6.783333333333333	407
barcode66	lpa5104	1046	100	2026-02-02T20:14:00Z	HG02657	90	6.783333333333333	407
barcode65	lpa5104	1245	94	2026-02-02T20:21:00Z	HG01593	92	6.9	414
barcode69	lpa5104	672	95	2026-02-02T20:21:00Z	HG03765	88	6.9	414
barcode67	lpa5104	1117	96	2026-02-02T20:21:00Z	HG02778	89	6.9	414
barcode68	lpa5104	1330	97	2026-02-02T20:21:00Z	HG03234	93	6.9	414
barcode71	lpa5104	1115	98	2026-02-02T20:21:00Z	NA19098	89	6.9	414
barcode72	lpa5104	901	99	2026-02-02T20:21:00Z	NA19190	81	6.9	414
barcode66	lpa5104	1046	100	2026-02-02T20:21:00Z	HG02657	91	6.9	414
barcode70	lpa5104	1208	101	2026-02-02T20:21:00Z	NA18868	90	6.9	414
barcode69	lpa5104	672	95	2026-02-02T20:25:00Z	HG03765	89	6.966666666666667	418
barcode67	lpa5104	1117	96	2026-02-02T20:25:00Z	HG02778	90	6.966666666666667	418
barcode68	lpa5104	1330	97	2026-02-02T20:25:00Z	HG03234	94	6.966666666666667	418
barcode71	lpa5104	1115	98	2026-02-02T20:25:00Z	NA19098	90	6.966666666666667	418
barcode72	lpa5104	901	99	2026-02-02T20:25:00Z	NA19190	82	6.966666666666667	418
barcode66	lpa5104	1046	100	2026-02-02T20:25:00Z	HG02657	92	6.966666666666667	418
barcode70	lpa5104	1208	101	2026-02-02T20:25:00Z	NA18868	91	6.966666666666667	418
barcode65	lpa5104	1357	102	2026-02-02T20:25:00Z	HG01593	93	6.966666666666667	418
barcode69	lpa5104	672	95	2026-02-02T20:27:00Z	HG03765	90	7	420
barcode67	lpa5104	1117	96	2026-02-02T20:27:00Z	HG02778	91	7	420
barcode71	lpa5104	1115	98	2026-02-02T20:27:00Z	NA19098	91	7	420
barcode72	lpa5104	901	99	2026-02-02T20:27:00Z	NA19190	83	7	420
barcode66	lpa5104	1046	100	2026-02-02T20:27:00Z	HG02657	93	7	420
barcode70	lpa5104	1208	101	2026-02-02T20:27:00Z	NA18868	92	7	420
barcode65	lpa5104	1357	102	2026-02-02T20:27:00Z	HG01593	94	7	420
barcode68	lpa5104	1450	103	2026-02-02T20:27:00Z	HG03234	95	7	420
barcode71	lpa5104	1115	98	2026-02-02T20:37:00Z	NA19098	92	7.166666666666667	430
barcode72	lpa5104	901	99	2026-02-02T20:37:00Z	NA19190	84	7.166666666666667	430
barcode66	lpa5104	1046	100	2026-02-02T20:37:00Z	HG02657	94	7.166666666666667	430
barcode70	lpa5104	1208	101	2026-02-02T20:37:00Z	NA18868	93	7.166666666666667	430
barcode65	lpa5104	1357	102	2026-02-02T20:37:00Z	HG01593	95	7.166666666666667	430
barcode68	lpa5104	1450	103	2026-02-02T20:37:00Z	HG03234	96	7.166666666666667	430
barcode69	lpa5104	818	104	2026-02-02T20:37:00Z	HG03765	91	7.166666666666667	430
barcode67	lpa5104	1222	105	2026-02-02T20:37:00Z	HG02778	92	7.166666666666667	430
barcode72	lpa5104	901	99	2026-02-02T20:44:00Z	NA19190	85	7.283333333333333	437
barcode66	lpa5104	1046	100	2026-02-02T20:44:00Z	HG02657	95	7.283333333333333	437
barcode70	lpa5104	1208	101	2026-02-02T20:44:00Z	NA18868	94	7.283333333333333	437
barcode65	lpa5104	1357	102	2026-02-02T20:44:00Z	HG01593	96	7.283333333333333	437
barcode68	lpa5104	1450	103	2026-02-02T20:44:00Z	HG03234	97	7.283333333333333	437
barcode69	lpa5104	818	104	2026-02-02T20:44:00Z	HG03765	92	7.283333333333333	437
barcode67	lpa5104	1222	105	2026-02-02T20:44:00Z	HG02778	93	7.283333333333333	437
barcode71	lpa5104	1221	106	2026-02-02T20:44:00Z	NA19098	93	7.283333333333333	437
barcode66	lpa5104	1046	100	2026-02-02T20:47:00Z	HG02657	96	7.333333333333333	440
barcode70	lpa5104	1208	101	2026-02-02T20:47:00Z	NA18868	95	7.333333333333333	440
barcode65	lpa5104	1357	102	2026-02-02T20:47:00Z	HG01593	97	7.333333333333333	440
barcode68	lpa5104	1450	103	2026-02-02T20:47:00Z	HG03234	98	7.333333333333333	440
barcode69	lpa5104	818	104	2026-02-02T20:47:00Z	HG03765	93	7.333333333333333	440
barcode67	lpa5104	1222	105	2026-02-02T20:47:00Z	HG02778	94	7.333333333333333	440
barcode71	lpa5104	1221	106	2026-02-02T20:47:00Z	NA19098	94	7.333333333333333	440
barcode72	lpa5104	1072	107	2026-02-02T20:47:00Z	NA19190	86	7.333333333333333	440
barcode70	lpa5104	1208	101	2026-02-02T20:55:00Z	NA18868	96	7.466666666666667	448
barcode65	lpa5104	1357	102	2026-02-02T20:55:00Z	HG01593	98	7.466666666666667	448
barcode68	lpa5104	1450	103	2026-02-02T20:55:00Z	HG03234	99	7.466666666666667	448
barcode69	lpa5104	818	104	2026-02-02T20:55:00Z	HG03765	94	7.466666666666667	448
barcode67	lpa5104	1222	105	2026-02-02T20:55:00Z	HG02778	95	7.466666666666667	448
barcode71	lpa5104	1221	106	2026-02-02T20:55:00Z	NA19098	95	7.466666666666667	448
barcode72	lpa5104	1072	107	2026-02-02T20:55:00Z	NA19190	87	7.466666666666667	448
barcode66	lpa5104	1143	108	2026-02-02T20:55:00Z	HG02657	97	7.466666666666667	448
barcode69	lpa5104	818	104	2026-02-02T21:03:00Z	HG03765	95	7.6	456
barcode67	lpa5104	1222	105	2026-02-02T21:03:00Z	HG02778	96	7.6	456
barcode71	lpa5104	1221	106	2026-02-02T21:03:00Z	NA19098	96	7.6	456
barcode72	lpa5104	1072	107	2026-02-02T21:03:00Z	NA19190	88	7.6	456
barcode66	lpa5104	1143	108	2026-02-02T21:03:00Z	HG02657	98	7.6	456
barcode68	lpa5104	1527	109	2026-02-02T21:03:00Z	HG03234	100	7.6	456
barcode65	lpa5104	1500	110	2026-02-02T21:03:00Z	HG01593	99	7.6	456
barcode70	lpa5104	1340	111	2026-02-02T21:03:00Z	NA18868	97	7.6	456
barcode69	lpa5104	818	104	2026-02-02T21:16:00Z	HG03765	96	7.816666666666666	469
barcode71	lpa5104	1221	106	2026-02-02T21:16:00Z	NA19098	97	7.816666666666666	469
barcode72	lpa5104	1072	107	2026-02-02T21:16:00Z	NA19190	89	7.816666666666666	469
barcode66	lpa5104	1143	108	2026-02-02T21:16:00Z	HG02657	99	7.816666666666666	469
barcode68	lpa5104	1527	109	2026-02-02T21:16:00Z	HG03234	101	7.816666666666666	469
barcode65	lpa5104	1500	110	2026-02-02T21:16:00Z	HG01593	100	7.816666666666666	469
barcode70	lpa5104	1340	111	2026-02-02T21:16:00Z	NA18868	98	7.816666666666666	469
barcode67	lpa5104	1314	112	2026-02-02T21:16:00Z	HG02778	97	7.816666666666666	469
barcode71	lpa5104	1221	106	2026-02-02T21:19:00Z	NA19098	98	7.866666666666666	472
barcode72	lpa5104	1072	107	2026-02-02T21:19:00Z	NA19190	90	7.866666666666666	472
barcode66	lpa5104	1143	108	2026-02-02T21:19:00Z	HG02657	100	7.866666666666666	472
barcode68	lpa5104	1527	109	2026-02-02T21:19:00Z	HG03234	102	7.866666666666666	472
barcode65	lpa5104	1500	110	2026-02-02T21:19:00Z	HG01593	101	7.866666666666666	472
barcode70	lpa5104	1340	111	2026-02-02T21:19:00Z	NA18868	99	7.866666666666666	472
barcode67	lpa5104	1314	112	2026-02-02T21:19:00Z	HG02778	98	7.866666666666666	472
barcode69	lpa5104	974	113	2026-02-02T21:19:00Z	HG03765	97	7.866666666666666	472
barcode72	lpa5104	1072	107	2026-02-02T21:24:00Z	NA19190	91	7.95	477
barcode66	lpa5104	1143	108	2026-02-02T21:24:00Z	HG02657	101	7.95	477
barcode68	lpa5104	1527	109	2026-02-02T21:24:00Z	HG03234	103	7.95	477
barcode65	lpa5104	1500	110	2026-02-02T21:24:00Z	HG01593	102	7.95	477
barcode70	lpa5104	1340	111	2026-02-02T21:24:00Z	NA18868	100	7.95	477
barcode67	lpa5104	1314	112	2026-02-02T21:24:00Z	HG02778	99	7.95	477
barcode69	lpa5104	974	113	2026-02-02T21:24:00Z	HG03765	98	7.95	477
barcode71	lpa5104	1300	114	2026-02-02T21:24:00Z	NA19098	99	7.95	477
barcode66	lpa5104	1143	108	2026-02-02T21:28:00Z	HG02657	102	8.016666666666667	481
barcode68	lpa5104	1527	109	2026-02-02T21:28:00Z	HG03234	104	8.016666666666667	481
barcode65	lpa5104	1500	110	2026-02-02T21:28:00Z	HG01593	103	8.016666666666667	481
barcode70	lpa5104	1340	111	2026-02-02T21:28:00Z	NA18868	101	8.016666666666667	481
barcode67	lpa5104	1314	112	2026-02-02T21:28:00Z	HG02778	100	8.016666666666667	481
barcode69	lpa5104	974	113	2026-02-02T21:28:00Z	HG03765	99	8.016666666666667	481
barcode71	lpa5104	1300	114	2026-02-02T21:28:00Z	NA19098	100	8.016666666666667	481
barcode72	lpa5104	1258	115	2026-02-02T21:28:00Z	NA19190	92	8.016666666666667	481
barcode68	lpa5104	1527	109	2026-02-02T21:35:00Z	HG03234	105	8.133333333333333	488
barcode65	lpa5104	1500	110	2026-02-02T21:35:00Z	HG01593	104	8.133333333333333	488
barcode70	lpa5104	1340	111	2026-02-02T21:35:00Z	NA18868	102	8.133333333333333	488
barcode67	lpa5104	1314	112	2026-02-02T21:35:00Z	HG02778	101	8.133333333333333	488
barcode69	lpa5104	974	113	2026-02-02T21:35:00Z	HG03765	100	8.133333333333333	488
barcode71	lpa5104	1300	114	2026-02-02T21:35:00Z	NA19098	101	8.133333333333333	488
barcode72	lpa5104	1258	115	2026-02-02T21:35:00Z	NA19190	93	8.133333333333333	488
barcode66	lpa5104	1247	116	2026-02-02T21:35:00Z	HG02657	103	8.133333333333333	488
barcode65	lpa5104	1500	110	2026-02-02T21:36:00Z	HG01593	105	8.15	489
barcode70	lpa5104	1340	111	2026-02-02T21:36:00Z	NA18868	103	8.15	489
barcode67	lpa5104	1314	112	2026-02-02T21:36:00Z	HG02778	102	8.15	489
barcode69	lpa5104	974	113	2026-02-02T21:36:00Z	HG03765	101	8.15	489
barcode71	lpa5104	1300	114	2026-02-02T21:36:00Z	NA19098	102	8.15	489
barcode72	lpa5104	1258	115	2026-02-02T21:36:00Z	NA19190	94	8.15	489
barcode66	lpa5104	1247	116	2026-02-02T21:36:00Z	HG02657	104	8.15	489
barcode68	lpa5104	1625	117	2026-02-02T21:36:00Z	HG03234	106	8.15	489
barcode70	lpa5104	1340	111	2026-02-02T21:38:00Z	NA18868	104	8.183333333333334	491
barcode67	lpa5104	1314	112	2026-02-02T21:38:00Z	HG02778	103	8.183333333333334	491
barcode69	lpa5104	974	113	2026-02-02T21:38:00Z	HG03765	102	8.183333333333334	491
barcode71	lpa5104	1300	114	2026-02-02T21:38:00Z	NA19098	103	8.183333333333334	491
barcode72	lpa5104	1258	115	2026-02-02T21:38:00Z	NA19190	95	8.183333333333334	491
barcode66	lpa5104	1247	116	2026-02-02T21:38:00Z	HG02657	105	8.183333333333334	491
barcode68	lpa5104	1625	117	2026-02-02T21:38:00Z	HG03234	107	8.183333333333334	491
barcode65	lpa5104	1633	118	2026-02-02T21:38:00Z	HG01593	106	8.183333333333334	491
barcode67	lpa5104	1314	112	2026-02-02T21:43:00Z	HG02778	104	8.266666666666667	496
barcode69	lpa5104	974	113	2026-02-02T21:43:00Z	HG03765	103	8.266666666666667	496
barcode71	lpa5104	1300	114	2026-02-02T21:43:00Z	NA19098	104	8.266666666666667	496
barcode72	lpa5104	1258	115	2026-02-02T21:43:00Z	NA19190	96	8.266666666666667	496
barcode66	lpa5104	1247	116	2026-02-02T21:43:00Z	HG02657	106	8.266666666666667	496
barcode68	lpa5104	1625	117	2026-02-02T21:43:00Z	HG03234	108	8.266666666666667	496
barcode65	lpa5104	1633	118	2026-02-02T21:43:00Z	HG01593	107	8.266666666666667	496
barcode70	lpa5104	1479	119	2026-02-02T21:43:00Z	NA18868	105	8.266666666666667	496
barcode69	lpa5104	974	113	2026-02-02T21:57:00Z	HG03765	104	8.5	510
barcode71	lpa5104	1300	114	2026-02-02T21:57:00Z	NA19098	105	8.5	510
barcode72	lpa5104	1258	115	2026-02-02T21:57:00Z	NA19190	97	8.5	510
barcode66	lpa5104	1247	116	2026-02-02T21:57:00Z	HG02657	107	8.5	510
barcode68	lpa5104	1625	117	2026-02-02T21:57:00Z	HG03234	109	8.5	510
barcode65	lpa5104	1633	118	2026-02-02T21:57:00Z	HG01593	108	8.5	510
barcode70	lpa5104	1479	119	2026-02-02T21:57:00Z	NA18868	106	8.5	510
barcode67	lpa5104	1393	120	2026-02-02T21:57:00Z	HG02778	105	8.5	510
barcode71	lpa5104	1300	114	2026-02-02T22:04:00Z	NA19098	106	8.616666666666667	517
barcode72	lpa5104	1258	115	2026-02-02T22:04:00Z	NA19190	98	8.616666666666667	517
barcode66	lpa5104	1247	116	2026-02-02T22:04:00Z	HG02657	108	8.616666666666667	517
barcode68	lpa5104	1625	117	2026-02-02T22:04:00Z	HG03234	110	8.616666666666667	517
barcode65	lpa5104	1633	118	2026-02-02T22:04:00Z	HG01593	109	8.616666666666667	517
barcode70	lpa5104	1479	119	2026-02-02T22:04:00Z	NA18868	107	8.616666666666667	517
barcode67	lpa5104	1393	120	2026-02-02T22:04:00Z	HG02778	106	8.616666666666667	517
barcode69	lpa5104	1132	121	2026-02-02T22:04:00Z	HG03765	105	8.616666666666667	517
barcode72	lpa5104	1258	115	2026-02-02T22:06:00Z	NA19190	99	8.65	519
barcode66	lpa5104	1247	116	2026-02-02T22:06:00Z	HG02657	109	8.65	519
barcode68	lpa5104	1625	117	2026-02-02T22:06:00Z	HG03234	111	8.65	519
barcode65	lpa5104	1633	118	2026-02-02T22:06:00Z	HG01593	110	8.65	519
barcode70	lpa5104	1479	119	2026-02-02T22:06:00Z	NA18868	108	8.65	519
barcode67	lpa5104	1393	120	2026-02-02T22:06:00Z	HG02778	107	8.65	519
barcode69	lpa5104	1132	121	2026-02-02T22:06:00Z	HG03765	106	8.65	519
barcode71	lpa5104	1361	122	2026-02-02T22:06:00Z	NA19098	107	8.65	519
barcode66	lpa5104	1247	116	2026-02-02T22:13:00Z	HG02657	110	8.766666666666667	526
barcode68	lpa5104	1625	117	2026-02-02T22:13:00Z	HG03234	112	8.766666666666667	526
barcode65	lpa5104	1633	118	2026-02-02T22:13:00Z	HG01593	111	8.766666666666667	526
barcode70	lpa5104	1479	119	2026-02-02T22:13:00Z	NA18868	109	8.766666666666667	526
barcode67	lpa5104	1393	120	2026-02-02T22:13:00Z	HG02778	108	8.766666666666667	526
barcode69	lpa5104	1132	121	2026-02-02T22:13:00Z	HG03765	107	8.766666666666667	526
barcode71	lpa5104	1361	122	2026-02-02T22:13:00Z	NA19098	108	8.766666666666667	526
barcode72	lpa5104	1421	123	2026-02-02T22:13:00Z	NA19190	100	8.766666666666667	526
barcode66	lpa5104	1247	116	2026-02-02T22:14:00Z	HG02657	111	8.783333333333333	527
barcode65	lpa5104	1633	118	2026-02-02T22:14:00Z	HG01593	112	8.783333333333333	527
barcode70	lpa5104	1479	119	2026-02-02T22:14:00Z	NA18868	110	8.783333333333333	527
barcode67	lpa5104	1393	120	2026-02-02T22:14:00Z	HG02778	109	8.783333333333333	527
barcode69	lpa5104	1132	121	2026-02-02T22:14:00Z	HG03765	108	8.783333333333333	527
barcode71	lpa5104	1361	122	2026-02-02T22:14:00Z	NA19098	109	8.783333333333333	527
barcode72	lpa5104	1421	123	2026-02-02T22:14:00Z	NA19190	101	8.783333333333333	527
barcode68	lpa5104	1716	124	2026-02-02T22:14:00Z	HG03234	113	8.783333333333333	527
barcode66	lpa5104	1247	116	2026-02-02T22:17:00Z	HG02657	112	8.833333333333334	530
barcode70	lpa5104	1479	119	2026-02-02T22:17:00Z	NA18868	111	8.833333333333334	530
barcode67	lpa5104	1393	120	2026-02-02T22:17:00Z	HG02778	110	8.833333333333334	530
barcode69	lpa5104	1132	121	2026-02-02T22:17:00Z	HG03765	109	8.833333333333334	530
barcode71	lpa5104	1361	122	2026-02-02T22:17:00Z	NA19098	110	8.833333333333334	530
barcode72	lpa5104	1421	123	2026-02-02T22:17:00Z	NA19190	102	8.833333333333334	530
barcode68	lpa5104	1716	124	2026-02-02T22:17:00Z	HG03234	114	8.833333333333334	530
barcode65	lpa5104	1750	125	2026-02-02T22:17:00Z	HG01593	113	8.833333333333334	530
barcode70	lpa5104	1479	119	2026-02-02T22:19:00Z	NA18868	112	8.866666666666667	532
barcode67	lpa5104	1393	120	2026-02-02T22:19:00Z	HG02778	111	8.866666666666667	532
barcode69	lpa5104	1132	121	2026-02-02T22:19:00Z	HG03765	110	8.866666666666667	532
barcode71	lpa5104	1361	122	2026-02-02T22:19:00Z	NA19098	111	8.866666666666667	532
barcode72	lpa5104	1421	123	2026-02-02T22:19:00Z	NA19190	103	8.866666666666667	532
barcode68	lpa5104	1716	124	2026-02-02T22:19:00Z	HG03234	115	8.866666666666667	532
barcode65	lpa5104	1750	125	2026-02-02T22:19:00Z	HG01593	114	8.866666666666667	532
barcode66	lpa5104	1360	126	2026-02-02T22:19:00Z	HG02657	113	8.866666666666667	532
barcode67	lpa5104	1393	120	2026-02-02T22:26:00Z	HG02778	112	8.983333333333333	539
barcode69	lpa5104	1132	121	2026-02-02T22:26:00Z	HG03765	111	8.983333333333333	539
barcode71	lpa5104	1361	122	2026-02-02T22:26:00Z	NA19098	112	8.983333333333333	539
barcode72	lpa5104	1421	123	2026-02-02T22:26:00Z	NA19190	104	8.983333333333333	539
barcode68	lpa5104	1716	124	2026-02-02T22:26:00Z	HG03234	116	8.983333333333333	539
barcode65	lpa5104	1750	125	2026-02-02T22:26:00Z	HG01593	115	8.983333333333333	539
barcode66	lpa5104	1360	126	2026-02-02T22:26:00Z	HG02657	114	8.983333333333333	539
barcode70	lpa5104	1597	127	2026-02-02T22:26:00Z	NA18868	113	8.983333333333333	539
barcode69	lpa5104	1132	121	2026-02-02T22:42:00Z	HG03765	112	9.25	555
barcode71	lpa5104	1361	122	2026-02-02T22:42:00Z	NA19098	113	9.25	555
barcode72	lpa5104	1421	123	2026-02-02T22:42:00Z	NA19190	105	9.25	555
barcode68	lpa5104	1716	124	2026-02-02T22:42:00Z	HG03234	117	9.25	555
barcode65	lpa5104	1750	125	2026-02-02T22:42:00Z	HG01593	116	9.25	555
barcode66	lpa5104	1360	126	2026-02-02T22:42:00Z	HG02657	115	9.25	555
barcode70	lpa5104	1597	127	2026-02-02T22:42:00Z	NA18868	114	9.25	555
barcode67	lpa5104	1453	128	2026-02-02T22:42:00Z	HG02778	113	9.25	555
