cluster_id	cluster_written	reads_found	reads_found_fwd	reads_found_rev	reads_written_fwd	reads_written_rev	reads_skipped_fwd	reads_skipped_rev
100_sub1	1	6	2	4	2	4	0	0
1028_sub3	1	6	3	3	3	3	0	0
1069_sub0	1	7	3	4	3	4	0	0
108_sub1	1	6	1	5	1	5	0	0
1114_sub0	1	8	4	4	4	4	0	0
1123_sub1	1	8	4	4	4	4	0	0
1138_sub0	1	6	3	3	3	3	0	0
1142_sub0	1	6	2	4	2	4	0	0
1164_sub1	1	6	1	5	1	5	0	0
1179_sub1	1	8	7	1	7	1	0	0
1185_sub0	1	6	4	2	4	2	0	0
119_sub1	1	7	5	2	5	2	0	0
1202_sub0	1	7	2	5	2	5	0	0
1239_sub0	1	6	3	3	3	3	0	0
1240_sub0	1	6	0	6	0	6	0	0
1251_sub1	1	6	5	1	5	1	0	0
1252_sub0	1	9	3	6	3	6	0	0
1258_sub0	1	7	5	2	5	2	0	0
1266_sub0	1	6	3	3	3	3	0	0
1277_sub0	1	7	2	5	2	5	0	0
1296_sub1	1	8	5	3	5	3	0	0
1313_sub0	1	8	4	4	4	4	0	0
1376_sub1	1	7	3	4	3	4	0	0
1382_sub0	1	6	3	3	3	3	0	0
1395_sub0	1	7	3	4	3	4	0	0
1403_sub0	1	7	1	6	1	6	0	0
1443_sub0	1	9	3	6	3	6	0	0
1460_sub0	1	7	3	4	3	4	0	0
1463_sub0	1	7	1	6	1	6	0	0
1471_sub0	1	6	1	5	1	5	0	0
1498_sub0	1	7	6	1	6	1	0	0
1506_sub1	1	6	1	5	1	5	0	0
152_sub3	1	7	1	6	1	6	0	0
1536_sub0	1	9	7	2	7	2	0	0
1553_sub0	1	6	4	2	4	2	0	0
1562_sub0	1	7	0	7	0	7	0	0
1568_sub0	1	6	4	2	4	2	0	0
1569_sub0	1	8	4	4	4	4	0	0
1573_sub0	1	7	6	1	6	1	0	0
1584_sub0	1	6	4	2	4	2	0	0
1602_sub0	1	8	5	3	5	3	0	0
1606_sub0	1	10	6	4	6	4	0	0
1633_sub0	1	6	3	3	3	3	0	0
1644_sub0	1	8	4	4	4	4	0	0
1651_sub0	1	8	4	4	4	4	0	0
1661_sub1	1	6	5	1	5	1	0	0
1663_sub0	1	9	3	6	3	6	0	0
1685_sub0	1	6	4	2	4	2	0	0
1692_sub1	1	7	3	4	3	4	0	0
1701_sub0	1	7	4	3	4	3	0	0
1708_sub0	1	7	6	1	6	1	0	0
1726_sub0	1	6	3	3	3	3	0	0
1738_sub0	1	6	5	1	5	1	0	0
1765_sub0	1	6	1	5	1	5	0	0
1786_sub0	1	6	5	1	5	1	0	0
1806_sub0	1	6	3	3	3	3	0	0
1845_sub1	1	11	8	3	8	3	0	0
1870_sub0	1	10	3	7	3	7	0	0
1878_sub0	1	9	2	7	2	7	0	0
188_sub0	1	7	7	0	7	0	0	0
1882_sub0	1	7	3	4	3	4	0	0
