sample	target	n_cluster	task_index
barcode69	lpa5104	1790	168
barcode67	lpa5104	1703	170
barcode68	lpa5104	2150	171
barcode66	lpa5104	1743	172
barcode71	lpa5104	1609	173
barcode72	lpa5104	2153	174
barcode65	lpa5104	2301	175
barcode70	lpa5104	2080	176
