task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	68/bfb6bb	2774688	UMI_PIPELINE:PARSE_BED (1)	COMPLETED	0	2025-07-09 10:53:39.300	1.1s	3ms	103.2%	0	0	57.3 KB	236 B
5	f8/072fdf	2774727	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (4)	COMPLETED	0	2025-07-09 10:53:39.318	17.3s	15.4s	97.3%	24.5 MB	126.6 MB	420.4 MB	353.7 MB
6	f4/d1a09d	2774704	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (5)	COMPLETED	0	2025-07-09 10:53:39.311	26.8s	17.2s	98.6%	24.7 MB	126.6 MB	470.4 MB	398.2 MB
4	08/a8b5df	2774798	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (3)	COMPLETED	0	2025-07-09 10:53:39.340	26.7s	17.5s	95.9%	24.6 MB	126.6 MB	469.5 MB	395.7 MB
1	49/34a8eb	2774776	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (1)	COMPLETED	0	2025-07-09 10:53:39.332	26.7s	17s	98.5%	24.7 MB	126.3 MB	469.9 MB	396.2 MB
3	d1/f82b77	2774755	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MERGE_FASTQ (2)	COMPLETED	0	2025-07-09 10:53:39.326	26.7s	17.2s	97.3%	24.8 MB	126.3 MB	470.3 MB	395.9 MB
7	06/1f1c72	2778888	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (1)	COMPLETED	0	2025-07-09 10:53:57.717	33.8s	24.6s	306.5%	710.3 MB	26.6 GB	867.9 MB	514.1 MB
12	b3/f7a139	2780289	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (1)	COMPLETED	0	2025-07-09 10:54:31.554	34.5s	13.6s	92.8%	24.2 MB	126.1 MB	142.3 MB	354.4 MB
11	73/d6e096	2779720	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (5)	COMPLETED	0	2025-07-09 10:54:11.725	55.3s	31.4s	269.1%	901 MB	26.8 GB	971.7 MB	575.4 MB
9	9f/039c78	2779346	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (3)	COMPLETED	0	2025-07-09 10:54:08.898	58.1s	31.2s	269.3%	928.4 MB	26.8 GB	970.8 MB	575 MB
10	79/a38813	2779634	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (4)	COMPLETED	0	2025-07-09 10:54:10.499	56.6s	31.4s	265.5%	827.8 MB	26.7 GB	971.7 MB	575.7 MB
8	5c/d18b4a	2779237	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:MAP_READS (2)	COMPLETED	0	2025-07-09 10:54:07.245	59.8s	31.2s	271.5%	990.2 MB	26.8 GB	976.6 MB	578.3 MB
13	12/711bbb	2786119	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:DETECT_UMI_FASTQ (1)	COMPLETED	0	2025-07-09 10:55:06.710	6.8s	5.3s	99.5%	31.6 MB	133.4 MB	287 MB	247.1 MB
17	f1/647331	2786307	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (5)	COMPLETED	0	2025-07-09 10:55:07.116	12.3s	10.3s	99.7%	23.6 MB	126.1 MB	160 MB	398.8 MB
15	4d/bf9725	2786225	UMI_PIPELINE:OFFLINE_UMI_PROCESSING:SPLIT_READS (3)	COMPLETED	0	2025-07-09 10:55:07.014	12.5s	10.3s	99.8%	23.9 MB	126.1 MB	159.5 MB	396.2 MB
